Datetime,CO (mg/m3),NOx (ppb),Ozone (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3)
2020-04-20 06:00:00,0.32,3.43,1.98,3.0,4.36
2020-04-20 07:00:00,0.32,3.44,1.99,2.65,5.92
2020-04-20 08:00:00,0.33,3.47,8.26,6.43,6.88
2020-04-20 09:00:00,0.29,3.61,13.08,14.91,6.42
2020-04-20 10:00:00,0.43,2.44,20.2,15.67,5.23
2020-04-20 11:00:00,0.45,3.72,29.73,15.87,6.15
2020-04-20 12:00:00,0.4,2.83,40.63,21.48,4.17
2020-04-20 13:00:00,0.35,3.28,49.16,15.61,4.98
2020-04-20 14:00:00,0.29,3.27,39.88,8.48,6.89
2020-04-20 15:00:00,0.27,3.25,27.31,5.29,4.92
2020-04-20 16:00:00,0.4,2.12,22.74,3.39,7.84
2020-04-20 17:00:00,0.36,2.4,23.57,3.48,11.99
2020-04-20 18:00:00,0.37,3.37,19.91,4.39,13.64
2020-04-20 19:00:00,0.26,3.59,16.7,5.48,4.93
2020-04-20 20:00:00,0.37,3.24,1.96,13.01,2.4
2020-04-20 21:00:00,0.34,4.47,2.02,12.28,1.29
2020-04-20 22:00:00,0.37,2.52,2.02,9.78,2.41
2020-04-20 23:00:00,0.35,3.54,1.99,7.65,1.53
2020-04-21 00:00:00,0.32,3.23,1.98,13.28,0.79
2020-04-21 01:00:00,0.38,2.4,2.0,7.94,2.63
2020-04-21 02:00:00,0.46,2.6,2.0,5.9,2.27
2020-04-21 03:00:00,0.58,2.0,2.04,7.66,
2020-04-21 04:00:00,0.16,2.61,1.99,11.7,6.65
2020-04-21 05:00:00,0.25,3.43,1.99,7.38,7.25
2020-04-21 06:00:00,0.26,2.71,2.01,5.06,6.09
2020-04-21 07:00:00,0.39,2.46,2.01,5.06,3.59
2020-04-21 08:00:00,0.44,2.9,5.73,8.14,3.7
2020-04-21 09:00:00,0.39,2.65,12.47,10.98,3.2
2020-04-21 10:00:00,0.4,2.62,20.03,9.8,2.63
2020-04-21 11:00:00,0.42,4.43,31.58,11.77,4.78
2020-04-21 12:00:00,0.57,7.04,23.06,17.05,3.62
2020-04-21 13:00:00,0.29,6.97,25.96,25.56,2.48
2020-04-21 14:00:00,0.46,7.14,41.04,13.31,2.86
2020-04-21 15:00:00,0.46,6.95,36.91,6.6,9.9
2020-04-21 16:00:00,0.39,6.99,36.24,3.3,5.62
2020-04-21 17:00:00,0.4,6.88,36.04,1.66,4.73
2020-04-21 18:00:00,0.38,6.95,24.23,0.83,5.31
2020-04-21 19:00:00,0.63,7.0,20.4,1.18,2.57
2020-04-21 20:00:00,0.63,6.76,19.74,7.58,1.24
2020-04-21 21:00:00,0.72,7.04,19.79,9.12,1.17
2020-04-21 22:00:00,0.76,6.91,4.6,9.35,0.98
2020-04-21 23:00:00,0.69,7.05,2.03,8.17,0.99
2020-04-22 00:00:00,0.72,6.97,2.02,9.75,0.79
2020-04-22 01:00:00,0.16,6.97,1.98,8.74,3.56
2020-04-22 02:00:00,0.21,6.92,1.99,9.6,4.51
2020-04-22 03:00:00,0.25,6.99,1.95,8.41,3.61
2020-04-22 04:00:00,0.39,6.98,2.02,5.47,3.94
2020-04-22 05:00:00,0.49,6.89,2.0,3.78,4.33
2020-04-22 06:00:00,0.45,7.04,1.99,7.29,3.73
2020-04-22 07:00:00,0.49,7.12,2.03,16.88,3.25
2020-04-22 08:00:00,0.45,7.03,2.0,11.91,3.88
2020-04-22 09:00:00,0.37,6.93,8.72,17.41,4.13
2020-04-22 10:00:00,0.31,6.33,13.89,11.11,2.86
2020-04-22 11:00:00,0.28,2.91,25.52,11.54,2.87
2020-04-22 12:00:00,0.3,3.14,26.36,14.91,3.05
2020-04-22 13:00:00,0.43,5.58,39.65,21.14,8.48
2020-04-22 14:00:00,0.32,7.13,39.97,26.44,7.79
2020-04-22 15:00:00,0.32,7.21,45.59,12.66,11.24
2020-04-22 16:00:00,0.21,13.89,40.89,7.12,13.58
2020-04-22 17:00:00,0.18,15.52,30.09,6.29,5.79
2020-04-22 18:00:00,0.15,24.16,15.03,3.13,6.12
2020-04-22 19:00:00,0.38,24.15,10.16,2.04,3.53
2020-04-22 20:00:00,0.27,23.55,2.27,4.68,0.49
2020-04-22 21:00:00,0.26,20.7,1.98,4.38,0.04
2020-04-22 22:00:00,0.57,17.01,1.99,8.99,0.36
2020-04-22 23:00:00,0.64,17.33,1.98,8.56,0.01
2020-04-23 00:00:00,0.63,15.62,2.03,5.91,
2020-04-23 01:00:00,0.26,14.44,1.94,11.28,1.98
2020-04-23 02:00:00,0.23,13.0,1.99,6.75,0.23
2020-04-23 03:00:00,0.25,13.55,2.0,4.7,0.1
2020-04-23 04:00:00,0.25,12.53,2.02,4.28,1.48
2020-04-23 05:00:00,0.33,11.44,1.99,4.98,1.2
2020-04-23 06:00:00,0.35,12.44,1.96,4.21,0.71
2020-04-23 07:00:00,0.74,13.78,5.88,6.35,2.18
2020-04-23 08:00:00,0.89,14.47,9.9,5.91,0.96
2020-04-23 09:00:00,0.78,12.16,10.59,13.4,0.43
2020-04-23 10:00:00,0.59,11.18,20.04,10.46,3.18
2020-04-23 11:00:00,0.57,6.86,20.14,8.71,8.83
2020-04-23 12:00:00,0.54,7.93,43.24,11.01,7.24
2020-04-23 13:00:00,0.42,8.75,35.6,11.4,3.98
2020-04-23 14:00:00,0.45,8.23,39.56,7.71,9.31
2020-04-23 15:00:00,0.56,8.19,40.22,6.65,5.17
2020-04-23 16:00:00,0.54,6.63,28.56,15.0,2.36
2020-04-23 17:00:00,0.46,7.53,23.85,8.14,2.05
2020-04-23 18:00:00,0.52,7.73,13.27,5.81,2.16
2020-04-23 19:00:00,0.46,7.06,9.82,5.18,2.0
2020-04-23 20:00:00,0.45,7.38,1.97,4.39,1.14
2020-04-23 21:00:00,0.53,6.77,1.98,4.36,1.27
2020-04-23 22:00:00,0.41,7.06,2.02,10.3,1.18
2020-04-23 23:00:00,0.39,7.64,2.0,6.56,1.18
2020-04-24 00:00:00,0.39,6.9,2.01,4.33,1.21
2020-04-24 01:00:00,0.29,6.62,1.92,3.96,1.23
2020-04-24 02:00:00,0.29,8.09,2.0,6.12,1.34
2020-04-24 03:00:00,0.35,7.03,2.0,3.88,1.23
2020-04-24 04:00:00,0.41,6.89,2.01,2.71,1.21
2020-04-24 05:00:00,0.38,6.07,1.98,3.22,1.17
2020-04-24 06:00:00,0.49,7.78,1.97,3.58,1.23
2020-04-24 07:00:00,0.53,10.2,1.97,4.97,1.34
2020-04-24 08:00:00,0.61,9.96,2.04,5.59,1.36
2020-04-24 09:00:00,0.59,8.53,6.14,14.44,1.29
2020-04-24 10:00:00,0.44,7.5,17.41,8.76,1.18
2020-04-24 11:00:00,0.38,7.64,30.62,4.97,1.19
2020-04-24 12:00:00,0.38,6.34,38.02,3.6,2.28
2020-04-24 13:00:00,0.64,7.12,40.5,2.98,2.15
2020-04-24 14:00:00,0.64,7.49,39.76,3.22,0.84
2020-04-24 15:00:00,0.63,5.92,38.89,4.68,1.35
2020-04-24 16:00:00,0.26,7.27,29.7,18.37,1.1
2020-04-24 17:00:00,0.22,7.19,24.76,,1.21
2020-04-24 18:00:00,0.52,9.61,20.72,,6.12
2020-04-24 19:00:00,0.45,10.34,20.13,3.9,10.21
2020-04-24 20:00:00,0.55,10.09,6.21,8.93,13.44
2020-04-24 21:00:00,0.5,9.57,2.01,8.2,11.95
2020-04-24 22:00:00,0.52,8.81,2.02,6.52,3.67
2020-04-24 23:00:00,0.48,9.14,1.97,7.34,0.02
2020-04-25 00:00:00,0.5,6.89,2.02,7.44,
2020-04-25 01:00:00,0.25,7.99,1.97,6.11,1.48
2020-04-25 02:00:00,0.26,7.44,2.01,5.45,1.79
2020-04-25 03:00:00,0.26,6.87,1.98,9.79,1.54
2020-04-25 04:00:00,0.26,7.16,2.02,6.67,4.35
2020-04-25 05:00:00,0.34,7.33,2.0,5.44,0.81
2020-04-25 06:00:00,0.32,6.21,2.04,7.76,0.48
2020-04-25 07:00:00,0.4,6.41,6.0,4.81,1.76
2020-04-25 08:00:00,0.4,7.09,11.77,3.5,2.02
2020-04-25 09:00:00,0.44,7.6,19.69,3.27,2.94
2020-04-25 10:00:00,0.45,8.02,19.81,6.59,4.08
2020-04-25 11:00:00,0.39,8.3,19.94,5.44,5.47
2020-04-25 12:00:00,0.35,8.32,32.43,13.91,6.04
2020-04-25 13:00:00,0.34,10.82,41.11,16.17,3.28
2020-04-25 14:00:00,0.23,10.59,39.84,11.26,11.56
2020-04-25 15:00:00,0.22,11.52,34.86,11.98,15.65
2020-04-25 16:00:00,0.44,9.86,29.45,15.64,1.46
2020-04-25 17:00:00,0.43,7.53,27.9,9.62,0.84
2020-04-25 18:00:00,0.36,7.33,19.97,8.06,2.74
2020-04-25 19:00:00,0.49,7.24,14.25,13.99,2.59
2020-04-25 20:00:00,0.31,8.68,9.93,10.64,12.13
2020-04-25 21:00:00,0.19,16.88,9.92,23.83,33.12
2020-04-25 22:00:00,0.34,21.88,4.56,15.32,8.06
2020-04-25 23:00:00,0.13,26.19,2.01,10.29,21.82
2020-04-26 00:00:00,0.08,30.17,1.98,19.51,36.32
2020-04-26 01:00:00,0.24,32.58,1.98,13.36,10.04
2020-04-26 02:00:00,0.24,36.05,2.0,8.4,24.79
2020-04-26 03:00:00,0.28,36.53,2.0,5.28,36.82
2020-04-26 04:00:00,0.4,38.46,2.01,4.28,7.74
2020-04-26 05:00:00,0.33,36.52,1.98,3.26,16.78
2020-04-26 06:00:00,0.23,41.42,2.0,11.52,24.44
2020-04-26 07:00:00,1.1,39.13,1.97,17.63,4.75
2020-04-26 08:00:00,1.07,37.19,1.98,14.74,5.65
2020-04-26 09:00:00,1.08,39.23,5.03,10.19,4.67
2020-04-26 10:00:00,0.52,40.73,9.12,14.18,3.49
2020-04-26 11:00:00,0.38,37.99,16.47,16.82,2.65
2020-04-26 12:00:00,0.34,37.89,27.96,15.76,3.67
2020-04-26 13:00:00,0.76,17.96,46.24,8.22,2.56
2020-04-26 14:00:00,0.17,12.69,49.51,,0.05
2020-04-26 15:00:00,0.16,12.28,44.13,0.64,
2020-04-26 16:00:00,0.38,11.38,46.09,1.52,
2020-04-26 17:00:00,0.33,7.25,40.15,1.88,
2020-04-26 18:00:00,0.32,7.26,39.64,1.65,6.87
2020-04-26 19:00:00,0.59,10.0,22.85,3.07,4.3
2020-04-26 20:00:00,0.66,8.29,2.02,11.53,1.3
2020-04-26 21:00:00,0.72,6.95,2.0,12.12,0.07
2020-04-26 22:00:00,0.38,5.57,2.02,10.01,0.79
2020-04-26 23:00:00,0.4,5.68,1.98,16.81,2.35
2020-04-27 00:00:00,0.45,3.99,2.0,10.49,3.01
2020-04-27 01:00:00,0.36,4.71,2.01,9.71,2.84
2020-04-27 02:00:00,0.33,4.48,2.04,5.86,2.64
2020-04-27 03:00:00,0.41,4.44,1.99,4.61,1.68
2020-04-27 04:00:00,0.24,4.29,1.99,5.44,1.89
2020-04-27 05:00:00,0.23,4.55,1.96,5.7,2.34
2020-04-27 06:00:00,0.25,5.44,2.01,12.47,2.29
2020-04-27 07:00:00,0.28,4.9,2.03,9.76,2.32
2020-04-27 08:00:00,0.33,4.77,2.13,8.47,2.28
2020-04-27 09:00:00,0.37,6.6,10.05,15.02,2.2
2020-04-27 10:00:00,0.36,5.39,9.9,10.81,1.87
2020-04-27 11:00:00,0.37,5.11,19.41,10.64,1.38
2020-04-27 12:00:00,0.44,5.14,27.74,13.1,1.6
2020-04-27 13:00:00,0.26,7.07,40.31,22.7,1.96
2020-04-27 14:00:00,0.18,7.32,40.76,27.21,2.18
2020-04-27 15:00:00,0.19,6.57,38.52,17.83,2.5
2020-04-27 16:00:00,0.55,6.21,29.83,11.19,2.27
2020-04-27 17:00:00,0.48,7.14,30.1,8.84,2.26
2020-04-27 18:00:00,0.51,6.06,18.85,7.1,1.76
2020-04-27 19:00:00,0.32,6.74,7.02,5.38,2.13
2020-04-27 20:00:00,0.39,6.46,2.02,4.14,1.86
2020-04-27 21:00:00,0.45,5.43,2.02,2.77,1.79
2020-04-27 22:00:00,0.22,4.92,2.01,3.25,1.79
2020-04-27 23:00:00,0.27,4.77,2.0,3.99,1.31
2020-04-28 00:00:00,0.35,4.05,1.96,12.02,1.16
2020-04-28 01:00:00,0.13,4.65,1.98,7.55,2.41
2020-04-28 02:00:00,0.15,4.58,2.01,4.87,2.78
2020-04-28 03:00:00,0.13,4.77,2.0,6.96,2.85
2020-04-28 04:00:00,0.42,4.37,1.98,5.5,2.78
2020-04-28 05:00:00,0.41,4.22,2.01,4.69,3.4
2020-04-28 06:00:00,0.41,5.21,2.04,7.87,3.52
2020-04-28 07:00:00,0.62,6.67,1.96,6.83,
2020-04-28 08:00:00,0.36,4.8,1.99,4.63,0.07
2020-04-28 09:00:00,0.32,5.34,2.52,4.68,0.05
2020-04-28 10:00:00,0.38,3.84,14.07,3.53,2.98
2020-04-28 11:00:00,0.36,4.5,27.71,5.83,2.4
2020-04-28 12:00:00,0.37,5.7,33.42,4.73,3.35
2020-04-28 13:00:00,0.25,5.27,40.78,3.4,4.63
2020-04-28 14:00:00,0.26,5.86,42.44,2.87,7.58
2020-04-28 15:00:00,0.22,6.72,47.07,2.56,12.63
2020-04-28 16:00:00,0.2,6.74,34.3,4.33,14.93
2020-04-28 17:00:00,0.23,7.0,29.69,3.4,14.57
2020-04-28 18:00:00,0.18,6.8,27.8,3.44,13.81
2020-04-28 19:00:00,0.33,7.13,14.04,4.6,1.38
2020-04-28 20:00:00,0.31,5.94,9.13,17.14,0.68
2020-04-28 21:00:00,0.35,5.33,2.04,10.29,0.1
2020-04-28 22:00:00,0.35,5.49,2.04,6.23,3.22
2020-04-28 23:00:00,0.4,5.46,2.03,3.27,0.66
2020-04-29 00:00:00,0.41,4.71,2.0,3.06,1.15
2020-04-29 01:00:00,0.34,3.84,1.97,3.08,2.78
2020-04-29 02:00:00,0.28,3.67,1.96,3.15,2.98
2020-04-29 03:00:00,0.32,4.17,1.98,2.81,3.33
2020-04-29 04:00:00,0.37,4.14,1.99,2.26,3.05
2020-04-29 05:00:00,0.36,5.29,1.96,1.88,4.81
2020-04-29 06:00:00,0.33,5.11,2.0,2.05,4.98
2020-04-29 07:00:00,0.52,6.26,1.99,2.08,3.69
2020-04-29 08:00:00,0.54,6.04,8.67,2.19,4.31
2020-04-29 09:00:00,0.5,4.92,10.64,1.32,5.01
2020-04-29 10:00:00,0.34,4.69,20.15,3.05,4.56
2020-04-29 11:00:00,0.3,4.41,30.08,6.48,4.73
2020-04-29 12:00:00,0.34,4.6,59.47,15.49,5.18
2020-04-29 13:00:00,0.29,5.19,59.38,46.23,3.9
2020-04-29 14:00:00,0.36,5.72,60.98,42.27,1.8
2020-04-29 15:00:00,0.39,7.6,53.68,38.45,1.06
2020-04-29 16:00:00,0.32,6.65,43.81,,9.34
2020-04-29 17:00:00,0.31,8.19,31.61,,8.29
2020-04-29 18:00:00,0.33,9.04,20.12,,2.72
2020-04-29 19:00:00,0.42,10.88,19.97,,4.95
2020-04-29 20:00:00,0.43,9.54,12.72,2.03,2.9
2020-04-29 21:00:00,0.4,8.54,2.02,2.1,0.59
2020-04-29 22:00:00,0.27,8.02,2.0,2.28,2.42
2020-04-29 23:00:00,0.32,7.38,2.01,1.54,0.41
2020-04-30 00:00:00,0.38,5.29,2.02,0.8,0.11
2020-04-30 01:00:00,0.24,5.87,1.98,0.94,1.14
2020-04-30 02:00:00,0.21,6.1,1.98,0.82,1.77
2020-04-30 03:00:00,0.16,6.95,2.02,0.89,1.65
2020-04-30 04:00:00,0.25,6.91,2.0,1.05,2.13
2020-04-30 05:00:00,0.37,7.54,2.0,1.34,0.83
2020-04-30 06:00:00,0.41,7.85,2.0,2.39,0.33
2020-04-30 07:00:00,0.41,8.7,3.66,1.75,3.31
2020-04-30 08:00:00,0.48,9.12,10.2,2.1,1.08
2020-04-30 09:00:00,0.41,7.24,10.05,1.96,2.2
2020-04-30 10:00:00,0.62,13.63,17.78,1.45,4.03
2020-04-30 11:00:00,0.51,12.09,24.15,1.83,6.12
2020-04-30 12:00:00,0.49,7.54,37.34,1.63,7.81
2020-04-30 13:00:00,0.58,8.47,70.29,1.35,1.67
2020-04-30 14:00:00,0.57,9.58,70.34,1.85,4.89
2020-04-30 15:00:00,0.46,8.65,68.65,2.11,12.76
2020-04-30 16:00:00,0.34,10.11,53.94,1.71,2.53
2020-04-30 17:00:00,0.35,10.19,54.1,1.06,2.79
2020-04-30 18:00:00,0.36,9.26,29.74,1.67,2.65
2020-04-30 19:00:00,0.37,9.64,30.11,1.71,2.12
2020-04-30 20:00:00,0.42,9.08,14.42,1.22,1.1
2020-04-30 21:00:00,0.28,8.34,3.07,0.79,0.14
2020-04-30 22:00:00,0.34,7.5,1.97,0.54,1.91
2020-04-30 23:00:00,0.38,7.41,1.99,0.77,0.24
2020-05-01 00:00:00,0.4,7.02,2.04,1.39,
2020-05-01 01:00:00,0.44,7.33,1.95,1.02,1.57
2020-05-01 02:00:00,0.41,5.89,1.99,0.97,1.9
2020-05-01 03:00:00,0.43,5.71,1.98,1.03,1.85
2020-05-01 04:00:00,0.44,5.56,2.02,1.27,2.1
2020-05-01 05:00:00,0.46,6.38,2.01,1.02,2.15
2020-05-01 06:00:00,0.52,7.24,1.97,0.81,1.73
2020-05-01 07:00:00,0.57,7.56,1.98,1.19,1.38
2020-05-01 08:00:00,0.61,7.81,2.01,1.48,0.81
2020-05-01 09:00:00,0.58,6.59,13.59,1.43,1.02
2020-05-01 10:00:00,0.26,5.96,32.94,2.2,3.27
2020-05-01 11:00:00,0.28,6.73,41.94,1.71,4.61
2020-05-01 12:00:00,0.23,6.67,59.64,1.75,5.44
2020-05-01 13:00:00,0.57,7.38,65.52,1.65,2.45
2020-05-01 14:00:00,0.56,7.79,71.0,1.77,11.24
2020-05-01 15:00:00,0.4,9.64,53.16,0.62,17.25
2020-05-01 16:00:00,0.24,10.46,49.88,4.53,2.44
2020-05-01 17:00:00,0.22,13.4,44.44,2.87,1.34
2020-05-01 18:00:00,0.21,12.14,28.45,13.05,1.07
2020-05-01 19:00:00,0.17,18.07,13.25,32.87,0.64
2020-05-01 20:00:00,0.29,14.41,12.0,16.21,0.08
2020-05-01 21:00:00,0.3,11.58,11.35,27.42,
2020-05-01 22:00:00,0.32,10.61,2.0,112.98,1.62
2020-05-01 23:00:00,0.37,8.44,2.02,5.14,1.31
2020-05-02 00:00:00,0.36,8.65,2.02,19.42,1.16
2020-05-02 01:00:00,0.23,7.91,2.02,3.96,2.03
2020-05-02 02:00:00,0.26,7.46,2.0,,1.49
2020-05-02 03:00:00,0.27,7.05,2.0,,0.83
2020-05-02 04:00:00,0.28,6.61,2.03,,4.29
2020-05-02 05:00:00,0.37,7.42,1.99,,1.09
2020-05-02 06:00:00,0.4,6.98,2.01,,0.84
2020-05-02 07:00:00,0.45,6.58,2.03,,2.56
2020-05-02 08:00:00,0.54,6.31,2.04,,1.04
2020-05-02 09:00:00,0.54,6.87,4.19,,1.35
2020-05-02 10:00:00,0.64,6.51,20.34,,4.34
2020-05-02 11:00:00,0.56,4.86,55.84,12.28,2.44
2020-05-02 12:00:00,0.58,4.31,80.73,12.18,6.83
2020-05-02 13:00:00,0.58,6.48,62.2,9.54,5.89
2020-05-02 14:00:00,0.41,6.85,60.72,11.35,3.91
2020-05-02 15:00:00,0.33,7.04,52.98,12.49,7.24
2020-05-02 16:00:00,0.69,7.91,44.38,12.86,3.58
2020-05-02 17:00:00,0.64,6.66,40.16,11.9,1.08
2020-05-02 18:00:00,0.67,6.03,29.29,8.82,0.44
2020-05-02 19:00:00,0.75,5.06,29.75,3.49,0.06
2020-05-02 20:00:00,0.27,5.87,17.89,4.81,2.28
2020-05-02 21:00:00,0.25,5.29,11.89,10.94,0.27
2020-05-02 22:00:00,0.31,4.29,2.79,18.82,0.03
2020-05-02 23:00:00,0.61,2.32,2.01,15.69,1.64
2020-05-03 00:00:00,0.33,4.53,1.99,19.88,1.83
2020-05-03 01:00:00,0.31,3.61,2.04,20.0,1.39
2020-05-03 02:00:00,0.3,3.7,2.0,11.44,1.19
2020-05-03 03:00:00,0.38,3.63,2.0,8.96,2.22
2020-05-03 04:00:00,0.43,3.29,2.01,14.89,2.69
2020-05-03 05:00:00,0.55,2.71,2.01,15.56,2.78
2020-05-03 06:00:00,0.3,3.69,2.0,10.35,2.91
2020-05-03 07:00:00,0.36,4.5,2.03,14.09,3.46
2020-05-03 08:00:00,0.38,5.27,2.01,18.2,3.42
2020-05-03 09:00:00,0.41,3.23,7.82,31.39,2.42
2020-05-03 10:00:00,0.52,2.49,14.38,7.89,1.99
2020-05-03 11:00:00,0.81,5.08,15.66,1.6,0.91
2020-05-03 12:00:00,0.18,4.19,51.26,4.92,3.68
2020-05-03 13:00:00,0.54,22.35,61.32,4.24,5.5
2020-05-03 14:00:00,0.57,32.83,60.16,5.33,9.78
2020-05-03 15:00:00,0.53,11.77,59.27,8.69,13.47
2020-05-03 16:00:00,0.47,6.14,60.86,6.6,4.14
2020-05-03 17:00:00,0.48,5.94,58.21,9.32,2.34
2020-05-03 18:00:00,0.41,6.92,38.89,11.38,1.93
2020-05-03 19:00:00,0.72,4.28,19.68,14.38,2.48
2020-05-03 20:00:00,0.64,4.65,5.96,21.45,0.2
2020-05-03 21:00:00,0.72,3.79,2.0,22.44,
2020-05-03 22:00:00,0.31,4.09,1.99,29.59,2.33
2020-05-03 23:00:00,0.41,4.47,2.01,17.57,5.31
2020-05-04 00:00:00,0.38,3.65,2.02,3.11,7.05
2020-05-04 01:00:00,0.2,2.0,2.0,2.92,4.3
2020-05-04 02:00:00,0.2,3.43,1.99,2.96,4.54
2020-05-04 03:00:00,0.17,2.42,1.99,2.92,5.01
2020-05-04 04:00:00,0.42,3.41,2.0,3.03,3.97
2020-05-04 05:00:00,0.45,4.18,2.01,2.97,4.42
2020-05-04 06:00:00,0.55,5.14,1.98,2.97,5.37
2020-05-04 07:00:00,0.43,5.85,7.24,3.02,5.7
2020-05-04 08:00:00,0.42,4.51,14.23,3.04,7.0
2020-05-04 09:00:00,0.38,2.9,14.16,3.08,6.41
2020-05-04 10:00:00,0.37,2.79,24.15,2.99,4.61
2020-05-04 11:00:00,0.42,3.71,29.57,3.06,3.46
2020-05-04 12:00:00,0.39,8.63,43.75,10.95,3.87
2020-05-04 13:00:00,0.44,7.85,44.52,8.58,2.0
2020-05-04 14:00:00,0.38,7.31,47.5,4.77,26.15
2020-05-04 15:00:00,0.36,7.29,39.6,4.31,8.88
2020-05-04 16:00:00,0.21,9.04,40.15,2.15,4.5
2020-05-04 17:00:00,0.22,9.22,40.17,1.31,2.69
2020-05-04 18:00:00,0.23,10.13,27.91,1.67,2.7
2020-05-04 19:00:00,0.68,9.13,15.29,3.42,3.5
2020-05-04 20:00:00,0.86,6.32,6.66,7.29,0.46
2020-05-04 21:00:00,0.84,8.23,1.99,4.47,
2020-05-04 22:00:00,0.31,6.47,1.98,3.7,1.56
2020-05-04 23:00:00,0.39,7.36,1.97,12.59,1.64
2020-05-05 00:00:00,0.3,5.68,2.02,19.21,0.86
2020-05-05 01:00:00,0.46,3.23,2.01,7.72,5.3
2020-05-05 02:00:00,0.52,4.43,2.02,8.84,1.07
2020-05-05 03:00:00,0.52,5.56,2.0,12.31,0.31
2020-05-05 04:00:00,0.37,5.57,1.99,11.16,1.56
2020-05-05 05:00:00,0.44,4.28,2.01,11.4,0.97
2020-05-05 06:00:00,0.46,5.11,2.0,259.12,0.6
2020-05-05 07:00:00,0.33,7.64,2.01,999.99,0.97
2020-05-05 08:00:00,0.47,8.14,8.78,0.01,0.27
2020-05-05 09:00:00,0.51,5.5,12.07,0.02,0.3
2020-05-05 10:00:00,0.39,5.21,18.47,1.2,2.21
2020-05-05 11:00:00,0.36,5.67,39.13,2.81,5.02
2020-05-05 12:00:00,0.36,3.99,48.59,1.91,8.44
2020-05-05 13:00:00,0.74,5.39,59.29,0.83,3.61
2020-05-05 14:00:00,0.47,7.11,46.35,,6.07
2020-05-05 15:00:00,0.44,6.95,44.56,,7.5
2020-05-05 16:00:00,0.54,7.11,39.13,,1.39
2020-05-05 17:00:00,0.61,7.37,33.94,0.72,1.51
2020-05-05 18:00:00,0.53,5.94,33.52,2.52,1.27
2020-05-05 19:00:00,0.62,5.55,20.27,7.33,0.87
2020-05-05 20:00:00,0.68,5.53,3.19,5.22,0.16
2020-05-05 21:00:00,0.71,5.06,5.05,5.62,0.01
2020-05-05 22:00:00,0.27,4.57,18.76,9.11,1.75
2020-05-05 23:00:00,0.29,4.37,18.02,8.14,1.43
2020-05-06 00:00:00,0.28,4.05,17.42,6.44,2.13
2020-05-06 01:00:00,0.32,2.96,10.27,10.1,2.55
2020-05-06 02:00:00,0.37,3.58,10.34,8.23,2.92
2020-05-06 03:00:00,0.42,3.8,10.55,6.45,2.77
2020-05-06 04:00:00,0.31,2.96,9.98,8.76,3.11
2020-05-06 05:00:00,0.32,4.75,8.0,6.82,4.1
2020-05-06 06:00:00,0.31,5.37,6.79,7.45,4.3
2020-05-06 07:00:00,0.6,6.63,8.73,13.71,4.04
2020-05-06 08:00:00,0.68,6.71,10.46,10.07,4.01
2020-05-06 09:00:00,0.61,5.34,54.25,11.75,2.85
2020-05-06 10:00:00,0.53,4.13,63.22,16.74,2.54
2020-05-06 11:00:00,0.43,5.46,55.45,21.25,2.12
2020-05-06 12:00:00,0.36,5.54,66.16,15.69,1.75
2020-05-06 13:00:00,0.41,5.55,68.53,12.03,2.0
2020-05-06 14:00:00,0.34,6.93,57.9,11.02,5.11
2020-05-06 15:00:00,0.33,9.02,58.55,14.28,13.64
2020-05-06 16:00:00,0.44,9.41,42.67,13.96,2.3
2020-05-06 17:00:00,0.47,9.73,50.52,8.76,2.94
2020-05-06 18:00:00,0.47,8.67,13.93,7.04,2.94
2020-05-06 19:00:00,0.59,9.42,22.42,10.29,2.12
2020-05-06 20:00:00,0.47,8.3,7.59,14.78,1.63
2020-05-06 21:00:00,0.54,7.14,12.73,9.18,1.4
2020-05-06 22:00:00,0.34,6.58,13.62,7.88,1.93
2020-05-06 23:00:00,0.28,7.11,10.97,11.24,0.68
2020-05-07 00:00:00,0.32,6.1,9.87,8.02,0.34
2020-05-07 01:00:00,0.31,6.29,9.92,7.77,3.29
2020-05-07 02:00:00,0.27,6.32,7.99,8.8,1.37
2020-05-07 03:00:00,0.3,6.51,7.82,18.21,0.64
2020-05-07 04:00:00,0.66,6.67,8.52,10.86,1.78
2020-05-07 05:00:00,0.64,6.46,10.66,9.04,0.67
2020-05-07 06:00:00,0.69,6.09,11.72,13.79,0.3
2020-05-07 07:00:00,0.59,5.97,12.25,11.94,1.91
2020-05-07 08:00:00,0.57,6.46,11.38,9.46,1.92
2020-05-07 09:00:00,0.55,6.02,18.33,14.56,1.98
2020-05-07 10:00:00,0.77,6.66,22.39,15.74,2.63
2020-05-07 11:00:00,0.77,6.25,39.23,22.12,5.16
2020-05-07 12:00:00,0.76,6.46,66.32,29.2,15.01
2020-05-07 13:00:00,0.6,6.25,62.25,21.52,2.25
2020-05-07 14:00:00,0.57,6.4,79.26,10.57,2.65
2020-05-07 15:00:00,0.61,7.25,76.02,12.2,2.86
2020-05-07 16:00:00,0.58,7.75,51.42,15.44,2.46
2020-05-07 17:00:00,0.63,6.49,56.32,11.89,1.18
2020-05-07 18:00:00,0.56,7.22,49.53,25.96,0.24
2020-05-07 19:00:00,0.51,6.88,21.44,22.21,1.56
2020-05-07 20:00:00,0.49,5.73,21.75,12.64,1.67
2020-05-07 21:00:00,0.46,4.86,7.2,7.92,1.41
2020-05-07 22:00:00,0.3,5.3,6.92,5.61,5.08
