Datetime,CO (mg/m3),NOx (ppb),Ozone (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3)
2019-11-17 09:00:00,0.52,19.88,20.28,75.95,6.49
2019-11-17 10:00:00,0.5,18.51,34.84,63.81,6.66
2019-11-17 11:00:00,0.52,17.67,36.21,63.41,6.4
2019-11-17 12:00:00,0.77,16.95,36.46,46.8,6.6
2019-11-17 13:00:00,0.93,17.28,34.76,48.95,7.6
2019-11-17 14:00:00,0.88,17.95,38.05,38.42,5.99
2019-11-17 15:00:00,0.92,18.81,43.52,36.98,5.29
2019-11-17 16:00:00,0.67,17.52,37.55,50.37,5.6
2019-11-17 17:00:00,0.61,17.35,40.42,39.36,6.35
2019-11-17 18:00:00,0.7,19.52,31.0,49.01,6.68
2019-11-17 19:00:00,0.71,22.32,19.88,59.91,6.66
2019-11-17 20:00:00,0.82,22.17,23.2,81.48,6.46
2019-11-17 21:00:00,0.61,20.26,27.47,87.89,6.72
2019-11-17 22:00:00,0.58,18.98,18.19,86.16,6.92
2019-11-17 23:00:00,0.66,22.76,11.71,71.63,6.84
2019-11-18 00:00:00,0.57,22.68,7.62,51.44,6.77
2019-11-18 01:00:00,0.59,23.71,7.55,43.1,6.78
2019-11-18 02:00:00,0.59,22.03,5.24,26.07,6.98
2019-11-18 03:00:00,0.59,18.3,5.51,27.49,6.62
2019-11-18 04:00:00,0.55,18.39,4.79,19.07,6.76
2019-11-18 05:00:00,0.56,17.37,4.29,27.84,6.67
2019-11-18 06:00:00,0.62,21.4,5.37,49.17,6.63
2019-11-18 07:00:00,0.71,35.19,4.63,59.71,6.55
2019-11-18 08:00:00,0.73,26.16,5.05,105.07,
2019-11-18 09:00:00,0.73,20.19,8.31,109.03,
2019-11-18 10:00:00,0.79,20.72,14.03,68.63,5.84
2019-11-18 11:00:00,0.69,20.04,18.12,60.86,4.08
2019-11-18 12:00:00,0.71,15.44,11.54,25.95,2.26
2019-11-18 13:00:00,0.55,14.37,12.74,9.33,2.0
2019-11-18 14:00:00,0.53,13.1,14.56,3.83,1.98
2019-11-18 15:00:00,0.57,13.46,10.84,3.0,2.08
2019-11-18 16:00:00,0.52,13.62,8.74,5.82,2.45
2019-11-18 17:00:00,0.49,13.0,9.18,9.55,1.65
2019-11-18 18:00:00,0.49,12.64,6.82,14.86,1.86
2019-11-18 19:00:00,0.58,13.86,6.17,14.2,2.14
2019-11-18 20:00:00,0.59,13.42,6.02,6.58,1.75
2019-11-18 21:00:00,0.6,13.59,6.48,13.81,1.68
2019-11-18 22:00:00,0.59,16.14,3.56,19.77,2.83
2019-11-18 23:00:00,0.65,22.66,3.74,19.06,6.25
2019-11-19 00:00:00,0.78,30.26,4.49,36.26,4.48
2019-11-19 01:00:00,0.74,29.37,4.13,19.87,1.7
2019-11-19 02:00:00,0.67,23.4,3.72,8.64,1.71
2019-11-19 03:00:00,0.73,31.07,5.11,19.92,1.74
2019-11-19 04:00:00,0.47,29.41,4.2,32.33,1.67
2019-11-19 05:00:00,0.5,25.82,4.42,53.29,1.74
2019-11-19 06:00:00,0.47,29.76,4.62,64.72,1.63
2019-11-19 07:00:00,0.46,35.51,4.54,50.23,1.62
2019-11-19 08:00:00,0.95,25.32,4.26,56.98,1.6
2019-11-19 09:00:00,0.95,18.54,3.68,62.67,1.59
2019-11-19 10:00:00,1.14,17.81,5.76,51.05,1.69
2019-11-19 11:00:00,1.09,16.02,12.83,36.08,1.64
2019-11-19 12:00:00,1.17,19.3,5.15,45.1,2.62
2019-11-19 13:00:00,1.12,14.83,35.15,60.77,1.91
2019-11-19 14:00:00,1.11,21.45,34.39,72.8,2.96
2019-11-19 15:00:00,1.07,19.04,23.88,67.98,4.94
2019-11-19 16:00:00,1.06,20.0,21.43,55.45,5.27
2019-11-19 17:00:00,0.98,17.04,17.55,38.85,6.15
2019-11-19 18:00:00,0.86,20.59,11.95,17.88,9.91
2019-11-19 19:00:00,1.15,19.33,19.07,7.98,8.74
2019-11-19 20:00:00,0.7,21.58,35.23,11.52,
2019-11-19 21:00:00,0.74,21.88,31.29,28.19,1.99
2019-11-19 22:00:00,0.68,22.17,18.49,18.22,
2019-11-19 23:00:00,0.6,27.43,16.42,18.91,
2019-11-20 00:00:00,0.75,28.82,15.89,24.2,
2019-11-20 01:00:00,0.68,27.14,16.55,44.28,
2019-11-20 02:00:00,0.67,23.18,17.45,24.12,
2019-11-20 03:00:00,0.68,21.09,20.08,36.14,8.29
2019-11-20 04:00:00,0.62,18.79,25.38,28.58,8.16
2019-11-20 05:00:00,0.68,22.04,17.8,49.16,8.36
2019-11-20 06:00:00,0.67,23.33,17.56,31.99,8.51
2019-11-20 07:00:00,0.71,27.73,15.6,18.8,8.16
2019-11-20 08:00:00,0.58,21.51,14.79,13.38,8.39
2019-11-20 09:00:00,0.7,19.98,17.84,26.29,8.47
2019-11-20 10:00:00,0.77,17.8,20.52,32.81,8.07
2019-11-20 11:00:00,0.79,15.36,20.45,45.63,8.38
2019-11-20 12:00:00,0.81,14.79,23.02,62.34,8.32
2019-11-20 13:00:00,0.78,13.71,18.19,27.82,8.34
2019-11-20 14:00:00,0.54,13.37,13.39,7.62,8.29
2019-11-20 15:00:00,0.45,15.98,14.4,4.51,8.58
2019-11-20 16:00:00,0.58,16.18,17.04,6.27,8.43
2019-11-20 17:00:00,0.97,8.96,9.97,,8.27
2019-11-20 18:00:00,0.89,14.8,17.18,1.4,8.64
2019-11-20 19:00:00,1.1,16.28,7.91,3.13,5.82
2019-11-20 20:00:00,1.33,18.79,5.58,5.5,2.38
2019-11-20 21:00:00,0.69,19.46,5.65,12.95,2.17
2019-11-20 22:00:00,0.62,16.32,11.6,27.91,2.82
2019-11-20 23:00:00,0.73,22.97,6.59,28.32,2.9
2019-11-21 00:00:00,0.56,19.45,8.71,31.18,2.75
2019-11-21 01:00:00,0.48,19.94,9.12,45.81,2.69
2019-11-21 02:00:00,0.49,14.05,15.8,45.9,2.64
2019-11-21 03:00:00,0.46,13.65,18.82,36.38,2.53
2019-11-21 04:00:00,0.44,12.45,26.26,22.55,2.53
2019-11-21 05:00:00,0.65,13.54,12.1,23.07,2.41
2019-11-21 06:00:00,0.75,22.43,6.58,35.07,12.31
2019-11-21 07:00:00,0.69,20.82,10.86,35.33,16.13
2019-11-21 08:00:00,0.74,16.77,7.96,28.12,16.25
2019-11-21 09:00:00,0.56,14.13,11.86,,16.06
2019-11-21 10:00:00,0.86,15.74,9.64,,16.07
2019-11-21 11:00:00,0.79,13.82,30.13,0.86,16.23
2019-11-21 12:00:00,1.0,13.59,32.57,2.88,16.02
2019-11-21 13:00:00,0.92,13.53,35.13,5.29,16.44
2019-11-21 14:00:00,0.87,14.38,34.75,8.19,16.13
2019-11-21 15:00:00,0.91,15.28,28.98,8.39,16.0
2019-11-21 16:00:00,0.93,13.99,12.89,7.42,16.24
2019-11-21 17:00:00,0.75,15.05,28.39,6.05,15.94
2019-11-21 18:00:00,1.22,11.89,61.55,,16.51
2019-11-21 19:00:00,1.23,14.9,24.79,,16.41
2019-11-21 20:00:00,1.42,19.1,6.95,,16.41
2019-11-21 21:00:00,0.76,15.94,15.24,,16.3
2019-11-21 22:00:00,0.93,16.28,9.07,,16.44
2019-11-21 23:00:00,0.93,21.36,8.98,,16.44
2019-11-22 00:00:00,0.87,21.92,6.47,,16.1
2019-11-22 01:00:00,0.47,20.95,7.96,,16.33
2019-11-22 02:00:00,0.51,18.21,9.13,,16.17
2019-11-22 03:00:00,0.47,14.8,18.53,,16.17
2019-11-22 04:00:00,0.49,14.84,29.04,,16.03
2019-11-22 05:00:00,0.54,14.76,25.67,,15.96
2019-11-22 06:00:00,0.71,21.31,13.67,,16.55
2019-11-22 07:00:00,0.65,26.93,10.08,,16.24
2019-11-22 08:00:00,0.68,19.38,12.25,,16.52
2019-11-22 09:00:00,0.67,17.9,14.95,,16.4
2019-11-22 10:00:00,0.79,16.51,25.71,45.69,16.22
2019-11-22 11:00:00,0.68,16.41,19.84,33.11,4.41
2019-11-22 12:00:00,0.58,17.84,11.26,20.14,4.44
2019-11-22 13:00:00,0.56,18.1,15.8,9.84,
2019-11-22 14:00:00,0.53,17.77,13.48,18.84,
2019-11-22 15:00:00,0.53,18.71,15.37,47.19,6.67
2019-11-22 16:00:00,0.55,17.18,33.07,47.26,2.82
2019-11-22 17:00:00,0.69,16.43,29.43,35.06,2.12
2019-11-22 18:00:00,0.76,17.95,28.45,47.02,13.45
2019-11-22 19:00:00,0.8,19.12,,36.91,14.07
2019-11-22 20:00:00,0.71,20.16,,34.56,14.1
2019-11-22 21:00:00,0.95,21.67,11.33,34.06,14.06
2019-11-22 22:00:00,0.86,24.95,14.57,29.12,13.34
2019-11-22 23:00:00,0.82,27.24,14.07,30.89,13.11
2019-11-23 00:00:00,0.74,28.15,9.09,54.44,13.78
2019-11-23 01:00:00,0.7,27.38,7.91,48.21,19.2
2019-11-23 02:00:00,0.63,25.55,8.4,73.1,23.08
2019-11-23 03:00:00,0.61,23.89,10.72,53.42,24.9
2019-11-23 04:00:00,0.6,23.17,12.95,33.28,24.84
2019-11-23 05:00:00,0.68,19.04,10.17,74.3,24.8
2019-11-23 06:00:00,0.66,23.7,11.79,69.08,24.61
2019-11-23 07:00:00,0.68,20.93,9.58,55.59,24.13
2019-11-23 08:00:00,0.63,18.84,13.19,84.2,22.97
2019-11-23 09:00:00,0.83,19.28,8.79,47.85,21.32
2019-11-23 10:00:00,0.78,19.22,13.4,74.66,15.07
2019-11-23 11:00:00,0.86,18.54,13.59,23.61,15.54
2019-11-23 12:00:00,,,,,
2019-11-23 13:00:00,,,,,
2019-11-23 14:00:00,0.47,18.65,22.12,,1.67
2019-11-23 15:00:00,0.51,23.3,27.47,,1.81
2019-11-23 16:00:00,0.72,19.68,30.28,16.43,0.87
2019-11-23 17:00:00,0.97,21.61,22.77,55.64,2.3
2019-11-23 18:00:00,0.58,178.66,13.63,71.1,8.1
2019-11-23 19:00:00,0.58,76.21,9.38,84.81,14.14
2019-11-23 20:00:00,0.6,40.85,8.52,84.41,12.89
2019-11-23 21:00:00,0.56,32.94,7.36,82.19,12.46
2019-11-23 22:00:00,0.93,32.49,5.0,70.26,12.06
2019-11-23 23:00:00,1.12,43.76,5.4,117.95,12.89
2019-11-24 00:00:00,1.0,49.92,11.46,123.02,13.18
2019-11-24 01:00:00,0.78,37.94,4.27,97.41,12.79
2019-11-24 02:00:00,0.91,33.61,3.44,99.01,13.09
2019-11-24 03:00:00,0.79,26.86,3.91,107.96,12.75
2019-11-24 04:00:00,0.72,24.16,3.96,101.81,12.93
2019-11-24 05:00:00,0.73,25.16,3.57,90.91,12.78
2019-11-24 06:00:00,0.65,28.41,3.19,87.81,13.04
2019-11-24 07:00:00,0.79,35.3,3.9,101.96,12.8
2019-11-24 08:00:00,0.78,30.13,12.8,112.66,12.64
2019-11-24 09:00:00,0.73,23.7,27.37,115.56,12.46
2019-11-24 10:00:00,0.63,20.06,34.94,101.22,12.45
2019-11-24 11:00:00,0.56,17.28,52.6,68.78,11.83
2019-11-24 12:00:00,0.62,17.55,44.28,49.31,11.95
2019-11-24 13:00:00,0.6,18.04,48.66,60.09,12.22
2019-11-24 14:00:00,0.64,16.46,47.37,52.9,12.24
2019-11-24 15:00:00,0.61,17.23,51.26,60.01,11.2
2019-11-24 16:00:00,0.59,16.93,55.04,49.95,4.85
2019-11-24 17:00:00,0.6,16.57,50.12,46.78,3.35
2019-11-24 18:00:00,0.6,17.84,45.22,52.55,5.14
2019-11-24 19:00:00,0.64,17.96,37.96,59.84,3.83
2019-11-24 20:00:00,0.64,16.34,36.68,48.67,3.43
2019-11-24 21:00:00,0.64,18.57,31.17,55.0,3.75
2019-11-24 22:00:00,0.63,18.24,32.25,49.73,3.78
2019-11-24 23:00:00,0.64,20.65,23.2,55.17,3.73
2019-11-25 00:00:00,0.61,21.77,18.67,47.72,3.66
2019-11-25 01:00:00,0.53,21.88,16.82,52.41,3.64
2019-11-25 02:00:00,0.69,19.5,19.01,44.62,3.53
2019-11-25 03:00:00,0.66,16.34,28.19,40.22,3.67
2019-11-25 04:00:00,0.68,16.59,16.29,53.63,3.69
2019-11-25 05:00:00,0.71,16.43,13.82,90.69,3.45
2019-11-25 06:00:00,0.54,19.73,11.29,77.41,3.47
2019-11-25 07:00:00,0.59,24.85,9.39,87.71,3.51
2019-11-25 08:00:00,0.6,24.52,7.58,95.27,3.34
2019-11-25 09:00:00,0.69,23.17,9.71,123.19,3.21
2019-11-25 10:00:00,0.8,21.19,20.8,,3.08
2019-11-25 11:00:00,0.69,18.57,31.88,89.49,4.03
2019-11-25 12:00:00,0.65,18.59,28.73,,4.01
2019-11-25 13:00:00,0.55,17.77,27.0,4.16,4.27
2019-11-25 14:00:00,0.56,17.88,32.36,30.14,4.02
2019-11-25 15:00:00,0.61,18.19,30.81,17.02,3.8
2019-11-25 16:00:00,0.64,18.72,24.62,22.3,4.13
2019-11-25 17:00:00,0.63,18.63,24.66,28.82,3.94
2019-11-25 18:00:00,0.7,19.67,16.18,24.08,4.03
2019-11-25 19:00:00,0.82,22.41,9.22,34.11,4.24
2019-11-25 20:00:00,1.0,23.67,7.23,42.36,4.0
2019-11-25 21:00:00,0.98,26.48,10.45,62.94,4.02
2019-11-25 22:00:00,0.83,27.27,11.48,50.59,4.06
2019-11-25 23:00:00,0.89,33.53,5.72,48.95,4.12
2019-11-26 00:00:00,0.71,34.64,5.62,33.06,4.08
2019-11-26 01:00:00,0.64,34.48,5.16,59.0,6.23
2019-11-26 02:00:00,0.57,29.98,4.27,63.79,11.55
2019-11-26 03:00:00,0.47,24.02,6.21,53.36,20.21
2019-11-26 04:00:00,0.48,24.05,4.63,50.33,27.72
2019-11-26 05:00:00,0.45,23.02,4.76,61.85,30.72
2019-11-26 06:00:00,0.65,31.24,4.17,57.39,31.07
2019-11-26 07:00:00,0.7,28.8,3.99,96.72,31.01
2019-11-26 08:00:00,0.71,28.19,6.75,70.92,28.55
2019-11-26 09:00:00,0.73,21.98,13.54,24.91,3.45
2019-11-26 10:00:00,0.71,22.22,27.13,88.44,4.21
2019-11-26 11:00:00,0.6,21.38,37.16,78.55,3.04
2019-11-26 12:00:00,0.52,17.8,41.58,56.8,0.79
2019-11-26 13:00:00,0.47,15.69,48.9,44.34,3.41
2019-11-26 14:00:00,0.65,16.17,41.62,42.25,3.66
2019-11-26 15:00:00,0.67,17.86,34.41,42.99,2.71
2019-11-26 16:00:00,0.65,19.0,33.36,41.55,2.28
2019-11-26 17:00:00,0.46,19.86,36.05,48.83,3.4
2019-11-26 18:00:00,0.8,19.21,33.19,65.37,4.95
2019-11-26 19:00:00,0.84,17.72,35.51,67.5,7.03
2019-11-26 20:00:00,0.86,15.95,39.79,50.06,18.77
2019-11-26 21:00:00,1.01,16.83,31.32,52.79,28.52
2019-11-26 22:00:00,0.58,18.7,29.33,42.39,30.17
2019-11-26 23:00:00,0.64,21.22,20.48,42.43,29.61
2019-11-27 00:00:00,0.66,20.44,29.86,47.03,28.28
2019-11-27 01:00:00,0.64,18.33,27.77,46.19,27.78
2019-11-27 02:00:00,0.47,15.55,32.21,46.7,24.76
2019-11-27 03:00:00,0.51,15.71,31.41,41.05,19.62
2019-11-27 04:00:00,0.51,15.47,29.45,33.68,14.69
2019-11-27 05:00:00,0.54,16.57,19.59,36.08,14.23
2019-11-27 06:00:00,0.44,21.26,13.34,46.63,12.23
2019-11-27 07:00:00,0.5,23.91,14.34,35.05,11.49
2019-11-27 08:00:00,0.53,20.84,15.95,42.72,7.98
2019-11-27 09:00:00,0.56,18.72,25.22,38.93,4.07
2019-11-27 10:00:00,0.63,18.71,29.96,35.64,8.39
2019-11-27 11:00:00,0.64,18.33,23.65,38.55,17.41
2019-11-27 12:00:00,0.62,18.01,31.16,40.08,7.86
2019-11-27 13:00:00,0.54,16.62,41.03,38.64,5.27
2019-11-27 14:00:00,0.49,15.73,42.46,22.93,6.7
2019-11-27 15:00:00,0.54,17.44,28.78,20.23,4.74
2019-11-27 16:00:00,0.52,16.14,34.18,11.47,7.94
2019-11-27 17:00:00,0.5,15.06,34.67,11.12,11.12
2019-11-27 18:00:00,0.53,14.79,28.9,20.58,24.7
2019-11-27 19:00:00,0.55,15.29,21.94,18.57,25.66
2019-11-27 20:00:00,0.71,13.96,17.98,17.52,1.59
2019-11-27 21:00:00,0.75,13.69,18.75,17.49,0.05
2019-11-27 22:00:00,0.65,14.98,16.42,15.96,0.02
2019-11-27 23:00:00,0.68,17.48,9.03,18.54,0.01
2019-11-28 00:00:00,0.69,18.73,7.78,24.14,
2019-11-28 01:00:00,0.64,18.63,12.65,27.87,0.01
2019-11-28 02:00:00,0.54,15.44,24.76,25.48,
2019-11-28 03:00:00,0.55,14.51,19.02,23.95,0.03
2019-11-28 04:00:00,0.51,13.77,18.39,117.04,0.02
2019-11-28 05:00:00,0.56,14.17,9.49,305.81,0.01
2019-11-28 06:00:00,0.52,23.09,10.02,152.91,0.04
2019-11-28 07:00:00,0.56,30.82,5.96,76.45,0.07
2019-11-28 08:00:00,0.52,22.62,5.24,38.11,7.96
2019-11-28 09:00:00,0.63,20.59,7.84,24.74,3.19
2019-11-28 10:00:00,0.89,19.54,10.7,33.44,3.71
2019-11-28 11:00:00,0.65,16.19,22.3,35.39,2.2
2019-11-28 12:00:00,0.62,16.16,24.48,24.1,2.84
2019-11-28 13:00:00,0.55,15.05,27.13,16.51,3.29
2019-11-28 14:00:00,0.53,14.33,28.66,10.54,4.03
2019-11-28 15:00:00,0.51,13.87,24.95,9.57,6.48
2019-11-28 16:00:00,0.55,14.95,25.55,47.67,13.93
2019-11-28 17:00:00,0.48,15.77,19.81,27.47,40.91
2019-11-28 18:00:00,0.79,15.09,12.93,6.33,25.18
2019-11-28 19:00:00,1.0,15.22,7.03,33.29,6.3
2019-11-28 20:00:00,0.77,15.89,2.28,10.53,6.87
2019-11-28 21:00:00,0.53,20.46,17.14,28.54,1.72
2019-11-28 22:00:00,0.72,21.26,8.15,,9.12
2019-11-28 23:00:00,0.63,23.34,6.79,50.1,15.87
2019-11-29 00:00:00,0.6,22.24,5.08,39.31,27.0
2019-11-29 01:00:00,0.54,21.66,6.22,22.26,32.44
2019-11-29 02:00:00,0.47,19.81,5.54,15.29,6.83
2019-11-29 03:00:00,0.47,18.02,9.24,12.52,7.61
2019-11-29 04:00:00,0.5,17.13,10.49,14.36,7.96
2019-11-29 05:00:00,0.48,16.38,11.42,12.08,10.76
2019-11-29 06:00:00,0.49,21.23,5.43,17.93,14.1
2019-11-29 07:00:00,0.55,29.02,4.84,13.44,13.51
2019-11-29 08:00:00,0.53,20.36,6.35,16.45,9.46
2019-11-29 09:00:00,0.58,18.81,10.2,20.85,7.09
2019-11-29 10:00:00,0.69,16.68,17.77,20.82,17.99
2019-11-29 11:00:00,0.63,15.0,23.71,17.98,16.52
2019-11-29 12:00:00,0.56,17.05,28.6,9.66,11.79
2019-11-29 13:00:00,1.09,17.23,24.06,13.34,22.87
2019-11-29 14:00:00,0.51,15.91,16.78,8.09,5.32
2019-11-29 15:00:00,0.49,14.06,25.49,,9.08
2019-11-29 16:00:00,0.46,14.13,25.08,,6.11
2019-11-29 17:00:00,0.48,15.69,14.19,,24.44
2019-11-29 18:00:00,0.72,17.54,8.38,,12.14
2019-11-29 19:00:00,,19.46,11.19,,11.41
2019-11-29 20:00:00,,19.82,8.4,,5.77
2019-11-29 21:00:00,0.8,18.71,7.62,,5.87
2019-11-29 22:00:00,0.77,20.61,5.37,,4.76
2019-11-29 23:00:00,0.7,23.82,4.25,,5.08
2019-11-30 00:00:00,0.62,24.42,9.99,,5.28
2019-11-30 01:00:00,0.36,23.94,9.0,,5.22
2019-11-30 02:00:00,0.4,21.02,8.71,,5.18
2019-11-30 03:00:00,0.4,18.8,9.58,,5.24
2019-11-30 04:00:00,0.39,17.24,9.83,,6.71
2019-11-30 05:00:00,0.4,16.2,13.69,,5.23
2019-11-30 06:00:00,0.47,22.18,5.99,,4.91
2019-11-30 07:00:00,0.38,24.33,8.56,,5.22
2019-11-30 08:00:00,0.37,17.93,21.11,,4.57
2019-11-30 09:00:00,0.37,17.72,11.7,,4.53
2019-11-30 10:00:00,0.37,17.93,13.93,,4.68
2019-11-30 11:00:00,0.44,17.13,19.01,,6.28
2019-11-30 12:00:00,0.39,15.15,30.91,,13.7
2019-11-30 13:00:00,0.43,13.65,96.75,,14.45
2019-11-30 14:00:00,0.45,13.13,22.57,,15.12
2019-11-30 15:00:00,0.44,14.88,29.18,,14.14
2019-11-30 16:00:00,0.43,16.41,18.36,,23.77
2019-11-30 17:00:00,0.51,15.03,19.85,,32.55
2019-11-30 18:00:00,0.5,16.45,13.39,,55.51
2019-11-30 19:00:00,0.53,17.2,9.44,2.51,5.22
2019-11-30 20:00:00,0.55,15.42,8.38,26.91,1.48
2019-11-30 21:00:00,0.69,17.02,5.96,13.55,0.14
2019-11-30 22:00:00,0.74,20.11,5.88,8.69,0.04
2019-11-30 23:00:00,0.53,17.76,4.11,16.3,0.01
2019-12-01 00:00:00,0.53,19.02,4.62,29.63,0.05
2019-12-01 01:00:00,0.56,21.56,3.4,29.81,6.41
2019-12-01 02:00:00,0.58,21.92,3.4,150.57,4.86
2019-12-01 03:00:00,0.5,17.48,5.02,,4.65
2019-12-01 04:00:00,0.49,15.47,5.75,,4.6
2019-12-01 05:00:00,0.52,18.37,5.17,,4.73
2019-12-01 06:00:00,0.57,24.82,5.6,,4.58
2019-12-01 07:00:00,0.34,29.8,7.39,,4.35
2019-12-01 08:00:00,0.38,20.69,7.1,,4.59
2019-12-01 09:00:00,0.37,19.53,1.28,,5.39
2019-12-01 10:00:00,0.38,18.19,1.3,,5.49
2019-12-01 11:00:00,0.4,18.52,2.45,8.75,5.6
2019-12-01 12:00:00,0.35,16.5,6.67,17.7,16.12
2019-12-01 13:00:00,0.59,17.3,6.47,,1.34
2019-12-01 14:00:00,0.56,14.83,10.68,,3.75
2019-12-01 15:00:00,0.53,15.7,9.19,,1.2
2019-12-01 16:00:00,0.52,14.07,8.48,,8.87
2019-12-01 17:00:00,0.47,13.2,11.23,,6.58
2019-12-01 18:00:00,0.49,13.23,8.77,,5.26
2019-12-01 19:00:00,0.41,13.14,7.65,,5.07
2019-12-01 20:00:00,0.51,14.64,6.81,,0.32
2019-12-01 21:00:00,0.47,14.46,9.79,,4.72
2019-12-01 22:00:00,0.51,16.28,6.93,,5.42
2019-12-01 23:00:00,0.6,21.9,11.05,,6.17
2019-12-02 00:00:00,0.58,22.18,11.21,,5.49
2019-12-02 01:00:00,0.45,22.94,14.2,,4.93
2019-12-02 02:00:00,0.36,22.03,14.63,,5.34
2019-12-02 03:00:00,0.32,15.96,11.53,,4.77
2019-12-02 04:00:00,0.32,14.12,7.88,,4.58
2019-12-02 05:00:00,0.34,14.63,6.79,,5.27
2019-12-02 06:00:00,0.36,18.69,6.07,,5.23
2019-12-02 07:00:00,0.71,37.51,4.17,,5.8
2019-12-02 08:00:00,0.93,39.3,4.82,,6.51
2019-12-02 09:00:00,0.72,28.85,9.59,,6.21
2019-12-02 10:00:00,0.64,18.95,10.77,,6.68
2019-12-02 11:00:00,0.54,15.84,9.84,,5.23
2019-12-02 12:00:00,0.47,16.81,10.33,,4.55
2019-12-02 13:00:00,0.48,17.47,4.47,22.88,5.9
2019-12-02 14:00:00,0.42,18.16,4.01,19.96,3.61
2019-12-02 15:00:00,0.41,20.44,5.36,17.29,3.08
2019-12-02 16:00:00,0.41,19.15,6.01,11.69,0.77
2019-12-02 17:00:00,0.37,15.07,6.08,19.63,2.15
2019-12-02 18:00:00,0.42,17.21,3.42,52.18,2.6
2019-12-02 19:00:00,0.68,25.02,3.57,73.4,4.18
2019-12-02 20:00:00,3.18,27.28,6.25,70.53,6.1
2019-12-02 21:00:00,0.8,25.29,3.0,69.23,3.21
2019-12-02 22:00:00,0.65,24.6,5.37,68.64,2.98
2019-12-02 23:00:00,0.56,26.03,10.98,70.52,3.01
2019-12-03 00:00:00,0.46,25.84,5.27,54.08,2.69
2019-12-03 01:00:00,0.5,30.74,2.75,39.66,2.58
2019-12-03 02:00:00,0.45,23.68,3.38,39.01,1.45
2019-12-03 03:00:00,0.38,16.33,8.47,39.22,1.86
2019-12-03 04:00:00,0.38,16.91,8.65,38.79,1.73
2019-12-03 05:00:00,0.35,17.84,6.91,39.29,2.96
2019-12-03 06:00:00,0.4,25.42,3.35,30.73,3.25
2019-12-03 07:00:00,0.49,24.7,4.9,23.52,2.46
2019-12-03 08:00:00,0.54,22.89,3.6,22.57,1.99
2019-12-03 09:00:00,0.54,19.99,7.12,22.5,2.33
2019-12-03 10:00:00,0.71,21.3,8.62,22.86,2.97
2019-12-03 11:00:00,0.53,19.01,10.64,24.31,3.69
2019-12-03 12:00:00,0.39,17.68,19.87,23.88,13.45
2019-12-03 13:00:00,0.52,18.72,25.32,27.35,2.21
2019-12-03 14:00:00,0.5,22.82,33.77,29.7,2.77
2019-12-03 15:00:00,0.47,21.23,34.85,29.0,2.23
2019-12-03 16:00:00,0.42,16.14,38.19,28.37,3.0
2019-12-03 17:00:00,0.47,17.19,26.64,28.68,3.01
2019-12-03 18:00:00,0.51,18.46,11.62,21.5,10.16
2019-12-03 19:00:00,0.6,22.3,9.04,13.19,2.7
2019-12-03 20:00:00,0.63,20.5,6.73,10.09,2.92
2019-12-03 21:00:00,0.55,21.09,5.68,8.99,2.81
2019-12-03 22:00:00,0.51,20.58,11.61,8.52,2.74
2019-12-03 23:00:00,0.45,21.94,10.32,8.5,2.69
2019-12-04 00:00:00,0.42,22.29,16.5,8.07,2.69
2019-12-04 01:00:00,0.48,19.22,20.11,7.45,2.89
2019-12-04 02:00:00,0.42,18.81,17.07,7.13,2.7
2019-12-04 03:00:00,0.43,17.8,15.5,7.19,2.74
2019-12-04 04:00:00,0.42,17.0,14.58,6.97,2.75
2019-12-04 05:00:00,0.42,18.64,13.29,6.86,3.13
2019-12-04 06:00:00,0.46,24.34,8.73,6.68,3.12
2019-12-04 07:00:00,0.38,23.2,12.18,6.21,3.15
2019-12-04 08:00:00,0.4,20.7,17.31,5.37,3.01
2019-12-04 09:00:00,0.42,18.41,27.24,4.95,3.02
2019-12-04 10:00:00,0.44,17.04,42.65,4.86,3.0
2019-12-04 11:00:00,0.46,17.35,52.18,4.96,2.97
2019-12-04 12:00:00,0.41,16.95,50.51,5.88,2.88
2019-12-04 13:00:00,0.41,22.34,52.52,6.61,2.96
2019-12-04 14:00:00,0.38,25.47,61.07,6.81,2.97
2019-12-04 15:00:00,0.36,16.97,58.64,7.21,2.95
2019-12-04 16:00:00,0.35,16.21,59.93,7.25,2.96
2019-12-04 17:00:00,0.38,15.41,51.81,7.23,3.08
2019-12-04 18:00:00,0.39,17.03,45.33,7.15,2.98
2019-12-04 19:00:00,0.58,17.86,30.86,5.0,2.99
2019-12-04 20:00:00,0.67,21.24,19.76,2.5,2.96
2019-12-04 21:00:00,0.63,21.76,21.34,4.03,2.77
2019-12-04 22:00:00,0.56,23.12,18.69,4.1,2.73
2019-12-04 23:00:00,0.59,27.23,14.82,4.62,3.06
2019-12-05 00:00:00,0.51,27.35,15.38,3.94,4.59
2019-12-05 01:00:00,0.37,21.1,21.51,,13.13
2019-12-05 02:00:00,0.35,19.27,35.46,30.07,18.62
2019-12-05 03:00:00,0.35,19.45,18.52,151.89,26.05
2019-12-05 04:00:00,0.35,22.82,10.64,274.69,26.86
2019-12-05 05:00:00,0.34,23.61,9.43,,4.57
2019-12-05 06:00:00,0.4,36.27,5.53,,7.42
2019-12-05 07:00:00,0.49,43.1,4.13,29.43,8.68
2019-12-05 08:00:00,0.47,33.07,7.83,17.42,5.79
