Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2020-02-13 03:00:00,154.0,109.5,25.2,33.0,10.0,0.75,7.62
2020-02-13 04:00:00,162.0,109.25,23.38,33.58,14.38,0.85,9.58
2020-02-13 05:00:00,170.25,113.0,23.05,34.0,15.93,0.83,11.3
2020-02-13 06:00:00,177.25,112.5,22.48,32.6,18.72,0.85,11.4
2020-02-13 07:00:00,171.75,110.0,22.4,31.35,16.57,0.9,11.25
2020-02-13 08:00:00,155.5,110.5,21.93,33.2,15.6,0.93,10.72
2020-02-13 09:00:00,159.75,120.0,21.32,35.45,17.33,0.9,8.25
2020-02-13 10:00:00,150.75,113.0,20.27,33.3,19.55,0.88,3.52
2020-02-13 11:00:00,155.25,95.75,17.95,29.98,19.75,0.8,
2020-02-13 12:00:00,155.0,75.25,16.6,28.23,19.77,0.65,
2020-02-13 13:00:00,130.0,58.75,16.25,27.2,17.02,0.62,
2020-02-13 14:00:00,120.5,53.5,17.23,27.8,17.2,0.68,
2020-02-13 15:00:00,136.5,62.25,16.48,29.7,22.35,0.75,95.55
2020-02-13 16:00:00,159.0,74.25,17.12,29.9,20.78,0.7,96.65
2020-02-13 17:00:00,148.75,68.5,17.62,28.5,20.7,0.7,83.35
2020-02-13 18:00:00,145.25,58.0,21.1,28.77,16.25,0.85,70.82
2020-02-13 19:00:00,153.75,65.5,27.43,33.68,19.95,1.12,56.62
2020-02-13 20:00:00,169.0,85.75,27.38,38.38,23.95,1.02,45.8
2020-02-13 21:00:00,148.25,82.25,27.38,38.77,25.65,0.95,43.27
2020-02-13 22:00:00,153.25,91.25,21.77,36.88,20.07,0.9,54.75
2020-02-13 23:00:00,135.25,86.5,20.75,35.1,16.7,0.9,56.7
2020-02-14 00:00:00,127.5,81.75,20.7,36.17,17.35,0.85,58.32
2020-02-14 01:00:00,140.0,93.0,19.88,36.02,16.0,0.8,57.17
2020-02-14 02:00:00,147.5,104.0,18.95,35.85,16.95,0.85,50.9
2020-02-14 03:00:00,163.0,120.0,19.9,42.35,12.7,0.8,49.35
2020-02-14 04:00:00,182.25,137.5,19.5,32.7,16.43,0.83,43.27
2020-02-14 05:00:00,136.5,94.75,17.82,29.5,16.02,0.8,45.3
2020-02-14 06:00:00,128.0,84.5,17.75,31.95,19.4,0.9,41.2
2020-02-14 07:00:00,143.5,102.75,18.17,37.43,19.6,0.9,38.92
2020-02-14 08:00:00,148.0,108.75,20.75,36.55,20.27,0.9,35.58
2020-02-14 09:00:00,153.75,109.75,19.65,34.67,24.73,0.9,43.82
2020-02-14 10:00:00,141.25,101.0,18.42,31.12,21.08,0.83,51.58
2020-02-14 11:00:00,128.75,81.5,16.92,29.02,19.98,0.8,68.32
2020-02-14 12:00:00,115.0,66.25,15.72,27.22,16.05,0.88,81.1
2020-02-14 13:00:00,113.75,59.75,14.22,23.38,9.97,0.85,90.9
2020-02-14 14:00:00,128.0,53.5,13.6,22.0,6.17,0.8,96.65
2020-02-14 15:00:00,176.0,44.25,13.95,20.35,9.67,0.8,99.08
2020-02-14 16:00:00,216.75,38.0,14.43,20.52,8.92,0.75,102.42
2020-02-14 17:00:00,142.75,36.0,14.3,19.65,8.65,0.75,94.97
2020-02-14 18:00:00,118.5,37.75,16.88,21.42,16.1,0.8,80.3
2020-02-14 19:00:00,113.0,37.0,22.18,23.65,23.85,0.9,63.3
2020-02-14 20:00:00,126.5,54.0,24.52,27.4,29.67,1.0,55.08
2020-02-14 21:00:00,146.25,69.5,26.05,25.67,23.88,0.93,56.2
2020-02-14 22:00:00,134.0,60.5,23.9,25.35,21.7,0.97,56.08
2020-02-14 23:00:00,126.25,61.25,25.62,25.32,21.12,0.9,52.4
2020-02-15 00:00:00,140.5,72.25,25.65,25.42,22.02,0.9,46.35
2020-02-15 01:00:00,154.25,90.75,26.0,28.58,24.55,0.9,38.12
2020-02-15 02:00:00,181.5,115.5,22.55,33.05,26.73,0.9,37.45
2020-02-15 03:00:00,181.5,138.25,26.2,34.5,19.25,0.9,31.03
2020-02-15 04:00:00,189.5,140.25,25.52,33.02,21.95,0.9,24.05
2020-02-15 05:00:00,203.0,142.5,24.2,34.6,25.0,0.9,27.85
2020-02-15 06:00:00,201.25,134.25,23.07,33.45,23.77,0.85,32.2
2020-02-15 07:00:00,170.25,120.75,21.23,31.57,21.98,0.88,38.98
2020-02-15 08:00:00,173.5,113.75,20.98,30.2,23.25,0.85,37.65
2020-02-15 09:00:00,168.25,109.75,21.03,28.47,23.12,0.9,46.5
2020-02-15 10:00:00,160.0,103.0,19.3,28.5,24.32,0.9,60.45
2020-02-15 11:00:00,160.5,102.75,17.08,23.3,23.45,0.9,78.2
2020-02-15 12:00:00,132.0,73.0,15.18,20.77,20.75,0.83,92.93
2020-02-15 13:00:00,120.75,64.5,14.55,19.85,16.9,0.72,104.85
2020-02-15 14:00:00,116.5,57.0,15.18,21.3,17.92,0.8,115.12
2020-02-15 15:00:00,125.25,57.0,15.9,22.55,22.25,0.7,121.9
2020-02-15 16:00:00,128.75,56.75,16.75,23.85,32.2,0.7,120.15
2020-02-15 17:00:00,128.0,56.0,17.9,25.0,32.4,0.7,116.0
2020-02-15 18:00:00,128.0,56.0,12.4,21.1,22.6,0.6,93.83
2020-02-15 19:00:00,141.0,68.0,25.98,26.5,25.27,0.15,74.6
2020-02-15 20:00:00,166.75,76.0,35.7,30.88,29.7,0.1,51.12
2020-02-15 21:00:00,245.75,105.75,37.2,32.9,28.15,0.2,41.2
2020-02-15 22:00:00,232.75,118.75,35.67,29.4,25.0,0.23,32.5
2020-02-15 23:00:00,191.5,111.5,52.17,32.58,25.62,0.45,10.38
2020-02-16 00:00:00,246.25,141.75,51.35,40.72,27.93,0.78,9.93
2020-02-16 01:00:00,287.5,183.75,52.92,41.98,28.08,1.1,9.38
2020-02-16 02:00:00,284.75,187.75,67.6,42.17,20.57,1.23,9.5
2020-02-16 03:00:00,287.5,188.5,45.7,47.45,23.9,0.95,8.72
2020-02-16 04:00:00,279.75,177.75,43.4,48.77,24.73,0.95,9.15
2020-02-16 05:00:00,282.0,186.75,40.28,51.12,23.73,0.95,10.6
2020-02-16 06:00:00,295.0,197.5,38.45,53.58,22.25,1.02,10.75
2020-02-16 07:00:00,313.5,227.25,41.95,57.03,25.68,1.23,10.5
2020-02-16 08:00:00,356.5,258.0,50.95,67.8,50.23,1.42,13.08
2020-02-16 09:00:00,433.5,319.75,46.82,67.72,68.75,1.45,22.3
2020-02-16 10:00:00,444.25,336.25,37.02,58.72,65.97,1.32,45.65
2020-02-16 11:00:00,384.0,280.5,24.05,40.67,40.95,1.1,79.83
2020-02-16 12:00:00,270.75,167.0,19.8,35.67,28.93,1.02,102.7
2020-02-16 13:00:00,215.75,131.0,14.65,25.75,18.27,0.83,111.72
2020-02-16 14:00:00,142.25,79.0,13.75,22.95,13.8,0.75,118.7
2020-02-16 15:00:00,110.25,57.25,14.47,23.03,13.0,0.7,122.43
2020-02-16 16:00:00,100.0,53.25,14.82,23.65,14.8,0.67,123.92
2020-02-16 17:00:00,90.75,47.5,15.85,24.43,13.93,0.65,121.45
2020-02-16 18:00:00,85.5,49.75,18.85,26.18,15.57,0.85,99.8
2020-02-16 19:00:00,99.0,61.0,33.08,28.85,18.48,1.23,60.23
2020-02-16 20:00:00,139.0,73.0,64.05,28.32,20.1,2.23,21.02
2020-02-16 21:00:00,,,128.8,39.62,23.35,2.9,15.0
2020-02-16 22:00:00,527.0,272.0,246.28,43.35,24.75,5.4,22.48
2020-02-16 23:00:00,531.0,273.25,223.9,42.17,22.5,3.95,17.2
2020-02-17 00:00:00,530.25,256.75,173.45,42.47,18.15,2.15,11.57
2020-02-17 01:00:00,449.25,190.25,89.47,46.15,26.82,1.1,9.25
2020-02-17 02:00:00,327.0,174.5,104.1,44.67,22.33,1.3,10.5
2020-02-17 03:00:00,347.75,181.75,91.5,44.85,17.55,1.1,9.57
2020-02-17 04:00:00,346.0,195.75,65.2,52.95,17.2,0.93,9.62
2020-02-17 05:00:00,334.0,210.25,109.9,56.45,11.68,1.05,8.8
2020-02-17 06:00:00,382.75,199.25,68.72,57.48,7.4,1.08,9.27
2020-02-17 07:00:00,371.5,197.75,50.33,61.12,6.1,1.3,9.82
2020-02-17 08:00:00,410.75,236.0,67.1,69.3,14.4,1.68,13.22
2020-02-17 09:00:00,487.5,295.25,70.15,70.97,28.57,1.7,20.05
2020-02-17 10:00:00,449.0,292.5,25.78,51.77,42.97,0.95,51.85
2020-02-17 11:00:00,338.0,237.0,18.83,35.4,29.33,0.7,83.93
2020-02-17 12:00:00,,,,,,,
2020-02-17 13:00:00,,,,,,,
2020-02-17 14:00:00,,,,,,,
2020-02-17 15:00:00,,,,,,,
2020-02-17 16:00:00,,,,,,,
2020-02-17 17:00:00,,,,,,,
2020-02-17 18:00:00,241.0,133.0,,,,,
2020-02-17 19:00:00,241.0,133.0,29.75,,21.2,,52.68
2020-02-17 20:00:00,218.0,110.0,33.75,27.33,23.25,1.1,49.1
2020-02-17 21:00:00,214.75,113.25,38.38,30.38,22.23,1.05,35.02
2020-02-17 22:00:00,210.25,129.5,34.85,34.73,27.35,1.05,43.07
2020-02-17 23:00:00,228.25,156.75,31.55,,30.18,1.12,44.72
2020-02-18 00:00:00,235.0,181.0,43.67,,33.55,1.0,27.08
2020-02-18 01:00:00,253.25,174.0,46.38,,35.58,0.97,15.98
2020-02-18 02:00:00,229.5,148.75,38.38,,32.8,0.8,25.0
2020-02-18 03:00:00,229.5,164.0,38.05,,28.65,0.6,30.6
2020-02-18 04:00:00,231.0,168.75,31.25,,31.02,0.53,37.75
2020-02-18 05:00:00,227.5,179.0,29.9,,32.9,0.5,34.65
2020-02-18 06:00:00,248.5,192.0,32.92,,32.38,0.75,30.25
2020-02-18 07:00:00,264.5,191.0,30.05,,29.9,1.0,30.0
2020-02-18 08:00:00,280.0,212.5,30.83,,33.83,1.05,30.83
2020-02-18 09:00:00,316.25,236.75,35.05,38.15,40.95,1.15,37.77
2020-02-18 10:00:00,331.75,228.25,23.43,30.15,36.88,0.8,68.35
2020-02-18 11:00:00,263.75,156.25,20.7,31.5,32.22,0.7,86.17
2020-02-18 12:00:00,233.0,132.75,18.25,32.1,23.85,0.68,101.28
2020-02-18 13:00:00,169.0,91.5,16.85,,20.0,0.72,111.83
2020-02-18 14:00:00,136.25,75.0,17.0,,16.95,0.67,118.83
2020-02-18 15:00:00,129.75,65.0,17.35,,16.23,0.65,124.22
2020-02-18 16:00:00,132.25,60.25,18.17,,16.73,0.55,125.97
2020-02-18 17:00:00,119.75,54.25,19.55,23.4,20.77,0.55,122.18
2020-02-18 18:00:00,119.0,55.0,22.9,20.8,21.02,0.72,107.55
2020-02-18 19:00:00,157.0,65.5,31.25,21.1,20.0,1.05,75.5
2020-02-18 20:00:00,200.0,80.75,90.03,25.38,19.25,1.7,9.23
2020-02-18 21:00:00,343.0,129.75,141.45,32.2,22.85,2.47,11.72
2020-02-18 22:00:00,450.75,193.75,150.88,42.83,35.78,2.77,12.85
2020-02-18 23:00:00,490.5,246.25,197.75,51.08,44.73,3.4,17.77
2020-02-19 00:00:00,504.0,282.25,228.4,46.8,32.03,3.27,18.25
2020-02-19 01:00:00,509.25,278.0,167.93,44.88,23.1,2.0,15.12
2020-02-19 02:00:00,472.25,249.25,127.05,44.17,18.75,1.85,29.7
2020-02-19 03:00:00,430.25,251.25,137.95,41.6,17.9,2.1,25.12
2020-02-19 04:00:00,378.75,223.5,133.25,40.95,16.35,2.38,23.2
2020-02-19 05:00:00,380.75,231.0,114.62,36.38,13.75,1.88,20.62
2020-02-19 06:00:00,346.25,213.5,113.12,34.53,13.05,2.1,24.02
2020-02-19 07:00:00,338.5,207.0,103.38,32.05,11.92,2.15,27.98
2020-02-19 08:00:00,303.0,187.5,126.9,32.9,13.48,2.38,34.27
2020-02-19 09:00:00,353.75,219.25,148.5,45.1,27.05,2.53,31.33
2020-02-19 10:00:00,464.0,295.5,104.9,50.62,48.08,2.2,52.03
2020-02-19 11:00:00,483.25,300.5,42.98,35.22,32.72,0.7,68.9
2020-02-19 12:00:00,257.0,113.0,29.32,30.9,24.25,0.78,101.27
2020-02-19 13:00:00,202.75,82.0,25.1,29.6,21.02,1.0,109.07
2020-02-19 14:00:00,166.25,68.25,22.9,28.93,15.02,0.95,110.28
2020-02-19 15:00:00,168.25,65.75,22.65,29.0,16.43,1.05,110.9
2020-02-19 16:00:00,180.75,75.0,22.6,27.65,19.68,1.1,95.7
2020-02-19 17:00:00,206.5,78.5,22.68,28.1,21.75,1.1,86.1
2020-02-19 18:00:00,205.25,82.75,22.57,29.62,19.8,1.1,83.75
2020-02-19 19:00:00,211.25,93.5,25.25,32.88,20.83,1.23,71.53
2020-02-19 20:00:00,229.5,107.0,27.6,36.2,17.5,1.33,61.0
2020-02-19 21:00:00,237.75,130.5,29.85,41.6,18.35,1.33,49.8
2020-02-19 22:00:00,231.75,143.75,28.12,40.75,15.4,1.27,51.98
2020-02-19 23:00:00,202.25,133.0,27.45,39.0,13.82,1.2,46.4
2020-02-20 00:00:00,188.0,129.5,28.7,38.82,13.4,1.15,50.6
2020-02-20 01:00:00,196.0,127.75,25.18,38.05,13.57,1.08,57.52
2020-02-20 02:00:00,182.5,126.25,23.08,38.42,13.4,1.08,53.6
2020-02-20 03:00:00,181.25,127.5,26.5,35.5,8.1,1.1,46.75
2020-02-20 04:00:00,192.25,138.5,24.28,35.02,10.78,1.17,46.15
2020-02-20 05:00:00,194.0,138.25,22.12,34.4,8.97,1.2,45.6
2020-02-20 06:00:00,189.25,135.5,22.8,34.7,4.85,1.15,36.8
2020-02-20 07:00:00,196.5,143.75,23.9,35.45,4.88,1.1,32.23
2020-02-20 08:00:00,212.75,147.5,28.02,39.62,5.85,1.23,26.05
2020-02-20 09:00:00,232.25,155.5,32.97,43.27,10.6,1.3,34.0
2020-02-20 10:00:00,243.25,163.5,31.2,41.42,16.38,1.25,59.92
2020-02-20 11:00:00,262.0,148.0,27.35,38.6,23.73,1.05,93.68
2020-02-20 12:00:00,280.0,124.0,23.3,36.83,23.6,0.95,112.17
2020-02-20 13:00:00,,,,,,,
2020-02-20 14:00:00,,,,,,,
2020-02-20 15:00:00,,,,,,,
2020-02-20 16:00:00,,,,,,,
2020-02-20 17:00:00,,,,,,,90.5
2020-02-20 18:00:00,169.0,68.0,13.35,27.75,20.27,1.3,93.0
2020-02-20 19:00:00,171.5,74.0,21.65,34.4,19.25,1.38,78.7
2020-02-20 20:00:00,185.0,93.0,26.55,42.97,18.95,1.58,69.65
2020-02-20 21:00:00,197.5,112.0,29.48,44.5,28.1,1.75,65.22
2020-02-20 22:00:00,205.0,123.5,24.2,,24.05,1.4,71.53
2020-02-20 23:00:00,186.5,120.5,21.0,,16.1,0.83,58.67
2020-02-21 00:00:00,120.0,89.0,17.77,,12.57,0.8,59.68
2020-02-21 01:00:00,97.5,83.0,17.75,35.85,13.1,0.9,62.2
2020-02-21 02:00:00,109.5,92.0,16.0,33.9,12.72,0.72,65.3
2020-02-21 03:00:00,95.5,81.0,17.3,33.25,19.05,0.6,57.55
2020-02-21 04:00:00,81.5,70.0,15.07,,13.93,0.43,54.82
2020-02-21 05:00:00,68.5,56.5,14.17,,11.72,0.32,56.3
2020-02-21 06:00:00,60.5,49.0,14.28,,11.65,0.55,52.38
2020-02-21 07:00:00,58.5,47.0,15.15,,10.43,0.62,57.35
2020-02-21 08:00:00,59.0,47.0,13.93,,10.9,0.43,65.47
2020-02-21 09:00:00,34.0,28.0,14.35,27.7,10.88,0.4,59.9
2020-02-21 10:00:00,86.0,31.5,14.3,26.8,11.75,0.4,60.62
2020-02-21 11:00:00,138.0,35.0,14.35,26.75,12.02,0.43,61.33
2020-02-21 12:00:00,39.0,29.0,14.12,26.8,12.8,0.6,62.67
2020-02-21 13:00:00,36.0,23.5,13.78,,15.38,0.8,56.4
2020-02-21 14:00:00,22.5,13.0,13.12,,12.55,0.75,59.0
2020-02-21 15:00:00,12.0,8.0,13.2,20.9,11.38,0.78,61.67
2020-02-21 16:00:00,14.5,10.0,13.15,19.68,10.5,0.7,60.9
2020-02-21 17:00:00,17.0,12.0,12.57,21.4,13.0,0.7,59.85
2020-02-21 18:00:00,,,12.97,26.1,9.92,0.6,53.92
2020-02-21 19:00:00,19.0,14.0,14.25,24.45,8.97,0.6,33.52
2020-02-21 20:00:00,23.0,19.5,16.73,23.98,8.6,0.75,16.82
2020-02-21 21:00:00,36.5,33.0,20.02,24.83,6.73,0.8,13.25
2020-02-21 22:00:00,48.0,40.0,19.98,26.02,6.6,0.82,21.05
2020-02-21 23:00:00,49.0,36.5,19.45,24.88,3.72,0.75,19.5
2020-02-22 00:00:00,51.5,35.0,19.8,22.27,5.38,0.75,18.9
2020-02-22 01:00:00,51.5,37.0,17.98,21.9,6.58,0.75,17.8
2020-02-22 02:00:00,48.0,39.5,19.05,23.02,9.6,0.95,11.2
2020-02-22 03:00:00,58.0,46.0,26.5,24.15,122.2,1.85,7.67
2020-02-22 04:00:00,60.0,46.0,23.3,21.93,39.3,0.77,5.5
2020-02-22 05:00:00,52.5,41.5,21.0,25.3,20.85,0.8,6.2
2020-02-22 06:00:00,49.5,40.0,19.7,25.17,15.25,0.8,6.22
2020-02-22 07:00:00,45.0,33.5,18.8,23.9,13.02,0.9,8.05
2020-02-22 08:00:00,44.0,29.0,19.4,21.47,9.97,0.9,10.12
2020-02-22 09:00:00,,35.5,21.73,22.05,14.77,1.0,17.6
2020-02-22 10:00:00,,41.0,19.27,21.52,18.9,0.9,41.0
2020-02-22 11:00:00,51.0,34.5,16.9,19.2,19.3,0.9,59.62
2020-02-22 12:00:00,47.5,31.0,15.72,23.4,14.93,0.8,
2020-02-22 13:00:00,46.0,33.75,14.85,23.8,15.68,0.8,72.95
2020-02-22 14:00:00,48.75,34.75,13.38,21.2,12.75,0.8,81.17
2020-02-22 15:00:00,41.25,30.5,12.9,21.5,12.95,0.8,82.97
2020-02-22 16:00:00,47.0,30.0,13.4,24.55,16.02,0.72,84.92
2020-02-22 17:00:00,45.75,33.25,13.98,25.32,15.25,0.75,80.97
2020-02-22 18:00:00,49.75,34.25,14.52,24.88,12.05,0.75,58.9
2020-02-22 19:00:00,45.75,34.5,15.65,24.53,11.28,0.83,43.1
2020-02-22 20:00:00,53.5,36.75,19.55,25.25,10.98,0.93,30.53
2020-02-22 21:00:00,124.25,59.5,78.45,15.75,10.3,1.65,5.08
2020-02-22 22:00:00,278.5,104.5,126.17,9.65,10.43,2.45,5.4
2020-02-22 23:00:00,330.5,134.5,142.05,12.6,13.05,2.35,5.33
2020-02-23 00:00:00,326.25,131.5,112.15,24.93,11.43,1.88,5.08
2020-02-23 01:00:00,314.25,132.25,71.65,29.2,10.25,1.32,4.97
2020-02-23 02:00:00,203.25,114.5,47.02,32.1,9.07,0.95,4.15
2020-02-23 03:00:00,142.25,93.25,39.2,35.4,7.05,0.75,3.4
2020-02-23 04:00:00,130.75,86.25,38.62,31.85,3.45,0.75,2.88
2020-02-23 05:00:00,147.5,82.0,46.45,27.72,6.58,0.8,2.5
