Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2020-07-16 03:00:00,51.0,28.5,8.2,44.6,10.6,1.3,11.38
2020-07-16 04:00:00,56.0,30.0,8.07,40.03,10.93,1.25,9.88
2020-07-16 05:00:00,54.0,34.0,7.65,40.25,12.3,1.2,8.35
2020-07-16 06:00:00,53.5,36.5,6.62,38.98,12.47,1.25,7.6
2020-07-16 07:00:00,54.0,33.0,6.73,37.95,11.38,0.4,7.5
2020-07-16 08:00:00,56.0,34.5,7.05,37.18,11.2,0.5,8.82
2020-07-16 09:00:00,58.0,36.5,7.75,38.05,12.43,0.45,11.45
2020-07-16 10:00:00,62.5,39.5,8.05,39.52,11.45,0.4,21.05
2020-07-16 11:00:00,74.5,45.5,8.85,42.23,13.77,0.38,27.3
2020-07-16 12:00:00,77.5,44.5,7.4,42.0,12.62,0.38,34.65
2020-07-16 13:00:00,60.0,35.0,5.45,41.4,10.57,0.35,32.23
2020-07-16 14:00:00,45.0,28.5,5.2,42.8,6.5,0.38,35.15
2020-07-16 15:00:00,44.0,27.0,5.0,43.15,6.72,0.35,36.08
2020-07-16 16:00:00,39.5,24.0,5.25,42.8,6.43,0.32,36.43
2020-07-16 17:00:00,41.0,21.0,5.7,43.38,4.68,0.45,34.85
2020-07-16 18:00:00,49.0,25.0,6.45,43.47,3.95,0.75,30.88
2020-07-16 19:00:00,59.5,28.0,7.2,41.1,6.1,1.12,25.7
2020-07-16 20:00:00,76.0,32.5,7.82,40.55,9.5,1.23,20.15
2020-07-16 21:00:00,98.5,48.5,9.8,41.32,10.57,1.33,14.12
2020-07-16 22:00:00,98.0,49.0,9.35,40.2,9.0,1.15,12.3
2020-07-16 23:00:00,69.5,35.5,8.82,37.95,9.8,1.25,12.07
2020-07-17 00:00:00,57.5,32.0,7.43,36.85,9.95,1.2,11.38
2020-07-17 01:00:00,53.5,32.5,7.3,36.92,8.83,0.5,10.07
2020-07-17 02:00:00,48.0,32.5,7.7,41.67,13.1,0.88,11.3
2020-07-17 03:00:00,50.5,34.0,6.3,38.65,8.2,0.85,12.25
2020-07-17 04:00:00,50.0,34.5,6.33,35.15,8.97,0.83,13.68
2020-07-17 05:00:00,46.5,34.0,6.9,35.3,6.47,0.83,12.38
2020-07-17 06:00:00,52.5,36.5,7.0,35.38,6.67,0.93,10.68
2020-07-17 07:00:00,64.0,40.0,6.75,35.2,6.45,1.0,9.62
2020-07-17 08:00:00,74.5,43.0,7.08,36.8,4.22,1.05,11.05
2020-07-17 09:00:00,84.0,49.0,7.12,38.25,3.85,1.08,18.85
2020-07-17 10:00:00,86.5,51.0,6.05,39.9,3.88,0.9,21.7
2020-07-17 11:00:00,82.0,54.0,5.7,42.55,4.25,1.15,19.85
2020-07-17 12:00:00,77.0,54.5,5.42,38.8,7.65,0.95,24.15
2020-07-17 13:00:00,78.0,54.5,6.03,41.42,8.88,0.72,37.85
2020-07-17 14:00:00,79.0,54.5,5.88,40.1,9.2,0.8,45.55
2020-07-17 15:00:00,73.0,51.5,5.38,39.3,8.05,0.75,45.2
2020-07-17 16:00:00,71.5,53.5,5.3,40.5,8.38,0.72,46.35
2020-07-17 17:00:00,74.5,54.0,8.4,41.33,7.5,0.72,35.42
2020-07-17 18:00:00,71.5,51.25,9.4,41.27,7.62,0.57,30.2
2020-07-17 19:00:00,62.5,47.0,9.05,41.6,6.6,0.65,23.73
2020-07-17 20:00:00,72.25,52.25,9.33,41.65,6.65,0.68,19.42
2020-07-17 21:00:00,87.0,58.5,7.82,42.2,5.98,0.67,16.73
2020-07-17 22:00:00,82.75,56.75,7.12,39.92,5.65,0.55,13.65
2020-07-17 23:00:00,80.0,55.0,6.93,39.6,7.28,0.65,9.85
2020-07-18 00:00:00,83.25,53.75,7.65,39.15,8.93,0.55,6.0
2020-07-18 01:00:00,81.75,58.25,8.15,38.83,8.38,0.33,4.9
2020-07-18 02:00:00,73.5,53.75,6.5,41.22,8.95,0.28,5.0
2020-07-18 03:00:00,67.75,47.25,8.2,39.8,8.0,0.2,3.33
2020-07-18 04:00:00,64.0,48.0,7.1,36.7,7.9,0.2,3.8
2020-07-18 05:00:00,64.0,48.0,8.15,30.67,9.75,,2.85
2020-07-18 06:00:00,232.0,41.0,8.22,31.67,9.95,,3.2
2020-07-18 07:00:00,186.0,39.75,6.22,31.25,9.7,,4.45
2020-07-18 08:00:00,50.75,36.0,5.38,32.33,9.83,,4.2
2020-07-18 09:00:00,55.5,35.25,4.62,31.65,9.97,,7.33
2020-07-18 10:00:00,45.0,33.0,3.77,30.2,10.1,,11.85
2020-07-18 11:00:00,19.0,9.0,3.4,31.57,10.02,,16.75
2020-07-18 12:00:00,19.75,10.0,3.1,38.12,8.68,2.2,20.57
2020-07-18 13:00:00,20.75,13.0,3.02,40.6,8.75,,23.27
2020-07-18 14:00:00,17.0,13.0,2.82,41.12,8.6,,26.23
2020-07-18 15:00:00,29.0,16.0,3.2,41.02,10.05,,30.08
2020-07-18 16:00:00,29.5,18.75,3.5,41.48,10.78,,31.4
2020-07-18 17:00:00,32.75,27.0,3.88,39.92,11.35,,30.7
2020-07-18 18:00:00,37.25,27.0,4.03,38.23,11.6,2.6,26.73
2020-07-18 19:00:00,34.5,27.25,4.75,37.0,10.75,2.45,20.62
2020-07-18 20:00:00,36.25,26.5,6.22,36.83,11.1,3.22,17.68
2020-07-18 21:00:00,46.25,23.25,6.85,37.45,10.72,5.05,14.15
2020-07-18 22:00:00,48.25,27.25,7.5,37.83,8.88,3.85,10.77
2020-07-18 23:00:00,51.5,28.0,8.38,36.92,6.18,3.98,8.33
2020-07-19 00:00:00,49.0,30.5,9.2,36.15,3.12,3.17,6.85
2020-07-19 01:00:00,51.0,38.75,8.38,35.48,3.2,2.8,7.2
2020-07-19 02:00:00,63.25,39.75,8.25,38.2,3.58,3.17,5.3
2020-07-19 03:00:00,54.25,36.0,9.7,35.9,2.6,3.1,6.28
2020-07-19 04:00:00,47.5,34.25,7.88,32.78,2.23,1.82,9.05
2020-07-19 05:00:00,36.0,30.25,7.07,33.8,5.78,3.02,5.55
2020-07-19 06:00:00,41.75,33.0,5.72,32.72,12.2,2.45,5.22
2020-07-19 07:00:00,41.0,30.0,3.75,26.35,11.55,,15.15
2020-07-19 08:00:00,7.0,6.0,4.65,25.52,11.23,,18.68
2020-07-19 09:00:00,7.0,6.0,5.53,27.55,11.4,,16.95
2020-07-19 10:00:00,12.0,11.0,7.32,29.43,11.77,,13.3
2020-07-19 11:00:00,12.0,11.0,8.1,29.9,11.18,,13.68
2020-07-19 12:00:00,30.0,18.0,6.85,30.58,10.03,0.8,17.18
2020-07-19 13:00:00,28.75,18.0,5.08,30.73,8.47,1.05,24.68
2020-07-19 14:00:00,25.0,18.0,4.92,30.7,8.43,0.65,34.05
2020-07-19 15:00:00,23.75,18.0,5.1,31.55,10.38,1.25,37.77
2020-07-19 16:00:00,21.25,18.0,5.17,33.07,9.82,1.38,38.9
2020-07-19 17:00:00,24.75,18.25,5.18,34.17,4.5,2.47,36.08
2020-07-19 18:00:00,25.25,18.25,4.5,33.9,,3.05,34.12
2020-07-19 19:00:00,30.5,15.5,4.93,33.95,,,25.85
2020-07-19 20:00:00,36.5,16.25,6.78,33.4,0.3,,14.62
2020-07-19 21:00:00,53.75,30.5,10.03,33.5,0.78,,5.53
2020-07-19 22:00:00,87.75,51.0,6.32,33.15,0.57,,12.57
2020-07-19 23:00:00,78.75,45.75,9.03,32.25,6.75,,13.3
2020-07-20 00:00:00,94.25,50.25,11.62,30.95,9.8,1.4,19.93
2020-07-20 01:00:00,85.25,45.75,1.15,25.7,8.65,1.9,13.95
2020-07-20 02:00:00,18.5,11.75,3.62,28.3,9.12,2.75,20.2
2020-07-20 03:00:00,13.75,10.25,3.4,30.3,6.05,3.55,26.38
2020-07-20 04:00:00,13.25,8.0,4.6,27.4,8.07,2.58,26.57
2020-07-20 05:00:00,15.5,9.25,5.03,27.9,10.32,2.35,26.7
2020-07-20 06:00:00,19.25,12.5,5.25,27.67,9.47,3.85,25.0
2020-07-20 07:00:00,18.75,10.25,6.32,27.12,10.25,1.05,23.15
2020-07-20 08:00:00,23.75,9.0,6.6,26.15,9.75,1.35,29.12
2020-07-20 09:00:00,26.75,12.25,7.78,25.75,10.15,1.5,33.88
2020-07-20 10:00:00,34.75,13.75,6.0,26.25,10.28,0.5,37.77
2020-07-20 11:00:00,24.75,15.0,6.08,26.57,9.68,0.7,38.08
2020-07-20 12:00:00,25.0,12.0,6.72,26.88,9.0,1.0,42.48
2020-07-20 13:00:00,26.5,11.25,3.2,26.05,7.1,1.25,51.8
2020-07-20 14:00:00,21.0,10.25,3.55,28.2,8.95,2.05,44.48
2020-07-20 15:00:00,17.75,14.5,3.47,27.88,9.55,1.12,52.33
2020-07-20 16:00:00,20.25,17.5,4.12,28.23,7.67,1.1,56.02
2020-07-20 17:00:00,31.25,20.75,4.25,29.27,7.9,0.55,54.15
2020-07-20 18:00:00,35.25,15.5,3.6,29.93,7.75,0.5,51.65
2020-07-20 19:00:00,35.5,12.5,4.92,31.15,6.9,1.85,53.6
2020-07-20 20:00:00,37.25,18.75,6.78,30.98,7.05,0.93,36.7
2020-07-20 21:00:00,51.75,26.5,10.1,31.25,8.07,1.05,20.3
2020-07-20 22:00:00,74.75,38.5,13.82,31.3,10.75,2.08,15.5
2020-07-20 23:00:00,101.25,52.0,18.95,30.9,12.4,1.77,15.5
2020-07-21 00:00:00,95.0,48.75,12.3,29.03,9.07,1.3,22.8
2020-07-21 01:00:00,74.0,39.0,3.48,26.12,6.07,2.92,32.77
2020-07-21 02:00:00,,,2.0,28.4,7.7,2.58,35.2
2020-07-21 03:00:00,,,2.25,27.95,6.7,2.15,33.47
2020-07-21 04:00:00,16.0,11.0,2.3,25.9,8.65,1.85,31.37
2020-07-21 05:00:00,17.5,12.5,2.73,25.9,9.62,1.35,24.75
2020-07-21 06:00:00,25.5,19.0,6.55,26.9,11.35,0.75,20.25
2020-07-21 07:00:00,32.75,23.5,4.88,27.5,10.52,0.55,21.3
2020-07-21 08:00:00,23.0,19.0,3.0,27.35,11.6,2.08,23.3
2020-07-21 09:00:00,,,4.2,28.23,11.53,6.07,24.82
2020-07-21 10:00:00,68.0,45.0,10.55,30.45,10.35,1.62,29.23
2020-07-21 11:00:00,69.0,44.75,10.65,29.52,10.3,4.53,45.1
2020-07-21 12:00:00,64.25,39.25,7.88,28.97,8.45,1.05,58.75
2020-07-21 13:00:00,44.5,27.25,8.72,33.6,7.85,1.12,41.25
2020-07-21 14:00:00,48.25,31.25,6.15,29.05,7.07,1.2,30.93
2020-07-21 15:00:00,28.0,23.0,4.35,27.77,9.27,1.12,29.55
2020-07-21 16:00:00,9.0,6.0,3.2,25.45,11.93,0.53,25.97
2020-07-21 17:00:00,9.0,6.0,2.75,25.92,11.75,2.7,25.02
2020-07-21 18:00:00,,,2.52,26.77,10.7,2.4,27.0
2020-07-21 19:00:00,,,2.55,25.9,11.02,2.42,24.85
2020-07-21 20:00:00,,,4.17,26.62,11.88,2.17,19.82
2020-07-21 21:00:00,29.0,27.0,5.4,26.6,11.55,1.5,17.62
2020-07-21 22:00:00,35.5,31.25,14.6,25.95,12.25,2.23,7.88
2020-07-21 23:00:00,54.25,40.0,20.65,26.55,11.47,2.3,10.42
2020-07-22 00:00:00,51.75,27.75,20.0,26.3,10.98,1.32,23.65
2020-07-22 01:00:00,49.5,27.0,15.88,27.55,9.3,,2.85
2020-07-22 02:00:00,46.25,27.0,14.6,31.18,9.85,,16.4
2020-07-22 03:00:00,48.75,28.0,18.5,30.85,7.2,0.75,10.22
2020-07-22 04:00:00,42.25,30.25,9.5,28.58,6.43,0.62,5.8
2020-07-22 05:00:00,34.0,28.0,5.72,27.77,6.4,1.08,6.03
2020-07-22 06:00:00,30.0,22.0,4.88,27.4,5.73,2.2,6.05
2020-07-22 07:00:00,30.25,22.5,5.42,28.28,6.05,0.55,6.03
2020-07-22 08:00:00,33.75,27.5,5.47,29.3,5.55,0.78,7.62
2020-07-22 09:00:00,46.75,40.0,6.45,30.38,5.75,0.88,9.15
2020-07-22 10:00:00,60.0,46.5,5.92,30.7,5.65,0.5,11.02
2020-07-22 11:00:00,57.5,47.0,6.98,30.73,7.25,0.97,9.9
2020-07-22 12:00:00,60.25,47.0,12.32,30.0,9.72,2.05,7.5
2020-07-22 13:00:00,55.0,48.75,6.2,30.25,9.72,,14.28
2020-07-22 14:00:00,26.75,25.25,3.12,27.48,8.07,2.98,19.28
2020-07-22 15:00:00,20.25,17.75,2.17,24.33,7.75,,21.5
2020-07-22 16:00:00,12.0,11.0,2.15,23.73,7.7,,23.07
2020-07-22 17:00:00,17.0,14.0,2.95,23.95,8.43,,27.12
2020-07-22 18:00:00,19.75,14.0,5.7,24.88,8.6,1.9,24.3
2020-07-22 19:00:00,29.25,14.0,6.2,25.9,8.72,3.28,19.4
2020-07-22 20:00:00,32.0,15.0,5.95,25.8,9.07,1.68,15.9
2020-07-22 21:00:00,30.75,18.0,4.1,26.52,10.93,1.85,13.23
2020-07-22 22:00:00,37.5,19.25,4.75,26.45,12.18,2.08,8.55
2020-07-22 23:00:00,46.0,24.25,11.4,26.07,10.97,1.82,4.35
2020-07-23 00:00:00,59.0,28.75,21.3,25.85,4.12,2.1,2.25
2020-07-23 01:00:00,67.5,30.5,32.5,26.7,3.2,,3.55
2020-07-23 02:00:00,80.25,30.0,21.25,33.05,3.4,0.95,
2020-07-23 03:00:00,67.25,33.25,15.3,31.95,3.1,1.3,100.23
2020-07-23 04:00:00,63.25,34.5,14.85,28.9,4.25,,41.98
2020-07-23 05:00:00,67.75,35.75,12.45,28.8,5.62,,37.4
2020-07-23 06:00:00,68.0,35.0,14.57,30.93,6.28,1.6,6.03
2020-07-23 07:00:00,61.25,33.5,7.9,33.55,5.95,2.3,4.67
2020-07-23 08:00:00,62.25,32.0,9.97,35.75,6.17,1.48,6.35
2020-07-23 09:00:00,68.75,41.25,7.85,33.02,6.78,3.17,15.93
2020-07-23 10:00:00,55.25,38.5,4.93,31.75,6.95,2.97,26.27
2020-07-23 11:00:00,47.5,30.5,5.05,34.02,10.47,1.27,35.7
2020-07-23 12:00:00,56.25,37.25,4.5,36.05,9.55,1.3,41.15
2020-07-23 13:00:00,53.75,35.0,2.45,41.28,13.4,2.25,33.92
2020-07-23 14:00:00,58.5,32.0,3.05,42.42,10.88,2.28,33.6
2020-07-23 15:00:00,46.5,23.25,5.48,39.62,11.38,1.8,34.5
2020-07-23 16:00:00,43.0,25.5,7.65,38.5,11.5,3.65,38.57
2020-07-23 17:00:00,46.25,30.75,7.2,36.98,9.18,2.42,41.88
2020-07-23 18:00:00,48.25,31.75,6.2,36.52,9.02,2.65,46.58
2020-07-23 19:00:00,53.25,28.5,7.65,36.58,8.72,,40.73
2020-07-23 20:00:00,58.25,31.25,9.77,34.75,8.7,,25.22
2020-07-23 21:00:00,72.0,39.25,13.45,35.0,7.78,,12.28
2020-07-23 22:00:00,102.25,53.25,14.98,34.92,9.07,,6.08
2020-07-23 23:00:00,102.75,55.75,12.28,34.17,8.85,,8.12
2020-07-24 00:00:00,102.75,54.25,11.1,34.62,8.28,0.5,15.5
2020-07-24 01:00:00,96.0,57.5,9.35,34.65,4.73,0.75,13.53
2020-07-24 02:00:00,68.75,46.75,7.83,39.67,5.9,2.05,12.2
2020-07-24 03:00:00,69.5,47.25,9.35,39.35,5.0,0.6,14.18
2020-07-24 04:00:00,73.75,51.0,10.0,38.58,7.7,1.43,12.57
2020-07-24 05:00:00,70.0,49.75,8.05,38.05,3.8,1.8,12.47
2020-07-24 06:00:00,57.5,43.5,7.78,37.55,2.8,1.02,10.93
2020-07-24 07:00:00,49.0,35.5,8.23,38.67,3.1,1.1,8.43
2020-07-24 08:00:00,55.0,35.5,8.9,38.88,3.38,0.75,7.85
2020-07-24 09:00:00,60.75,41.5,10.07,40.42,2.75,0.8,13.47
2020-07-24 10:00:00,87.5,48.75,11.75,42.4,4.25,1.77,33.82
2020-07-24 11:00:00,109.25,54.25,11.2,44.2,8.4,1.9,48.48
2020-07-24 12:00:00,87.0,45.5,9.57,47.15,12.43,0.2,48.92
2020-07-24 13:00:00,82.5,51.5,9.73,51.93,10.97,0.97,55.8
2020-07-24 14:00:00,75.0,46.5,9.05,49.7,10.9,1.27,50.15
2020-07-24 15:00:00,64.5,31.5,8.52,47.58,10.12,1.55,50.45
2020-07-24 16:00:00,58.0,28.5,8.3,46.85,10.15,1.85,47.65
2020-07-24 17:00:00,54.0,29.0,8.45,46.5,9.5,1.5,48.1
2020-07-24 18:00:00,58.5,36.5,8.3,47.92,9.75,0.95,44.62
2020-07-24 19:00:00,,,,,,,
2020-07-24 20:00:00,,,,,,,
2020-07-24 21:00:00,66.0,44.0,,,,,9.2
2020-07-24 22:00:00,,,6.85,35.67,6.95,,10.38
2020-07-24 23:00:00,35.0,29.0,10.3,37.3,6.38,,8.7
2020-07-25 00:00:00,35.0,29.0,10.17,36.22,9.15,,7.97
2020-07-25 01:00:00,44.75,27.25,9.9,36.1,9.35,,7.67
2020-07-25 02:00:00,38.25,18.75,8.43,38.4,10.62,,5.8
2020-07-25 03:00:00,28.5,17.0,9.0,36.65,11.75,,6.15
2020-07-25 04:00:00,25.0,15.5,8.6,33.83,11.33,,5.3
2020-07-25 05:00:00,27.75,20.0,8.22,32.85,10.5,,4.65
2020-07-25 06:00:00,28.0,20.0,7.75,32.38,8.6,,5.05
2020-07-25 07:00:00,31.5,21.75,8.8,32.47,9.32,,4.47
2020-07-25 08:00:00,36.0,28.0,8.45,33.8,9.85,1.2,4.17
2020-07-25 09:00:00,46.75,33.0,8.35,35.75,10.32,4.1,6.4
2020-07-25 10:00:00,51.75,39.0,8.3,37.6,10.95,,9.02
2020-07-25 11:00:00,50.25,38.25,7.55,39.38,7.93,,12.1
2020-07-25 12:00:00,49.0,35.25,7.47,41.65,4.6,,23.33
2020-07-25 13:00:00,52.0,33.0,7.6,45.1,2.85,,29.95
2020-07-25 14:00:00,,,,,,,
2020-07-25 15:00:00,,,,,,,
2020-07-25 16:00:00,,,,,,,
2020-07-25 17:00:00,,,,,,,3.95
2020-07-25 18:00:00,,,,39.2,8.98,,15.9
2020-07-25 19:00:00,41.0,19.0,1.52,43.08,7.2,,16.02
2020-07-25 20:00:00,44.5,20.5,3.7,41.75,7.68,,16.38
2020-07-25 21:00:00,52.5,25.0,5.93,40.77,8.45,,12.6
2020-07-25 22:00:00,65.0,31.5,8.6,40.15,9.35,,6.67
2020-07-25 23:00:00,,,,,,,
2020-07-26 00:00:00,,,,,,,
2020-07-26 01:00:00,,,,,,,
2020-07-26 02:00:00,,,,,,,
2020-07-26 03:00:00,,,,,,,
2020-07-26 04:00:00,,,,,,,
2020-07-26 05:00:00,,,,,,,
2020-07-26 06:00:00,,,,,,,
2020-07-26 07:00:00,,,,,,,
2020-07-26 08:00:00,,,,,,,
2020-07-26 09:00:00,,,,,,,
2020-07-26 10:00:00,,,,,,,
2020-07-26 11:00:00,,,,,,,
2020-07-26 12:00:00,,,,,,,
2020-07-26 13:00:00,,,,,,,
2020-07-26 14:00:00,,,,,,,
2020-07-26 15:00:00,,,,,,,
2020-07-26 16:00:00,,,,,,,
2020-07-26 17:00:00,,,,,,,
2020-07-26 18:00:00,,,,,,,
2020-07-26 19:00:00,,,,,,,
2020-07-26 20:00:00,,,,,,,
2020-07-26 21:00:00,,,,,,,
2020-07-26 22:00:00,,,,,,,
2020-07-26 23:00:00,,,,,,,
2020-07-27 00:00:00,,,,,,,
2020-07-27 01:00:00,,,,,,,
2020-07-27 02:00:00,,,,,,,
2020-07-27 03:00:00,,,,,,,
2020-07-27 04:00:00,,,,,,,
2020-07-27 05:00:00,,,,,,,
2020-07-27 06:00:00,,,,,,,
2020-07-27 07:00:00,,,,,,,
2020-07-27 08:00:00,,,,,,,
2020-07-27 09:00:00,,,,,,,
2020-07-27 10:00:00,,,,,,,
2020-07-27 11:00:00,73.0,35.0,,,,,
2020-07-27 12:00:00,73.0,35.0,,31.1,9.75,,10.45
2020-07-27 13:00:00,56.0,7.0,4.35,37.52,6.85,6.6,19.7
2020-07-27 14:00:00,53.5,9.5,6.85,62.42,6.38,,25.68
2020-07-27 15:00:00,49.0,12.0,8.0,56.8,5.95,,30.33
2020-07-27 16:00:00,57.0,16.0,9.12,64.75,6.62,,35.62
2020-07-27 17:00:00,62.0,21.0,9.27,71.75,7.67,7.2,38.55
2020-07-27 18:00:00,51.0,22.0,9.57,75.65,7.72,5.15,40.35
2020-07-27 19:00:00,48.5,22.0,10.55,54.58,8.3,4.62,36.0
2020-07-27 20:00:00,77.5,23.5,14.07,44.23,8.2,4.62,26.68
2020-07-27 21:00:00,109.5,28.0,15.18,40.53,8.62,4.67,17.35
2020-07-27 22:00:00,113.5,32.5,16.68,37.38,9.15,3.7,8.75
2020-07-27 23:00:00,95.5,27.0,13.0,33.4,8.75,2.95,7.5
2020-07-28 00:00:00,75.0,22.0,13.22,33.67,9.65,5.97,4.85
2020-07-28 01:00:00,68.5,25.5,12.35,45.82,11.52,6.45,4.75
2020-07-28 02:00:00,67.5,26.0,13.55,53.55,10.65,6.53,3.0
2020-07-28 03:00:00,69.0,26.0,16.2,55.0,12.25,6.95,3.5
2020-07-28 04:00:00,75.5,33.0,17.5,50.7,11.53,6.78,2.42
2020-07-28 05:00:00,68.5,29.5,15.62,45.67,10.5,7.75,2.1
2020-07-28 06:00:00,57.5,21.5,15.4,43.67,8.57,2.58,2.33
2020-07-28 07:00:00,58.0,19.5,12.95,41.38,8.35,0.7,3.38
2020-07-28 08:00:00,59.0,19.5,13.15,41.62,8.82,,4.83
2020-07-28 09:00:00,60.0,23.5,11.22,42.98,10.05,0.7,9.0
2020-07-28 10:00:00,69.5,22.0,8.12,42.58,9.38,1.02,13.38
2020-07-28 11:00:00,82.0,18.5,7.22,42.75,8.05,1.65,18.62
2020-07-28 12:00:00,84.5,17.0,7.15,43.88,7.97,1.02,23.5
2020-07-28 13:00:00,82.5,17.5,7.35,43.85,8.1,0.35,25.02
2020-07-28 14:00:00,78.5,17.0,7.3,43.03,7.65,0.4,26.82
2020-07-28 15:00:00,78.0,18.0,7.85,43.58,6.75,0.9,22.5
2020-07-28 16:00:00,80.0,20.0,19.45,45.72,6.9,,22.45
2020-07-28 17:00:00,81.0,20.0,31.02,51.2,6.42,2.42,27.68
2020-07-28 18:00:00,79.0,31.0,32.62,47.43,6.58,1.9,26.82
2020-07-28 19:00:00,74.0,25.0,22.95,39.75,5.57,1.0,24.18
2020-07-28 20:00:00,71.0,18.0,18.23,36.12,5.33,1.95,15.8
2020-07-28 21:00:00,86.0,20.5,17.65,33.62,4.72,2.1,8.43
2020-07-28 22:00:00,111.0,29.0,15.45,31.8,5.82,2.38,7.68
2020-07-28 23:00:00,110.0,35.0,11.0,29.23,5.83,2.57,5.92
2020-07-29 00:00:00,95.5,35.0,10.8,25.88,7.22,2.6,5.38
2020-07-29 01:00:00,84.0,29.5,7.15,24.23,7.6,,17.62
2020-07-29 02:00:00,45.5,16.5,4.42,24.23,7.32,,21.35
2020-07-29 03:00:00,25.5,8.5,7.45,22.85,7.4,,18.2
2020-07-29 04:00:00,61.5,25.0,10.75,22.7,7.7,,9.28
2020-07-29 05:00:00,72.5,32.5,10.02,23.27,7.53,,7.92
2020-07-29 06:00:00,57.5,24.5,8.75,24.25,7.25,0.4,8.35
2020-07-29 07:00:00,64.0,26.0,10.62,24.6,7.53,0.1,5.33
2020-07-29 08:00:00,80.0,27.5,13.03,25.35,8.47,0.3,4.35
2020-07-29 09:00:00,91.5,28.5,13.52,25.1,9.47,,6.53
2020-07-29 10:00:00,90.0,26.0,10.35,24.4,8.93,,12.25
2020-07-29 11:00:00,98.0,26.0,6.92,24.95,8.25,,19.85
2020-07-29 12:00:00,104.0,24.5,5.83,26.38,7.58,,22.92
2020-07-29 13:00:00,107.0,19.5,5.83,27.48,7.25,,25.48
2020-07-29 14:00:00,111.0,21.0,5.95,28.97,8.07,,28.33
2020-07-29 15:00:00,102.5,23.0,7.8,28.53,8.5,,35.67
2020-07-29 16:00:00,77.0,23.0,7.97,27.1,7.05,,32.15
2020-07-29 17:00:00,41.0,18.0,7.28,23.73,6.8,,32.95
2020-07-29 18:00:00,29.0,18.5,8.12,22.97,7.5,2.1,31.83
2020-07-29 19:00:00,31.0,20.5,8.1,23.0,8.0,1.85,25.77
2020-07-29 20:00:00,57.5,25.5,13.88,23.47,8.93,1.9,16.85
2020-07-29 21:00:00,79.0,34.0,16.25,23.35,9.5,1.6,12.47
2020-07-29 22:00:00,76.5,33.5,16.9,23.57,9.05,1.83,9.07
2020-07-29 23:00:00,77.5,38.5,15.32,24.52,9.18,2.9,8.47
2020-07-30 00:00:00,87.5,49.5,19.57,23.3,10.38,2.7,4.7
2020-07-30 01:00:00,82.5,45.0,22.85,22.02,12.45,,10.85
2020-07-30 02:00:00,60.5,33.0,16.55,23.9,11.32,,6.7
2020-07-30 03:00:00,44.0,28.0,6.5,24.3,8.45,,8.75
2020-07-30 04:00:00,31.0,22.5,5.67,30.42,8.68,,9.15
2020-07-30 05:00:00,30.0,20.0,5.65,31.15,8.2,,9.67
2020-07-30 06:00:00,29.0,18.5,5.42,29.7,7.6,,10.73
2020-07-30 07:00:00,29.0,15.5,5.45,27.23,7.5,0.5,12.1
2020-07-30 08:00:00,31.0,15.5,6.53,21.85,8.23,,13.05
2020-07-30 09:00:00,43.0,17.5,9.7,23.18,8.55,0.1,14.38
2020-07-30 10:00:00,51.5,15.5,8.35,22.48,7.87,,18.3
2020-07-30 11:00:00,58.0,16.5,8.3,22.6,7.72,,17.07
2020-07-30 12:00:00,40.0,13.0,7.35,21.32,8.07,0.1,23.65
2020-07-30 13:00:00,12.5,7.0,7.67,19.68,7.82,,23.92
2020-07-30 14:00:00,11.0,8.0,8.1,19.3,7.0,,26.35
2020-07-30 15:00:00,5.0,3.0,8.05,19.23,7.6,0.1,28.65
2020-07-30 16:00:00,5.0,3.0,7.53,19.52,7.62,,28.65
2020-07-30 17:00:00,15.0,18.0,8.6,20.15,8.95,,28.55
2020-07-30 18:00:00,19.0,12.0,6.15,19.95,7.17,0.7,24.7
2020-07-30 19:00:00,13.0,6.0,5.8,20.18,7.08,0.97,22.52
2020-07-30 20:00:00,18.0,11.0,6.03,20.12,7.12,0.85,12.6
2020-07-30 21:00:00,20.5,12.0,5.88,20.27,6.93,0.73,11.53
2020-07-30 22:00:00,30.5,20.0,6.93,20.23,6.97,0.57,8.03
2020-07-30 23:00:00,34.0,25.5,6.5,20.42,6.85,0.62,5.53
2020-07-31 00:00:00,34.0,26.0,7.35,20.55,7.35,0.35,3.42
2020-07-31 01:00:00,44.5,29.0,7.97,20.5,6.9,0.53,4.08
2020-07-31 02:00:00,51.5,30.0,8.4,22.2,7.4,0.62,1.45
2020-07-31 03:00:00,51.5,32.5,12.35,26.55,8.3,0.25,2.27
2020-07-31 04:00:00,58.5,36.5,12.03,20.23,7.47,0.3,1.95
2020-07-31 05:00:00,67.0,38.5,11.25,20.4,7.67,0.1,2.15
2020-07-31 06:00:00,63.5,39.5,7.78,20.15,7.0,0.1,2.8
2020-07-31 07:00:00,52.0,35.5,5.47,19.9,6.5,,3.6
2020-07-31 08:00:00,43.5,30.0,5.22,20.23,6.43,,4.67
2020-07-31 09:00:00,40.0,28.5,4.45,20.83,6.67,,7.5
2020-07-31 10:00:00,41.5,29.5,3.62,25.58,6.57,,14.62
2020-07-31 11:00:00,45.0,31.0,4.5,22.6,7.9,1.1,23.95
