Datetime,NOx (ppb),CO (mg/m3),PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),SO2 (ug/m3),Ozone (ug/m3)
2019-11-16 20:00:00,66.42,1.45,,49.62,113.36,21.2,
2019-11-16 21:00:00,55.97,1.51,,54.23,107.22,14.69,
2019-11-16 22:00:00,61.45,1.34,,99.95,118.96,18.46,
2019-11-16 23:00:00,48.22,1.41,,116.93,103.04,23.82,
2019-11-17 00:00:00,43.34,1.13,,125.0,97.6,19.95,
2019-11-17 01:00:00,41.05,0.85,,138.18,95.27,21.12,
2019-11-17 02:00:00,23.07,0.49,,93.08,65.21,20.99,
2019-11-17 03:00:00,20.1,0.26,,100.4,57.96,19.85,
2019-11-17 04:00:00,22.39,,,74.17,59.43,18.72,
2019-11-17 05:00:00,29.17,,,79.58,67.67,17.07,
2019-11-17 06:00:00,26.31,0.45,,67.83,64.77,18.32,
2019-11-17 07:00:00,29.88,0.4,,60.55,69.27,13.29,
2019-11-17 08:00:00,29.34,0.46,,45.88,71.04,16.48,
2019-11-17 09:00:00,30.03,0.41,,70.42,71.26,18.89,
2019-11-17 10:00:00,27.93,0.75,,63.67,60.98,13.87,
2019-11-17 11:00:00,22.2,0.73,,71.18,49.27,12.35,
2019-11-17 12:00:00,20.4,0.71,,51.85,45.82,11.29,
2019-11-17 13:00:00,19.27,0.53,,57.0,43.96,9.82,
2019-11-17 14:00:00,17.52,0.53,,31.55,40.29,7.41,
2019-11-17 15:00:00,17.36,0.45,,34.4,38.62,5.69,
2019-11-17 16:00:00,18.73,0.42,,32.78,40.76,4.57,
2019-11-17 17:00:00,21.95,0.31,,47.9,44.78,5.08,
2019-11-17 18:00:00,36.61,0.67,,29.2,65.04,5.81,
2019-11-17 19:00:00,52.74,0.92,,19.05,93.78,6.16,
2019-11-17 20:00:00,75.0,1.14,,33.02,131.5,10.75,
2019-11-17 21:00:00,64.01,0.99,,53.5,117.12,17.84,
2019-11-17 22:00:00,59.24,1.17,,70.97,115.37,17.67,
2019-11-17 23:00:00,37.62,0.99,,88.38,90.6,17.96,
2019-11-18 00:00:00,29.47,0.8,,130.1,77.17,17.18,
2019-11-18 01:00:00,27.71,0.56,,161.68,72.42,17.45,
2019-11-18 02:00:00,36.22,0.71,,167.43,82.71,17.98,
2019-11-18 03:00:00,33.29,0.62,,152.0,79.75,16.88,
2019-11-18 04:00:00,26.75,0.8,,152.32,71.76,16.5,
2019-11-18 05:00:00,26.61,0.53,,144.68,68.37,15.59,
2019-11-18 06:00:00,26.55,0.47,,132.75,66.69,15.46,
2019-11-18 07:00:00,25.48,0.37,,91.05,65.23,15.88,
2019-11-18 08:00:00,36.18,0.73,,77.88,71.44,13.78,
2019-11-18 09:00:00,40.03,0.8,,83.75,76.54,11.89,
2019-11-18 10:00:00,30.19,0.82,,80.3,65.71,12.18,
2019-11-18 11:00:00,29.42,0.8,,88.75,61.21,12.81,
2019-11-18 12:00:00,22.89,0.66,,84.5,50.21,13.22,
2019-11-18 13:00:00,19.25,0.6,,49.85,44.93,12.97,
2019-11-18 14:00:00,17.17,0.8,,33.9,40.4,8.41,
2019-11-18 15:00:00,16.9,0.68,,25.97,38.34,6.33,
2019-11-18 16:00:00,16.76,0.55,,56.22,38.78,6.01,
2019-11-18 17:00:00,19.98,0.46,,31.52,44.38,5.62,
2019-11-18 18:00:00,31.13,0.79,,41.32,58.23,5.7,
2019-11-18 19:00:00,43.27,1.02,,50.4,84.36,5.14,
2019-11-18 20:00:00,58.66,1.24,,54.0,108.33,5.86,
2019-11-18 21:00:00,112.23,1.92,,51.65,172.76,10.13,
2019-11-18 22:00:00,116.05,2.23,,72.22,221.28,15.47,
2019-11-18 23:00:00,106.17,1.73,,77.28,207.38,20.7,
2019-11-19 00:00:00,87.15,1.39,,69.9,171.17,21.62,
2019-11-19 01:00:00,77.35,1.05,,60.05,140.11,23.84,
2019-11-19 02:00:00,47.6,0.66,,83.53,103.27,24.23,
2019-11-19 03:00:00,33.38,0.35,,86.2,77.3,25.9,
2019-11-19 04:00:00,29.0,0.23,,85.9,68.46,22.36,
2019-11-19 05:00:00,28.65,0.27,,69.38,68.08,24.94,
2019-11-19 06:00:00,38.99,0.56,,92.22,78.33,16.77,
2019-11-19 07:00:00,60.92,0.58,,95.45,110.2,16.28,
2019-11-19 08:00:00,68.32,0.64,,136.2,127.72,18.57,
2019-11-19 09:00:00,83.39,0.76,,143.6,155.51,24.88,
2019-11-19 10:00:00,77.81,1.54,,167.4,161.32,26.56,
2019-11-19 11:00:00,57.81,1.46,,186.3,115.46,25.99,
2019-11-19 12:00:00,44.45,1.34,,221.6,100.38,24.2,
2019-11-19 13:00:00,29.24,0.89,,227.3,72.96,23.14,
2019-11-19 14:00:00,23.23,0.87,,189.0,54.81,19.42,
2019-11-19 15:00:00,20.39,0.37,,133.2,50.16,16.54,
2019-11-19 16:00:00,17.73,0.37,,84.4,41.6,14.71,
2019-11-19 17:00:00,23.63,0.39,,69.0,47.37,15.16,
2019-11-19 18:00:00,22.69,0.87,,60.1,46.93,7.83,
2019-11-19 19:00:00,27.45,0.99,,41.8,56.77,7.12,
2019-11-19 20:00:00,58.95,1.67,,32.8,93.53,8.0,
2019-11-19 21:00:00,119.19,2.66,,74.8,178.5,18.48,
2019-11-19 22:00:00,130.85,2.58,,82.9,226.23,20.09,
2019-11-19 23:00:00,158.97,2.78,,69.9,276.38,27.11,
2019-11-20 00:00:00,197.09,2.9,,102.7,343.15,33.82,
2019-11-20 01:00:00,193.54,2.44,,90.2,373.43,39.33,
2019-11-20 02:00:00,195.14,2.56,,109.6,357.66,44.71,
2019-11-20 03:00:00,197.08,2.35,,111.55,389.89,49.29,
2019-11-20 04:00:00,147.93,1.57,,214.15,319.16,52.2,
2019-11-20 05:00:00,108.93,0.9,,264.3,254.01,52.47,
2019-11-20 06:00:00,86.63,1.36,,225.2,191.24,51.59,
2019-11-20 07:00:00,87.03,1.07,,172.15,183.94,51.16,
2019-11-20 08:00:00,106.13,1.04,,169.32,199.51,49.98,
2019-11-20 09:00:00,113.66,1.07,,198.47,233.83,57.03,
2019-11-20 10:00:00,125.07,1.99,,223.1,256.03,62.3,
2019-11-20 11:00:00,77.28,1.63,,250.07,180.29,,
2019-11-20 12:00:00,61.29,1.3,,257.0,153.6,12.85,
2019-11-20 13:00:00,,1.0,,,,8.96,
2019-11-20 14:00:00,,0.29,,139.2,,2.27,
2019-11-20 15:00:00,,0.25,,125.45,,1.9,
2019-11-20 16:00:00,,0.33,,119.17,,0.23,
2019-11-20 17:00:00,31.68,0.71,,90.45,121.36,2.69,
2019-11-20 18:00:00,33.23,1.38,,87.45,97.94,3.14,
2019-11-20 19:00:00,53.97,1.82,,104.95,102.06,3.19,
2019-11-20 20:00:00,77.19,2.11,,115.43,115.66,6.64,
2019-11-20 21:00:00,114.26,2.77,,119.5,146.88,13.5,
2019-11-20 22:00:00,206.38,4.94,,142.8,227.17,23.17,
2019-11-20 23:00:00,227.37,4.84,,171.58,331.47,36.9,
2019-11-21 00:00:00,232.81,4.53,,177.57,358.3,41.14,
2019-11-21 01:00:00,206.17,3.61,,186.18,329.92,48.78,
2019-11-21 02:00:00,183.31,2.7,,125.55,299.68,52.23,
2019-11-21 03:00:00,164.81,1.98,,228.02,283.62,54.38,
2019-11-21 04:00:00,138.31,1.33,,281.6,256.66,54.16,
2019-11-21 05:00:00,102.95,0.7,,285.93,210.07,53.45,
2019-11-21 06:00:00,76.41,1.31,,260.28,156.29,50.0,
2019-11-21 07:00:00,70.59,1.06,,209.0,134.99,47.16,
2019-11-21 08:00:00,74.47,1.11,,200.68,138.06,45.18,
2019-11-21 09:00:00,92.73,1.48,,191.53,156.56,48.82,
2019-11-21 10:00:00,153.4,1.55,,196.18,247.7,122.07,
2019-11-21 11:00:00,126.86,1.22,,193.85,217.48,64.62,
2019-11-21 12:00:00,84.67,0.78,,199.55,153.27,29.09,
2019-11-21 13:00:00,62.19,0.58,,185.75,124.15,22.37,
2019-11-21 14:00:00,40.75,1.03,,146.6,86.28,16.86,
2019-11-21 15:00:00,39.46,1.05,,125.12,84.08,14.6,
2019-11-21 16:00:00,32.45,0.9,,101.4,72.35,10.78,
2019-11-21 17:00:00,40.81,0.88,,90.95,77.08,9.18,
2019-11-21 18:00:00,39.45,1.17,,103.38,83.75,5.46,
2019-11-21 19:00:00,44.94,1.41,,75.32,89.76,4.44,
2019-11-21 20:00:00,55.63,1.77,,91.6,101.42,13.48,
2019-11-21 21:00:00,62.09,2.48,,103.75,115.22,7.68,
2019-11-21 22:00:00,72.81,2.52,,153.2,114.22,10.29,
2019-11-21 23:00:00,99.44,3.11,,147.4,124.96,12.64,
2019-11-22 00:00:00,115.66,3.14,,202.32,153.06,16.85,
2019-11-22 01:00:00,101.15,2.35,,206.15,150.75,20.16,
2019-11-22 02:00:00,92.23,2.33,,185.3,152.51,21.66,
2019-11-22 03:00:00,78.91,1.78,,214.72,134.85,22.94,
2019-11-22 04:00:00,68.43,1.4,,235.57,117.14,22.51,
2019-11-22 05:00:00,52.34,0.98,,231.6,100.21,21.85,
2019-11-22 06:00:00,38.88,1.2,,254.73,86.06,22.34,
2019-11-22 07:00:00,33.99,1.02,,210.65,77.19,22.24,
2019-11-22 08:00:00,71.17,1.24,,220.53,96.12,22.42,
2019-11-22 09:00:00,99.38,1.44,,224.23,158.16,26.49,
2019-11-22 10:00:00,132.65,1.55,,196.53,224.91,33.87,
2019-11-22 11:00:00,100.06,1.55,,180.2,168.82,34.02,
2019-11-22 12:00:00,77.94,2.65,,146.85,141.76,30.13,
2019-11-22 13:00:00,59.29,3.07,,138.4,122.25,26.15,
2019-11-22 14:00:00,36.78,0.62,,125.12,84.73,24.12,
2019-11-22 15:00:00,26.51,0.4,,151.52,68.86,21.84,
2019-11-22 16:00:00,22.11,0.23,,97.4,58.05,17.9,
2019-11-22 17:00:00,28.35,0.43,,84.47,58.37,8.32,
2019-11-22 18:00:00,34.4,0.9,,108.58,61.08,11.05,
2019-11-22 19:00:00,38.69,1.17,,92.12,70.9,3.09,
2019-11-22 20:00:00,50.49,1.44,,103.0,92.95,1.83,
2019-11-22 21:00:00,64.38,1.67,,108.38,103.39,6.42,
2019-11-22 22:00:00,59.17,1.99,,145.27,98.84,10.75,
2019-11-22 23:00:00,58.39,1.56,,151.07,79.68,14.37,
2019-11-23 00:00:00,47.89,0.92,,137.65,63.01,17.02,
2019-11-23 01:00:00,33.22,0.46,,150.25,52.03,17.7,
2019-11-23 02:00:00,32.52,0.61,,114.62,48.11,18.79,
2019-11-23 03:00:00,28.65,0.58,,131.35,43.72,17.23,
2019-11-23 04:00:00,31.73,0.5,,107.9,43.02,16.33,
2019-11-23 05:00:00,45.2,0.52,,80.0,48.69,14.04,
2019-11-23 06:00:00,39.65,0.78,,95.58,57.12,10.24,
2019-11-23 07:00:00,34.69,0.58,,94.93,50.55,8.75,
2019-11-23 08:00:00,44.33,0.3,,87.4,84.95,7.18,
2019-11-23 09:00:00,48.88,0.35,,90.12,93.98,8.06,
2019-11-23 10:00:00,48.73,0.83,,93.8,81.45,9.91,
2019-11-23 11:00:00,40.07,0.78,,102.88,74.22,9.72,
2019-11-23 12:00:00,38.17,0.89,,72.2,69.52,9.04,
2019-11-23 13:00:00,32.12,0.89,,93.52,58.76,7.56,
2019-11-23 14:00:00,32.45,0.81,,52.67,60.33,5.83,
2019-11-23 15:00:00,29.87,0.88,,68.28,59.26,5.76,
2019-11-23 16:00:00,22.33,0.47,,83.8,47.51,2.88,
2019-11-23 17:00:00,29.55,0.6,,63.73,51.3,2.23,
2019-11-23 18:00:00,46.67,1.32,,41.45,68.67,1.65,
2019-11-23 19:00:00,65.34,1.65,,53.85,90.31,3.94,
2019-11-23 20:00:00,70.56,1.58,,67.65,102.07,8.35,
2019-11-23 21:00:00,66.32,1.4,,63.9,112.06,12.1,
2019-11-23 22:00:00,62.53,1.39,,92.85,103.11,12.29,
2019-11-23 23:00:00,44.16,0.99,,82.3,76.6,12.86,
2019-11-24 00:00:00,35.35,0.81,,74.97,62.41,12.41,
2019-11-24 01:00:00,37.78,0.65,,105.6,63.46,12.27,
2019-11-24 02:00:00,25.82,0.61,,97.32,55.98,10.73,
2019-11-24 03:00:00,22.52,0.56,,79.15,51.39,7.91,
2019-11-24 04:00:00,22.8,0.49,,79.97,53.45,6.11,
2019-11-24 05:00:00,23.86,0.48,,75.12,55.69,4.6,
2019-11-24 06:00:00,23.29,0.39,,63.2,56.53,2.91,
2019-11-24 07:00:00,24.51,0.32,,79.1,56.98,1.76,
2019-11-24 08:00:00,28.97,0.33,,68.6,60.19,2.05,
2019-11-24 09:00:00,33.84,0.38,,77.47,62.92,5.57,
2019-11-24 10:00:00,25.95,0.79,,63.85,55.52,6.07,
2019-11-24 11:00:00,24.36,0.91,,64.0,49.31,4.02,
2019-11-24 12:00:00,21.37,0.83,,57.55,47.91,3.55,
2019-11-24 13:00:00,18.05,0.71,,61.1,43.97,1.42,
2019-11-24 14:00:00,14.05,0.16,,32.65,36.67,0.11,
2019-11-24 15:00:00,14.95,0.16,,30.35,33.75,,
2019-11-24 16:00:00,17.73,0.18,,36.53,38.09,,
2019-11-24 17:00:00,26.2,0.33,,24.32,44.91,4.8,
2019-11-24 18:00:00,37.32,0.65,,24.4,58.01,4.18,
2019-11-24 19:00:00,55.69,0.97,,31.43,91.87,7.05,
2019-11-24 20:00:00,72.64,1.21,,32.77,107.26,10.73,
2019-11-24 21:00:00,57.08,1.31,,60.88,94.35,14.39,
2019-11-24 22:00:00,48.09,1.1,,110.35,82.95,14.19,
2019-11-24 23:00:00,42.11,0.68,,113.05,69.36,18.89,
2019-11-25 00:00:00,40.75,0.27,,109.0,63.79,18.59,
2019-11-25 01:00:00,44.91,3.53,,91.85,65.83,18.39,
2019-11-25 02:00:00,29.82,0.67,,100.38,57.39,18.94,
2019-11-25 03:00:00,24.71,0.48,,88.9,53.64,18.8,
2019-11-25 04:00:00,22.53,0.26,,100.4,55.2,18.82,
2019-11-25 05:00:00,23.12,0.3,,65.1,54.07,12.46,
2019-11-25 06:00:00,23.93,0.32,,71.12,52.33,10.16,
2019-11-25 07:00:00,28.2,0.33,,76.17,50.52,9.19,
2019-11-25 08:00:00,52.92,0.51,,63.05,74.16,12.18,
2019-11-25 09:00:00,61.67,0.52,,70.5,100.17,17.53,
2019-11-25 10:00:00,49.7,1.05,,88.65,85.26,27.05,
2019-11-25 11:00:00,29.07,0.76,,123.03,58.17,23.59,
2019-11-25 12:00:00,25.42,0.63,,86.57,54.67,23.39,
2019-11-25 13:00:00,17.04,0.6,,79.47,44.33,17.83,
2019-11-25 14:00:00,14.46,0.28,,45.95,39.94,12.27,
2019-11-25 15:00:00,15.45,0.3,,23.8,39.5,10.05,
2019-11-25 16:00:00,16.34,0.35,,44.65,40.94,7.89,
2019-11-25 17:00:00,17.27,0.57,,46.95,41.54,5.69,
2019-11-25 18:00:00,19.61,0.87,,49.15,40.25,5.03,
2019-11-25 19:00:00,35.29,1.04,,28.73,45.08,4.05,
2019-11-25 20:00:00,89.57,2.04,,49.55,75.55,6.33,
2019-11-25 21:00:00,124.72,2.86,,45.92,146.52,10.72,
2019-11-25 22:00:00,119.56,2.77,,72.53,178.13,18.32,
2019-11-25 23:00:00,75.61,1.57,,73.2,148.59,23.23,
2019-11-26 00:00:00,38.13,0.74,,84.03,88.09,24.88,
2019-11-26 01:00:00,31.71,0.37,,109.47,59.08,24.73,
2019-11-26 02:00:00,24.6,0.59,,70.22,48.91,24.2,
2019-11-26 03:00:00,24.59,0.5,,96.03,45.13,24.12,
2019-11-26 04:00:00,28.04,0.52,,78.0,44.88,22.74,
2019-11-26 05:00:00,32.8,0.56,,72.03,46.36,20.31,
2019-11-26 06:00:00,31.82,0.8,,71.12,49.87,17.91,
2019-11-26 07:00:00,44.7,0.86,,72.95,55.51,17.41,
2019-11-26 08:00:00,52.32,0.94,,70.65,74.42,18.19,
2019-11-26 09:00:00,102.92,1.45,,72.18,140.31,25.03,
2019-11-26 10:00:00,92.39,1.13,,102.03,159.25,61.73,
2019-11-26 11:00:00,69.5,0.91,,131.82,107.1,62.19,
2019-11-26 12:00:00,56.06,0.91,,100.03,80.78,42.71,
2019-11-26 13:00:00,49.08,1.14,,110.72,81.95,26.6,
2019-11-26 14:00:00,42.72,0.91,,84.92,78.48,17.95,
2019-11-26 15:00:00,32.9,0.85,,91.95,69.5,15.86,
2019-11-26 16:00:00,26.59,0.84,,77.85,60.01,11.96,
2019-11-26 17:00:00,29.24,0.93,,65.97,57.03,8.08,
2019-11-26 18:00:00,32.22,1.11,,69.38,55.47,7.97,
2019-11-26 19:00:00,28.13,0.94,,73.75,52.61,7.22,
2019-11-26 20:00:00,17.88,1.19,,85.35,40.98,5.1,
2019-11-26 21:00:00,18.15,1.01,,48.85,39.81,4.25,
2019-11-26 22:00:00,25.2,0.44,,46.15,46.03,4.4,
2019-11-26 23:00:00,21.29,0.51,,37.88,57.14,3.45,
2019-11-27 00:00:00,20.56,0.74,,28.12,49.15,3.9,
2019-11-27 01:00:00,24.52,0.47,,16.05,54.99,3.88,
2019-11-27 02:00:00,20.99,,,12.6,49.89,3.19,
2019-11-27 03:00:00,16.89,,,27.5,47.04,2.54,
2019-11-27 04:00:00,15.28,,,16.23,41.86,2.55,
2019-11-27 05:00:00,17.41,,,,46.91,2.12,
2019-11-27 06:00:00,18.26,0.18,,11.05,44.86,1.23,
2019-11-27 07:00:00,18.3,0.21,,40.05,45.51,1.53,
2019-11-27 08:00:00,30.68,0.43,,24.5,44.03,1.22,
2019-11-27 09:00:00,36.39,0.68,,71.15,55.98,11.56,
2019-11-27 10:00:00,63.31,1.06,,40.77,111.85,21.19,
2019-11-27 11:00:00,69.29,1.43,,68.28,112.61,18.31,
2019-11-27 12:00:00,62.24,1.44,,71.25,104.09,24.29,
2019-11-27 13:00:00,41.44,1.24,,68.67,74.25,23.24,
2019-11-27 14:00:00,24.34,0.72,,78.85,56.57,16.3,
2019-11-27 15:00:00,24.73,0.8,,68.78,58.18,15.59,
2019-11-27 16:00:00,25.57,0.64,,67.62,57.45,10.36,
2019-11-27 17:00:00,28.42,0.47,,72.95,57.42,9.57,
2019-11-27 18:00:00,26.56,0.73,,59.75,54.64,8.79,
2019-11-27 19:00:00,22.18,0.68,,78.8,48.49,5.59,
2019-11-27 20:00:00,24.56,0.48,,91.3,46.84,6.01,
2019-11-27 21:00:00,29.62,0.55,,76.97,51.94,6.86,
2019-11-27 22:00:00,14.83,0.38,,101.88,37.49,7.48,
2019-11-27 23:00:00,12.77,0.27,,57.35,33.84,9.11,
2019-11-28 00:00:00,12.85,0.29,,33.52,33.98,2.74,
2019-11-28 01:00:00,12.94,0.22,,21.02,34.94,2.12,
2019-11-28 02:00:00,15.14,0.29,,11.75,36.82,1.43,
2019-11-28 03:00:00,11.84,0.28,,,33.88,0.44,
2019-11-28 04:00:00,12.29,0.31,,,32.8,0.03,
2019-11-28 05:00:00,12.74,0.36,,,33.7,0.03,
2019-11-28 06:00:00,12.26,0.34,,17.9,32.36,,
2019-11-28 07:00:00,15.19,0.38,,11.98,34.73,,
2019-11-28 08:00:00,18.76,0.62,,,40.56,0.06,
2019-11-28 09:00:00,16.29,0.78,,11.2,38.0,1.96,
2019-11-28 10:00:00,14.73,0.63,,13.55,33.47,2.1,
2019-11-28 11:00:00,14.61,0.82,,37.57,30.67,2.19,
2019-11-28 12:00:00,15.49,0.73,,26.57,36.56,2.89,
2019-11-28 13:00:00,12.97,0.72,,26.5,33.62,3.3,
2019-11-28 14:00:00,11.58,0.53,,30.0,29.53,2.15,
2019-11-28 15:00:00,11.36,0.58,,23.98,30.62,2.28,
2019-11-28 16:00:00,11.58,0.54,,32.43,30.65,2.1,
2019-11-28 17:00:00,12.39,0.58,,25.52,30.48,2.1,
2019-11-28 18:00:00,15.34,0.55,,35.78,30.79,2.11,
2019-11-28 19:00:00,21.81,0.59,,29.7,36.77,2.1,
2019-11-28 20:00:00,26.24,0.56,,50.45,42.84,2.1,
2019-11-28 21:00:00,27.72,0.45,,42.48,47.37,8.4,
2019-11-28 22:00:00,29.62,0.6,,48.3,58.48,3.77,
2019-11-28 23:00:00,28.49,0.53,,29.8,58.6,4.94,
2019-11-29 00:00:00,31.06,0.56,,30.65,57.95,3.99,
2019-11-29 01:00:00,37.44,0.74,,27.2,60.7,4.82,
2019-11-29 02:00:00,31.75,0.65,,41.62,67.61,5.35,
2019-11-29 03:00:00,14.3,0.42,,86.35,38.16,5.95,
2019-11-29 04:00:00,13.57,0.39,,60.2,35.87,4.47,
2019-11-29 05:00:00,15.5,0.42,,58.32,36.55,4.41,
2019-11-29 06:00:00,17.58,0.45,,75.17,38.4,4.14,
2019-11-29 07:00:00,19.55,0.47,,64.0,39.71,4.78,
2019-11-29 08:00:00,27.25,0.58,,35.8,57.1,5.67,
2019-11-29 09:00:00,35.82,0.68,,31.68,67.11,10.05,
2019-11-29 10:00:00,25.51,0.73,,46.12,54.92,13.37,
2019-11-29 11:00:00,19.52,0.6,,35.1,44.5,9.91,
2019-11-29 12:00:00,12.53,0.52,,43.0,34.1,8.59,
2019-11-29 13:00:00,11.78,0.8,,38.42,33.26,8.18,
2019-11-29 14:00:00,12.29,0.56,,24.75,33.15,7.24,
2019-11-29 15:00:00,12.12,0.5,,26.53,33.79,3.5,
2019-11-29 16:00:00,14.01,0.56,,16.95,35.83,3.15,
2019-11-29 17:00:00,16.49,0.56,,14.55,39.06,2.46,
2019-11-29 18:00:00,27.46,0.93,,17.82,50.0,2.53,
2019-11-29 19:00:00,33.13,0.98,,20.15,54.92,4.3,
2019-11-29 20:00:00,49.42,1.09,,59.88,78.89,5.63,
2019-11-29 21:00:00,56.85,1.17,,49.98,77.94,7.54,
2019-11-29 22:00:00,65.94,1.41,,58.17,115.71,10.51,
2019-11-29 23:00:00,46.5,1.08,,47.38,93.2,13.39,
2019-11-30 00:00:00,35.37,0.71,,83.17,72.84,15.52,
2019-11-30 01:00:00,28.97,0.35,,65.78,65.81,14.76,
2019-11-30 02:00:00,25.85,0.57,,52.92,59.78,13.27,
2019-11-30 03:00:00,33.82,0.55,,79.73,67.87,12.41,
2019-11-30 04:00:00,30.7,0.44,,45.6,69.23,12.82,
2019-11-30 05:00:00,20.33,0.44,,33.2,56.2,10.49,
2019-11-30 06:00:00,19.77,0.6,,59.53,54.85,9.98,
2019-11-30 07:00:00,23.45,0.63,,73.08,57.12,12.16,
2019-11-30 08:00:00,40.43,0.91,,67.65,72.66,11.33,
2019-11-30 09:00:00,50.97,1.0,,74.73,90.02,10.48,
2019-11-30 10:00:00,43.26,1.41,,85.25,91.76,12.8,
2019-11-30 11:00:00,32.11,1.21,,60.15,78.79,11.96,
2019-11-30 12:00:00,22.92,0.65,,87.57,68.23,,
2019-11-30 13:00:00,20.13,0.91,,105.5,64.01,8.31,
2019-11-30 14:00:00,,0.89,,,,4.82,
2019-11-30 15:00:00,19.13,0.66,,82.2,46.62,2.37,
2019-11-30 16:00:00,16.63,0.39,,58.15,45.09,2.14,
2019-11-30 17:00:00,16.36,0.42,,55.0,44.22,2.52,
2019-11-30 18:00:00,24.82,0.96,,33.12,44.31,3.31,
2019-11-30 19:00:00,45.44,1.88,,64.53,61.0,3.07,
2019-11-30 20:00:00,57.11,2.97,,47.8,75.02,6.7,
2019-11-30 21:00:00,65.38,3.0,,40.95,74.59,11.12,
2019-11-30 22:00:00,87.84,1.73,,56.8,89.08,16.5,
2019-11-30 23:00:00,82.55,1.37,,68.85,99.43,27.65,
2019-12-01 00:00:00,66.13,0.68,,94.55,92.87,45.18,
2019-12-01 01:00:00,42.54,1.57,,109.92,77.58,28.34,
2019-12-01 02:00:00,35.26,0.47,,67.8,69.47,28.68,
2019-12-01 03:00:00,36.63,0.31,,73.85,64.39,22.52,
2019-12-01 04:00:00,44.81,,,63.33,68.95,21.72,
2019-12-01 05:00:00,34.81,,,85.2,66.03,20.73,
2019-12-01 06:00:00,39.37,0.2,,50.62,64.24,24.28,
2019-12-01 07:00:00,36.08,0.19,,93.5,66.03,23.89,
2019-12-01 08:00:00,36.23,0.15,,78.8,65.43,20.04,
2019-12-01 09:00:00,43.03,,,75.85,70.77,27.83,
2019-12-01 10:00:00,41.42,0.4,,122.68,67.58,28.95,
2019-12-01 11:00:00,34.44,,,83.5,59.88,24.26,
2019-12-01 12:00:00,25.91,,,79.92,54.31,19.73,
2019-12-01 13:00:00,18.08,,,65.5,48.46,12.01,
2019-12-01 14:00:00,15.05,0.35,,83.2,46.08,7.99,
2019-12-01 15:00:00,14.07,0.29,,46.42,44.02,5.24,
2019-12-01 16:00:00,14.82,0.22,,50.47,43.1,2.44,
2019-12-01 17:00:00,18.59,0.25,,62.62,43.95,2.36,
2019-12-01 18:00:00,28.59,0.66,,49.1,47.32,2.38,
2019-12-01 19:00:00,48.05,1.11,,66.62,54.77,2.5,
2019-12-01 20:00:00,63.49,1.45,,56.38,54.68,4.34,
2019-12-01 21:00:00,63.89,1.21,,89.17,64.39,9.97,
2019-12-01 22:00:00,59.56,1.29,,66.2,61.67,12.7,
2019-12-01 23:00:00,58.53,1.05,,101.53,64.65,15.7,
2019-12-02 00:00:00,67.41,1.0,,72.4,73.81,17.95,
2019-12-02 01:00:00,66.69,0.82,,104.33,81.16,22.39,
2019-12-02 02:00:00,63.88,0.83,,90.45,76.99,24.29,
2019-12-02 03:00:00,60.38,0.58,,101.38,66.38,25.75,
2019-12-02 04:00:00,49.93,0.38,,112.85,63.76,28.86,
2019-12-02 05:00:00,40.78,0.22,,124.95,58.72,31.5,
2019-12-02 06:00:00,36.83,0.89,,152.88,55.71,29.57,
2019-12-02 07:00:00,47.43,0.93,,111.7,55.93,24.77,
2019-12-02 08:00:00,47.85,0.91,,125.65,62.61,25.58,
2019-12-02 09:00:00,67.45,0.98,,100.78,69.78,29.58,
2019-12-02 10:00:00,56.55,0.93,,97.57,71.99,28.59,
2019-12-02 11:00:00,45.57,2.12,,93.5,61.93,24.23,
2019-12-02 12:00:00,32.26,2.91,,72.58,54.53,20.61,
2019-12-02 13:00:00,22.09,3.46,,79.35,48.48,18.52,
2019-12-02 14:00:00,17.8,0.65,,65.3,43.41,12.92,
2019-12-02 15:00:00,16.18,0.41,,53.1,42.43,8.01,
2019-12-02 16:00:00,17.12,0.35,,43.28,41.86,3.06,
2019-12-02 17:00:00,18.19,0.27,,46.58,42.8,3.2,
2019-12-02 18:00:00,35.33,1.05,,41.25,45.07,1.83,
2019-12-02 19:00:00,51.56,1.08,,56.92,64.25,2.54,
2019-12-02 20:00:00,63.69,0.63,,91.03,53.51,4.6,
2019-12-02 21:00:00,67.94,0.64,,108.52,62.52,10.44,
2019-12-02 22:00:00,78.35,1.74,,75.08,68.46,16.94,
2019-12-02 23:00:00,81.02,1.53,,123.82,76.12,20.27,
2019-12-03 00:00:00,79.53,1.28,,112.67,81.75,23.52,
2019-12-03 01:00:00,79.34,0.71,,113.0,79.47,26.94,
2019-12-03 02:00:00,100.72,1.49,,62.27,79.4,28.74,
2019-12-03 03:00:00,77.14,1.01,,95.38,91.84,32.12,
2019-12-03 04:00:00,69.6,0.7,,108.25,73.31,32.48,
2019-12-03 05:00:00,52.27,0.82,,96.35,67.52,31.36,
2019-12-03 06:00:00,47.95,0.7,,69.82,65.33,29.92,
2019-12-03 07:00:00,54.64,0.65,,111.53,68.35,29.48,
2019-12-03 08:00:00,56.53,0.42,,115.7,69.94,28.7,
2019-12-03 09:00:00,59.64,0.42,,114.75,73.8,31.82,
2019-12-03 10:00:00,64.12,1.11,,123.33,72.33,32.94,
2019-12-03 11:00:00,51.41,0.9,,107.2,66.75,36.96,
