Datetime,NOx (ppb),Ozone (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3),CO (mg/m3),PM10 (ug/m3),NH3 (ug/m3)
2020-08-03 08:00:00,6.01,39.3,27.09,6.27,1.11,,
2020-08-03 09:00:00,6.25,50.37,44.53,7.38,1.09,,
2020-08-03 10:00:00,6.72,54.01,43.17,5.99,1.1,,
2020-08-03 11:00:00,7.21,39.32,33.49,6.98,1.09,,
2020-08-03 12:00:00,7.0,40.9,32.73,7.34,1.09,,
2020-08-03 13:00:00,6.6,36.09,23.8,9.96,1.1,,
2020-08-03 14:00:00,6.07,30.59,29.2,7.78,1.1,,
2020-08-03 15:00:00,7.55,33.4,18.29,6.21,1.09,,
2020-08-03 16:00:00,7.36,34.41,26.77,10.35,1.08,,
2020-08-03 17:00:00,7.92,32.31,25.52,11.78,1.1,,
2020-08-03 18:00:00,7.66,32.91,33.56,6.64,1.09,,
2020-08-03 19:00:00,7.93,30.85,31.9,8.78,1.07,,
2020-08-03 20:00:00,7.59,37.76,43.78,8.85,1.11,,33.78
2020-08-03 21:00:00,8.17,36.93,48.5,11.14,1.1,,34.67
2020-08-03 22:00:00,8.86,38.72,46.34,5.42,1.09,,34.75
2020-08-03 23:00:00,9.25,31.87,44.98,2.56,1.09,,34.32
2020-08-04 00:00:00,9.34,28.1,48.66,6.26,1.11,,34.95
2020-08-04 01:00:00,7.81,27.71,42.17,6.24,1.08,,34.43
2020-08-04 02:00:00,7.17,27.73,40.61,5.45,1.09,,35.06
2020-08-04 03:00:00,6.79,28.22,42.12,6.01,1.08,,35.22
2020-08-04 04:00:00,6.5,45.89,32.45,3.45,1.1,,34.63
2020-08-04 05:00:00,6.57,46.2,27.36,3.54,1.08,,34.43
2020-08-04 06:00:00,6.88,43.64,34.68,3.85,1.07,,35.33
2020-08-04 07:00:00,5.83,41.61,21.32,3.82,1.09,294.27,47.09
2020-08-04 08:00:00,5.84,42.58,33.48,8.53,1.1,768.11,46.85
2020-08-04 09:00:00,5.67,45.6,31.92,7.04,1.09,260.03,47.41
2020-08-04 10:00:00,5.61,45.83,18.14,4.85,1.12,80.4,47.06
2020-08-04 11:00:00,5.94,44.3,38.7,6.1,1.09,80.4,46.91
2020-08-04 12:00:00,6.37,45.45,27.97,10.31,1.09,80.4,47.4
2020-08-04 13:00:00,6.01,42.7,30.54,12.99,1.1,80.4,47.27
2020-08-04 14:00:00,6.12,20.45,31.55,3.71,1.1,79.0,46.93
2020-08-04 15:00:00,6.83,49.94,40.12,3.58,1.09,,47.07
2020-08-04 16:00:00,7.71,47.95,46.32,6.5,1.09,68.9,43.31
2020-08-04 17:00:00,8.57,24.27,43.07,12.49,1.09,132.57,40.47
2020-08-04 18:00:00,9.98,32.25,48.73,5.61,1.12,367.54,39.52
2020-08-04 19:00:00,8.15,33.73,54.28,8.32,1.12,68.9,34.92
2020-08-04 20:00:00,7.97,27.88,44.6,3.36,1.09,68.9,35.49
2020-08-04 21:00:00,8.27,35.66,35.48,1.9,1.08,53.02,34.39
2020-08-04 22:00:00,8.46,44.37,34.48,3.39,1.09,56.38,32.88
2020-08-04 23:00:00,8.47,30.99,37.64,2.16,1.11,58.05,32.2
2020-08-05 00:00:00,7.2,36.23,33.14,3.44,1.13,69.31,32.41
2020-08-05 01:00:00,7.29,41.67,18.42,2.46,1.09,69.0,30.37
2020-08-05 02:00:00,7.2,40.67,11.54,9.22,1.09,69.82,30.26
2020-08-05 03:00:00,7.34,35.61,36.16,11.37,1.13,67.65,33.67
2020-08-05 04:00:00,7.33,43.17,35.25,8.09,1.1,67.14,35.68
2020-08-05 05:00:00,6.84,45.43,24.41,7.65,1.09,66.22,38.42
2020-08-05 06:00:00,6.45,35.92,45.15,5.45,1.08,73.04,39.05
2020-08-05 07:00:00,6.45,29.12,40.79,4.92,1.08,77.51,40.37
2020-08-05 08:00:00,6.19,40.6,39.37,7.36,1.08,79.07,39.18
2020-08-05 09:00:00,6.21,34.96,49.18,6.87,1.12,73.31,43.34
2020-08-05 10:00:00,6.29,24.93,27.0,8.14,1.08,70.18,44.04
2020-08-05 11:00:00,6.75,22.96,16.32,8.82,1.09,,43.46
2020-08-05 12:00:00,10.51,38.0,9.14,3.8,1.11,88.79,43.36
2020-08-05 13:00:00,8.79,37.59,18.59,2.61,1.11,111.24,40.21
2020-08-05 14:00:00,6.79,38.97,17.31,4.96,1.09,128.25,37.36
2020-08-05 15:00:00,6.38,38.81,10.97,4.24,1.12,114.58,34.7
2020-08-05 16:00:00,6.61,37.34,9.2,3.58,1.12,91.25,33.51
2020-08-05 17:00:00,7.06,37.08,6.9,6.44,1.11,90.5,33.1
2020-08-05 18:00:00,7.92,40.55,24.23,15.43,1.12,95.82,37.36
2020-08-05 19:00:00,10.67,40.65,14.68,33.57,1.11,88.64,41.68
2020-08-05 20:00:00,16.8,44.73,7.41,23.44,1.1,79.65,
2020-08-05 21:00:00,25.43,59.85,3.7,70.46,1.11,74.32,
2020-08-05 22:00:00,22.09,46.69,23.43,4.03,1.08,83.33,
2020-08-05 23:00:00,13.11,40.55,12.59,,1.11,96.77,
2020-08-06 00:00:00,9.06,41.01,54.64,5.05,1.09,102.02,
2020-08-06 01:00:00,7.5,33.97,41.88,,1.09,98.97,
2020-08-06 02:00:00,6.72,34.39,23.28,6.1,1.09,100.47,
2020-08-06 03:00:00,6.05,42.46,23.56,1.99,1.11,91.57,
2020-08-06 04:00:00,5.74,38.35,25.8,6.49,1.1,82.77,
2020-08-06 05:00:00,5.55,37.8,14.04,6.1,1.1,75.63,
2020-08-06 06:00:00,5.48,39.78,7.59,8.25,1.11,74.81,
2020-08-06 07:00:00,5.38,39.97,5.58,9.38,1.11,82.4,
2020-08-06 08:00:00,5.42,44.67,4.39,5.87,1.1,77.38,
2020-08-06 09:00:00,5.51,44.45,10.58,6.18,1.1,68.48,28.93
2020-08-06 10:00:00,5.72,40.97,7.99,5.91,1.11,75.55,33.4
2020-08-06 11:00:00,7.19,34.16,6.81,8.34,1.12,79.95,36.08
2020-08-06 12:00:00,6.37,44.97,,,1.09,,39.03
2020-08-06 13:00:00,,34.59,,,1.08,45.76,35.73
2020-08-06 14:00:00,9.74,31.41,1.38,2.82,1.09,72.85,34.38
2020-08-06 15:00:00,15.02,33.42,2.44,1.97,1.1,73.8,
2020-08-06 16:00:00,16.9,35.8,3.16,0.63,1.1,71.73,
2020-08-06 17:00:00,16.09,38.09,22.63,1.7,1.11,78.41,6.42
2020-08-06 18:00:00,11.38,44.83,14.87,3.77,1.11,101.73,2.61
2020-08-06 19:00:00,9.84,44.68,9.41,2.4,1.1,80.85,6.68
2020-08-06 20:00:00,7.91,42.02,8.28,2.53,1.11,87.82,10.33
2020-08-06 21:00:00,7.4,38.81,18.86,3.05,1.08,75.84,11.07
2020-08-06 22:00:00,6.71,38.63,16.92,2.78,1.09,68.03,11.87
2020-08-06 23:00:00,6.18,39.44,38.02,0.29,1.1,88.6,12.8
2020-08-07 00:00:00,5.86,37.88,22.01,5.04,1.12,87.32,13.25
2020-08-07 01:00:00,5.66,42.4,13.26,4.27,1.11,75.28,4.2
2020-08-07 02:00:00,5.46,45.1,8.63,3.29,1.13,83.43,4.7
2020-08-07 03:00:00,5.38,47.04,5.91,2.33,1.08,79.67,4.88
2020-08-07 04:00:00,5.38,47.5,4.35,2.98,1.09,70.27,4.91
2020-08-07 05:00:00,5.33,45.25,13.23,2.29,1.08,68.88,5.04
2020-08-07 06:00:00,5.31,44.18,13.7,3.75,1.08,79.55,5.06
2020-08-07 07:00:00,5.35,43.25,29.42,5.72,1.1,77.28,4.95
2020-08-07 08:00:00,5.41,43.98,18.38,4.04,1.1,78.7,5.25
2020-08-07 09:00:00,5.35,44.95,10.29,1.45,1.1,72.81,6.14
2020-08-07 10:00:00,5.68,43.26,16.11,4.69,1.11,77.32,5.88
2020-08-07 11:00:00,5.88,39.07,26.33,7.25,1.1,77.66,11.75
2020-08-07 12:00:00,6.0,39.84,15.68,5.14,1.11,76.61,10.98
2020-08-07 13:00:00,6.53,39.55,43.43,4.72,1.11,47.95,10.75
2020-08-07 14:00:00,6.26,43.64,43.83,5.22,1.11,,11.01
2020-08-07 15:00:00,6.51,46.43,,5.82,1.09,45.76,10.28
2020-08-07 16:00:00,6.11,38.74,15.21,2.38,1.08,54.31,9.91
2020-08-07 17:00:00,5.95,48.89,31.17,0.64,1.09,54.75,9.86
2020-08-07 18:00:00,6.55,51.69,33.33,4.67,1.1,68.95,8.73
2020-08-07 19:00:00,7.16,43.4,45.84,6.98,1.1,84.4,7.55
2020-08-07 20:00:00,8.0,39.9,51.51,5.22,1.09,90.43,6.71
2020-08-07 21:00:00,7.46,40.62,58.45,5.17,1.09,92.43,7.18
2020-08-07 22:00:00,7.06,39.05,65.27,5.84,1.1,98.37,8.36
2020-08-07 23:00:00,6.47,38.49,71.44,5.95,1.11,101.54,10.27
2020-08-08 00:00:00,6.45,41.8,70.45,4.14,1.09,102.31,10.37
2020-08-08 01:00:00,6.17,36.28,64.84,4.04,1.1,103.43,10.78
2020-08-08 02:00:00,6.07,34.84,67.34,5.45,1.1,102.73,10.94
2020-08-08 03:00:00,6.0,37.05,63.48,5.52,1.12,94.8,11.11
2020-08-08 04:00:00,5.88,36.14,51.0,5.48,1.11,91.98,11.22
2020-08-08 05:00:00,5.91,35.43,61.57,5.32,1.1,105.15,11.23
2020-08-08 06:00:00,6.0,35.54,64.05,4.08,1.09,102.13,11.98
2020-08-08 07:00:00,6.91,34.66,68.29,4.02,1.12,95.93,10.0
2020-08-08 08:00:00,6.53,35.89,72.8,2.99,1.12,104.26,10.72
2020-08-08 09:00:00,6.08,40.02,76.99,3.17,1.11,115.09,11.55
2020-08-08 10:00:00,5.72,36.46,71.37,1.51,1.1,115.35,12.84
2020-08-08 11:00:00,5.99,36.44,78.88,0.51,1.09,111.5,13.0
2020-08-08 12:00:00,5.78,35.75,91.17,5.77,1.09,110.94,13.18
2020-08-08 13:00:00,5.56,37.6,80.91,5.44,1.09,110.83,13.57
2020-08-08 14:00:00,5.54,40.51,73.84,2.39,1.1,108.92,13.14
2020-08-08 15:00:00,5.52,39.19,77.14,3.8,1.12,101.33,12.69
2020-08-08 16:00:00,6.31,34.89,77.42,6.22,1.09,99.85,10.53
2020-08-08 17:00:00,6.22,36.4,86.96,7.45,1.09,106.6,10.46
2020-08-08 18:00:00,5.79,37.33,76.72,7.17,1.1,108.4,11.72
2020-08-08 19:00:00,6.0,37.05,74.86,6.8,1.11,104.17,11.78
2020-08-08 20:00:00,6.3,34.75,71.58,7.4,1.12,100.47,11.25
2020-08-08 21:00:00,6.46,34.9,75.18,9.73,1.09,105.5,10.3
2020-08-08 22:00:00,6.44,30.07,73.75,3.62,1.12,109.56,9.77
2020-08-08 23:00:00,6.28,28.32,69.68,4.4,1.11,107.2,10.41
2020-08-09 00:00:00,6.2,28.69,78.21,2.37,1.1,103.8,10.85
2020-08-09 01:00:00,6.19,29.91,74.79,1.91,1.08,105.16,10.69
2020-08-09 02:00:00,5.91,29.1,59.95,6.56,1.11,105.15,11.65
2020-08-09 03:00:00,5.77,30.45,67.14,8.16,1.08,102.37,12.83
2020-08-09 04:00:00,5.81,29.64,72.78,6.99,1.1,100.12,13.06
2020-08-09 05:00:00,5.88,29.62,69.01,6.33,1.08,110.56,13.03
2020-08-09 06:00:00,6.02,28.62,76.93,7.39,1.11,114.98,12.39
2020-08-09 07:00:00,5.99,30.71,78.43,7.87,1.1,110.72,12.24
2020-08-09 08:00:00,6.14,30.09,74.62,4.7,1.08,108.7,12.13
2020-08-09 09:00:00,6.13,30.34,75.28,4.24,1.1,111.52,11.88
2020-08-09 10:00:00,5.9,31.71,72.1,6.27,1.12,114.77,12.52
2020-08-09 11:00:00,5.74,31.47,66.16,6.19,1.09,107.75,14.25
2020-08-09 12:00:00,5.43,32.04,64.08,5.74,1.12,105.68,15.11
2020-08-09 13:00:00,5.62,30.44,57.49,6.48,1.1,104.14,14.47
2020-08-09 14:00:00,5.69,34.53,46.71,7.91,1.1,98.33,12.78
2020-08-09 15:00:00,5.71,35.81,44.57,9.56,1.11,92.76,12.76
2020-08-09 16:00:00,5.76,36.36,37.07,4.66,1.11,85.86,12.76
2020-08-09 17:00:00,5.62,34.17,39.11,3.75,1.09,83.98,12.76
2020-08-09 18:00:00,5.72,34.8,39.66,2.61,1.09,84.3,12.76
2020-08-09 19:00:00,5.73,33.5,46.05,1.69,1.1,83.55,12.76
2020-08-09 20:00:00,5.8,29.03,47.67,4.55,1.12,82.06,12.76
2020-08-09 21:00:00,5.69,31.34,46.93,4.58,1.1,87.66,12.76
2020-08-09 22:00:00,5.45,31.25,45.82,8.27,1.12,92.61,0.68
2020-08-09 23:00:00,5.45,30.74,45.39,7.81,1.09,45.76,19.85
2020-08-10 00:00:00,5.49,31.07,57.67,6.65,1.12,86.8,19.85
2020-08-10 01:00:00,5.45,32.19,59.26,6.64,1.1,78.55,19.85
2020-08-10 02:00:00,5.52,31.08,54.41,6.2,1.1,83.43,19.85
2020-08-10 03:00:00,5.62,32.65,63.86,6.25,1.08,82.58,19.85
2020-08-10 04:00:00,5.62,32.48,69.6,5.61,1.09,97.07,19.85
2020-08-10 05:00:00,5.39,31.03,67.53,7.43,1.09,100.13,19.85
2020-08-10 06:00:00,5.46,32.89,79.75,3.5,1.09,101.55,19.85
2020-08-10 07:00:00,5.58,32.18,85.27,3.94,1.1,93.59,19.85
2020-08-10 08:00:00,5.54,32.36,84.1,5.75,1.07,117.33,21.47
2020-08-10 09:00:00,5.7,33.06,,7.75,1.1,,29.01
2020-08-10 10:00:00,5.77,32.62,93.21,6.25,1.1,103.9,29.48
2020-08-10 11:00:00,6.75,34.63,,7.82,1.1,,19.68
2020-08-10 12:00:00,6.33,36.34,68.31,2.64,1.11,92.7,18.17
2020-08-10 13:00:00,11.02,37.31,67.9,3.44,1.1,101.67,18.5
2020-08-10 14:00:00,8.99,38.22,60.39,5.14,1.22,106.23,19.48
2020-08-10 15:00:00,7.41,40.25,53.65,5.52,4.02,62.27,33.51
2020-08-10 16:00:00,6.83,37.06,55.85,2.77,4.04,115.67,33.03
2020-08-10 17:00:00,6.79,38.58,48.14,4.35,3.89,103.51,33.09
2020-08-10 18:00:00,7.2,38.36,47.53,5.7,3.87,102.5,33.3
2020-08-10 19:00:00,7.14,39.76,43.98,4.19,3.69,100.31,33.39
2020-08-10 20:00:00,8.06,37.91,46.45,5.27,4.04,100.69,33.05
2020-08-10 21:00:00,8.47,35.95,46.51,6.01,4.06,93.62,33.24
2020-08-10 22:00:00,7.53,37.68,43.5,7.18,2.87,78.22,33.9
2020-08-10 23:00:00,7.53,37.62,56.05,6.99,0.74,157.24,40.45
2020-08-11 00:00:00,7.14,37.47,57.08,2.2,0.75,150.1,40.49
2020-08-11 01:00:00,6.52,32.71,55.02,0.34,0.73,123.04,40.6
2020-08-11 02:00:00,6.39,31.16,50.05,6.8,0.73,108.06,40.26
2020-08-11 03:00:00,6.27,33.17,54.54,7.58,0.74,114.47,40.67
2020-08-11 04:00:00,6.1,34.73,48.25,4.8,0.75,121.3,41.08
2020-08-11 05:00:00,5.96,36.13,48.5,3.29,0.74,108.96,40.4
2020-08-11 06:00:00,5.89,34.26,52.72,8.01,0.74,101.91,40.72
2020-08-11 07:00:00,5.8,38.31,56.41,9.63,0.75,99.44,40.46
2020-08-11 08:00:00,6.17,37.59,40.69,4.08,0.75,58.88,31.98
2020-08-11 09:00:00,6.31,39.75,58.2,3.77,0.76,67.04,28.41
2020-08-11 10:00:00,6.01,38.95,66.89,3.73,0.75,86.12,28.99
2020-08-11 11:00:00,6.03,41.88,66.08,4.01,0.75,,28.71
2020-08-11 12:00:00,5.68,49.84,,3.19,0.75,,28.59
2020-08-11 13:00:00,5.58,46.75,,,0.74,40.2,28.93
2020-08-11 14:00:00,5.75,46.24,40.72,,0.75,133.53,28.56
2020-08-11 15:00:00,6.38,44.26,43.36,,0.75,133.46,28.68
2020-08-11 16:00:00,7.83,46.23,35.76,5.6,0.75,122.68,28.76
2020-08-11 17:00:00,9.02,51.77,31.2,11.68,0.75,102.26,28.5
2020-08-11 18:00:00,13.53,54.25,38.22,3.79,0.75,108.68,28.88
2020-08-11 19:00:00,18.19,45.34,36.22,13.87,0.75,112.3,28.58
2020-08-11 20:00:00,14.49,39.74,43.27,,0.74,93.14,28.49
2020-08-11 21:00:00,10.5,42.91,55.76,,0.75,109.52,28.51
2020-08-11 22:00:00,9.2,42.02,53.92,1.69,0.75,112.94,28.36
2020-08-11 23:00:00,8.3,40.67,36.82,,0.74,98.91,28.73
2020-08-12 00:00:00,7.68,43.95,20.39,2.17,0.73,86.4,28.81
2020-08-12 01:00:00,7.31,50.11,17.16,0.44,0.75,73.69,28.91
2020-08-12 02:00:00,7.64,49.72,22.43,2.77,0.75,91.18,28.73
2020-08-12 03:00:00,7.26,48.42,27.01,1.54,0.74,77.68,28.74
2020-08-12 04:00:00,7.02,48.38,28.1,2.56,0.75,68.6,28.52
2020-08-12 05:00:00,6.91,46.23,25.78,3.1,0.75,65.81,28.39
2020-08-12 06:00:00,7.16,45.16,17.05,1.72,0.74,78.87,28.66
2020-08-12 07:00:00,7.45,43.68,16.96,1.53,0.74,77.95,28.41
2020-08-12 08:00:00,7.34,43.15,30.77,,0.74,69.72,28.55
2020-08-12 09:00:00,7.13,43.03,40.35,,0.74,77.5,28.52
2020-08-12 10:00:00,6.9,45.38,33.95,2.1,0.74,88.4,28.7
2020-08-12 11:00:00,176.39,43.02,63.75,4.98,0.74,280.15,28.82
2020-08-12 12:00:00,136.08,42.19,28.32,4.6,0.75,120.35,28.52
2020-08-12 13:00:00,7.03,48.85,37.2,10.07,0.73,126.59,28.12
2020-08-12 14:00:00,4.97,75.86,39.04,2.49,0.73,76.94,28.4
2020-08-12 15:00:00,7.11,48.61,,3.46,0.75,,28.32
2020-08-12 16:00:00,8.07,45.44,35.34,4.19,0.75,69.69,28.85
2020-08-12 17:00:00,9.96,44.45,34.86,7.21,0.75,85.97,28.77
2020-08-12 18:00:00,11.37,37.31,24.27,8.07,0.74,80.07,28.7
2020-08-12 19:00:00,11.91,38.83,44.45,10.04,0.73,73.4,28.64
2020-08-12 20:00:00,10.78,46.17,40.45,9.72,0.75,74.2,28.6
2020-08-12 21:00:00,10.0,49.39,30.91,11.53,0.74,61.84,31.64
2020-08-12 22:00:00,10.69,43.53,13.69,5.06,0.75,27.98,39.86
2020-08-12 23:00:00,10.21,39.25,14.44,1.41,0.75,32.74,39.5
2020-08-13 00:00:00,10.11,39.09,18.05,7.13,0.75,33.66,39.78
2020-08-13 01:00:00,11.71,35.81,17.46,6.23,0.76,40.26,39.93
2020-08-13 02:00:00,11.88,41.11,16.12,6.45,0.73,44.17,39.61
2020-08-13 03:00:00,10.03,40.92,18.06,5.33,0.74,54.49,39.57
2020-08-13 04:00:00,9.18,41.8,14.75,6.27,0.73,46.6,39.97
2020-08-13 05:00:00,8.36,43.25,13.47,6.49,0.75,46.0,39.89
2020-08-13 06:00:00,7.62,43.25,13.15,7.13,0.74,46.16,39.78
2020-08-13 07:00:00,7.45,43.16,12.39,7.5,0.75,54.45,39.47
2020-08-13 08:00:00,7.21,44.9,12.88,6.06,0.74,48.79,39.58
2020-08-13 09:00:00,7.15,53.0,9.52,3.03,0.74,40.53,39.56
2020-08-13 10:00:00,7.61,48.3,10.56,6.15,0.74,39.26,39.79
2020-08-13 11:00:00,7.87,46.7,15.28,6.36,0.74,43.34,39.44
2020-08-13 12:00:00,8.53,38.52,13.77,7.34,0.73,22.63,38.75
2020-08-13 13:00:00,9.18,38.84,9.12,10.84,0.74,35.16,38.36
2020-08-13 14:00:00,11.3,55.12,8.62,7.54,0.73,31.63,35.12
2020-08-13 15:00:00,11.36,47.14,13.5,9.27,0.75,32.08,35.78
2020-08-13 16:00:00,11.2,44.54,16.46,7.33,0.75,41.08,34.56
2020-08-13 17:00:00,10.02,44.85,12.26,8.51,0.74,57.92,35.71
2020-08-13 18:00:00,10.69,40.51,7.71,7.42,0.75,47.77,35.34
2020-08-13 19:00:00,10.32,36.91,6.07,7.61,0.75,49.4,35.91
2020-08-13 20:00:00,12.88,37.75,12.96,7.08,0.75,50.81,33.35
2020-08-13 21:00:00,11.61,36.91,18.62,7.44,0.76,56.58,34.23
2020-08-13 22:00:00,11.79,36.24,21.25,6.05,0.75,62.74,33.97
2020-08-13 23:00:00,10.62,38.02,25.39,3.76,0.74,54.81,35.34
2020-08-14 00:00:00,10.44,36.77,26.68,6.15,0.74,59.66,35.57
2020-08-14 01:00:00,10.54,39.19,21.41,6.37,0.74,69.89,36.7
2020-08-14 02:00:00,10.71,36.33,19.04,7.76,0.75,60.3,36.41
2020-08-14 03:00:00,10.42,39.3,17.18,8.57,0.74,55.83,37.25
2020-08-14 04:00:00,10.76,42.88,10.86,7.94,0.75,53.26,38.09
2020-08-14 05:00:00,8.41,43.79,14.01,7.93,0.74,63.85,38.26
2020-08-14 06:00:00,8.0,41.36,18.23,6.52,0.74,55.73,38.05
2020-08-14 07:00:00,7.5,40.38,17.77,5.94,0.74,47.49,37.84
2020-08-14 08:00:00,7.51,39.8,22.75,7.33,0.75,51.92,37.61
2020-08-14 09:00:00,8.0,37.53,32.99,8.09,0.75,55.63,37.12
