Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NOx (ppb),CO (mg/m3),Ozone ()
2020-05-05 18:00:00,78.05,35.15,21.12,0.69,42.29
2020-05-05 19:00:00,76.19,44.11,17.77,0.68,43.25
2020-05-05 20:00:00,77.86,37.65,16.9,0.69,34.86
2020-05-05 21:00:00,94.8,60.25,18.64,0.69,26.32
2020-05-05 22:00:00,109.39,68.04,20.02,0.69,26.93
2020-05-05 23:00:00,136.52,94.85,20.51,0.69,19.06
2020-05-06 00:00:00,140.71,79.73,20.07,0.67,11.39
2020-05-06 01:00:00,134.68,79.75,19.74,0.69,15.31
2020-05-06 02:00:00,233.05,64.09,17.54,0.59,26.09
2020-05-06 03:00:00,273.49,35.63,14.8,0.61,30.13
2020-05-06 04:00:00,207.64,23.4,15.37,0.58,25.27
2020-05-06 05:00:00,207.61,26.66,16.07,0.61,21.88
2020-05-06 06:00:00,201.94,36.38,18.81,0.61,14.59
2020-05-06 07:00:00,175.33,26.97,18.29,0.61,19.47
2020-05-06 08:00:00,124.58,22.79,18.57,0.61,21.1
2020-05-06 09:00:00,195.34,68.96,18.66,0.62,23.48
2020-05-06 10:00:00,168.53,61.75,17.38,0.59,30.71
2020-05-06 11:00:00,129.91,38.89,17.48,0.6,40.19
2020-05-06 12:00:00,198.06,69.28,16.9,0.61,41.75
2020-05-06 13:00:00,165.77,49.24,18.34,0.59,42.17
2020-05-06 14:00:00,149.39,43.03,22.53,0.59,37.35
2020-05-06 15:00:00,125.82,40.48,16.52,0.6,38.26
2020-05-06 16:00:00,86.82,24.76,15.23,0.53,37.22
2020-05-06 17:00:00,79.45,28.97,14.81,0.54,37.34
2020-05-06 18:00:00,91.84,34.97,15.45,0.55,42.82
2020-05-06 19:00:00,101.18,44.27,17.98,0.52,45.42
2020-05-06 20:00:00,146.8,59.91,18.48,0.54,39.62
2020-05-06 21:00:00,155.24,69.03,19.15,0.54,31.73
2020-05-06 22:00:00,164.22,85.12,20.01,0.54,28.51
2020-05-06 23:00:00,185.21,99.71,19.78,0.54,28.68
2020-05-07 00:00:00,170.33,85.15,19.2,0.55,23.82
2020-05-07 01:00:00,176.81,94.14,18.91,0.55,21.74
2020-05-07 02:00:00,174.13,99.67,19.9,0.54,21.74
2020-05-07 03:00:00,218.48,91.49,18.76,0.55,28.29
2020-05-07 04:00:00,222.37,76.61,18.03,0.56,25.78
2020-05-07 05:00:00,130.42,53.14,17.28,0.56,26.78
2020-05-07 06:00:00,37.68,12.57,15.22,0.57,29.86
2020-05-07 07:00:00,21.97,10.31,14.9,0.58,30.67
2020-05-07 08:00:00,9.39,0.59,15.18,0.57,29.71
2020-05-07 09:00:00,32.44,10.36,15.85,0.53,30.91
2020-05-07 10:00:00,49.17,18.01,15.82,0.54,32.65
2020-05-07 11:00:00,48.7,17.08,15.72,0.57,35.28
2020-05-07 12:00:00,57.43,25.01,15.07,0.57,38.64
2020-05-07 13:00:00,66.32,23.92,14.43,0.56,38.55
2020-05-07 14:00:00,57.78,20.12,14.42,0.5,38.64
2020-05-07 15:00:00,76.57,25.04,14.28,0.53,39.7
2020-05-07 16:00:00,65.78,18.47,14.31,0.53,42.97
2020-05-07 17:00:00,64.93,19.83,14.04,0.52,42.08
2020-05-07 18:00:00,67.01,21.16,14.5,0.5,43.89
2020-05-07 19:00:00,81.2,29.36,15.27,0.51,42.48
2020-05-07 20:00:00,85.64,41.56,16.44,0.51,29.64
2020-05-07 21:00:00,106.08,52.5,20.25,0.45,26.54
2020-05-07 22:00:00,140.84,77.94,23.13,0.42,24.15
2020-05-07 23:00:00,132.89,69.3,19.67,0.42,28.8
2020-05-08 00:00:00,124.61,69.45,18.91,0.42,24.62
2020-05-08 01:00:00,128.99,81.41,18.39,0.4,21.54
2020-05-08 02:00:00,103.92,62.18,18.03,0.42,17.31
2020-05-08 03:00:00,86.09,55.52,18.94,0.43,12.89
2020-05-08 04:00:00,82.26,47.26,19.19,0.45,11.93
2020-05-08 05:00:00,74.25,44.65,19.09,0.45,10.35
2020-05-08 06:00:00,83.03,46.05,22.21,0.46,13.62
2020-05-08 07:00:00,86.43,43.25,19.33,0.46,14.94
2020-05-08 08:00:00,90.55,52.11,18.64,0.45,23.37
2020-05-08 09:00:00,82.01,41.13,16.64,0.44,31.91
2020-05-08 10:00:00,84.62,38.75,16.6,0.47,36.45
2020-05-08 11:00:00,107.07,34.52,15.9,0.48,40.42
2020-05-08 12:00:00,109.11,33.86,15.03,0.49,44.17
2020-05-08 13:00:00,88.83,33.79,14.37,0.49,43.95
2020-05-08 14:00:00,89.83,30.89,14.13,0.45,44.88
2020-05-08 15:00:00,86.46,29.64,14.32,0.59,47.73
2020-05-08 16:00:00,91.23,29.31,14.31,0.62,48.32
2020-05-08 17:00:00,96.46,28.01,14.28,0.55,48.88
2020-05-08 18:00:00,97.83,32.32,14.75,0.53,52.68
2020-05-08 19:00:00,125.17,13.29,17.13,0.55,51.74
2020-05-08 20:00:00,128.12,55.06,19.88,0.56,44.71
2020-05-08 21:00:00,148.28,65.95,20.73,0.57,37.89
2020-05-08 22:00:00,154.14,77.61,18.28,0.57,44.8
2020-05-08 23:00:00,163.27,94.51,17.95,0.57,36.84
2020-05-09 00:00:00,134.7,79.96,16.89,0.6,35.18
2020-05-09 01:00:00,130.94,69.36,17.53,0.61,30.96
2020-05-09 02:00:00,119.41,65.93,17.88,0.53,20.65
2020-05-09 03:00:00,104.84,63.59,16.87,0.52,24.68
2020-05-09 04:00:00,118.46,70.51,16.94,0.49,21.44
2020-05-09 05:00:00,111.09,67.46,17.12,0.52,20.06
2020-05-09 06:00:00,111.57,63.8,17.21,0.53,20.93
2020-05-09 07:00:00,111.59,62.5,17.45,0.52,15.24
2020-05-09 08:00:00,107.35,65.45,17.69,0.53,21.18
2020-05-09 09:00:00,122.17,68.76,16.47,0.55,37.49
2020-05-09 10:00:00,140.17,72.1,17.1,0.56,38.72
2020-05-09 11:00:00,137.8,66.05,16.49,0.57,41.67
2020-05-09 12:00:00,132.85,57.13,15.2,0.52,47.53
2020-05-09 13:00:00,144.67,63.34,15.17,0.53,51.02
2020-05-09 14:00:00,140.37,61.1,15.18,0.54,52.66
2020-05-09 15:00:00,144.33,67.86,14.64,0.53,53.48
2020-05-09 16:00:00,135.53,54.56,14.02,0.54,50.25
2020-05-09 17:00:00,114.56,50.33,14.0,0.53,47.65
2020-05-09 18:00:00,115.87,48.57,14.49,0.54,46.37
2020-05-09 19:00:00,120.44,54.98,15.38,0.49,45.99
2020-05-09 20:00:00,160.58,75.7,16.98,0.53,49.26
2020-05-09 21:00:00,153.43,86.08,16.38,0.51,48.13
2020-05-09 22:00:00,136.82,66.5,16.1,0.52,45.16
2020-05-09 23:00:00,107.81,68.15,15.49,0.52,44.27
2020-05-10 00:00:00,111.69,64.28,15.92,0.55,40.33
2020-05-10 01:00:00,103.23,67.99,16.32,0.56,37.09
2020-05-10 02:00:00,120.35,76.49,16.3,0.56,34.14
2020-05-10 03:00:00,123.77,68.32,16.45,0.54,26.95
2020-05-10 04:00:00,131.73,75.05,16.33,0.57,32.62
2020-05-10 05:00:00,142.2,77.99,16.39,0.58,29.41
2020-05-10 06:00:00,131.98,75.37,16.74,0.58,25.87
2020-05-10 07:00:00,126.26,67.41,17.23,0.58,24.85
2020-05-10 08:00:00,128.26,65.56,17.16,0.57,28.76
2020-05-10 09:00:00,136.43,67.78,17.27,0.54,33.1
2020-05-10 10:00:00,139.2,71.4,16.83,0.52,36.33
2020-05-10 11:00:00,168.27,76.76,16.87,0.54,39.46
2020-05-10 12:00:00,165.5,66.3,15.96,0.53,41.39
2020-05-10 13:00:00,475.0,84.6,15.87,0.54,34.91
2020-05-10 14:00:00,123.41,21.6,15.92,0.56,35.65
2020-05-10 15:00:00,31.36,6.49,16.31,0.56,35.31
2020-05-10 16:00:00,50.62,9.9,16.29,0.56,34.02
2020-05-10 17:00:00,33.92,9.37,16.35,0.53,34.46
2020-05-10 18:00:00,35.49,15.58,14.88,0.55,36.43
2020-05-10 19:00:00,41.68,16.76,15.2,0.54,34.65
2020-05-10 20:00:00,25.8,10.54,15.34,0.54,30.57
2020-05-10 21:00:00,35.16,14.48,16.9,0.52,22.27
2020-05-10 22:00:00,39.38,21.86,16.09,0.46,26.49
2020-05-10 23:00:00,40.55,21.79,16.65,0.39,23.25
2020-05-11 00:00:00,54.44,35.39,18.32,0.38,20.33
2020-05-11 01:00:00,59.0,41.42,16.57,0.4,24.65
2020-05-11 02:00:00,41.37,20.84,16.92,0.37,24.49
2020-05-11 03:00:00,48.97,33.16,17.7,0.38,19.67
2020-05-11 04:00:00,67.36,46.0,16.91,0.39,18.97
2020-05-11 05:00:00,43.55,29.81,17.19,0.38,16.36
2020-05-11 06:00:00,49.8,31.73,17.8,0.35,14.28
2020-05-11 07:00:00,55.41,32.44,17.91,0.37,14.71
2020-05-11 08:00:00,44.3,28.68,17.77,0.37,17.65
2020-05-11 09:00:00,65.02,35.25,17.84,0.38,22.25
2020-05-11 10:00:00,84.6,40.1,17.68,0.41,27.32
2020-05-11 11:00:00,130.19,50.21,17.56,0.39,34.12
2020-05-11 12:00:00,149.26,54.72,16.65,0.41,36.71
2020-05-11 13:00:00,130.37,58.16,15.49,0.38,38.75
2020-05-11 14:00:00,119.55,48.12,15.97,0.39,37.12
2020-05-11 15:00:00,165.85,76.37,15.45,0.31,39.73
2020-05-11 16:00:00,195.09,130.33,16.97,0.34,48.17
2020-05-11 17:00:00,171.36,70.64,17.96,0.31,57.09
2020-05-11 18:00:00,137.11,59.33,18.26,0.31,58.72
2020-05-11 19:00:00,127.12,53.28,18.28,0.33,54.68
2020-05-11 20:00:00,124.87,52.55,18.66,0.35,49.53
2020-05-11 21:00:00,104.12,42.81,19.2,0.37,42.43
2020-05-11 22:00:00,106.02,62.78,19.6,0.34,31.66
2020-05-11 23:00:00,111.29,69.27,20.19,0.31,24.96
2020-05-12 00:00:00,108.73,70.44,20.49,0.32,27.41
2020-05-12 01:00:00,125.39,77.77,20.23,0.36,31.78
2020-05-12 02:00:00,152.92,79.38,22.23,0.38,26.77
2020-05-12 03:00:00,151.68,90.44,23.69,0.39,20.1
2020-05-12 04:00:00,130.76,78.18,21.21,0.42,22.97
2020-05-12 05:00:00,57.51,37.32,18.39,0.39,25.58
2020-05-12 06:00:00,37.15,14.42,17.81,0.4,27.22
2020-05-12 07:00:00,53.93,22.78,19.9,0.43,25.6
2020-05-12 08:00:00,73.61,35.31,19.21,0.42,28.59
2020-05-12 09:00:00,87.27,36.52,19.18,0.59,32.57
2020-05-12 10:00:00,86.06,38.84,20.68,0.56,36.53
2020-05-12 11:00:00,104.19,45.01,18.48,0.58,43.72
2020-05-12 12:00:00,93.6,45.12,16.78,0.57,43.41
2020-05-12 13:00:00,98.35,34.99,15.93,0.57,44.98
2020-05-12 14:00:00,99.4,37.12,16.05,0.56,49.58
2020-05-12 15:00:00,86.28,34.95,15.8,0.53,51.42
2020-05-12 16:00:00,81.34,40.37,15.57,0.52,51.08
2020-05-12 17:00:00,81.91,46.45,15.91,0.47,55.4
2020-05-12 18:00:00,74.52,40.45,16.47,0.4,56.19
2020-05-12 19:00:00,67.96,37.62,16.32,0.38,48.88
2020-05-12 20:00:00,69.93,31.55,18.58,0.37,40.27
2020-05-12 21:00:00,92.44,53.55,18.47,0.38,41.35
2020-05-12 22:00:00,120.21,75.38,18.38,0.39,42.07
2020-05-12 23:00:00,120.51,83.67,18.49,0.4,37.47
2020-05-13 00:00:00,117.98,82.11,19.3,0.42,33.05
2020-05-13 01:00:00,117.55,76.96,20.84,0.44,28.09
2020-05-13 02:00:00,117.78,77.96,21.19,0.43,23.26
2020-05-13 03:00:00,110.7,75.95,22.08,0.46,15.56
2020-05-13 04:00:00,100.78,72.48,22.06,0.48,15.49
2020-05-13 05:00:00,109.67,70.15,21.63,0.49,17.99
2020-05-13 06:00:00,98.67,68.2,20.78,0.67,21.07
2020-05-13 07:00:00,153.22,104.87,22.95,0.69,20.75
2020-05-13 08:00:00,233.72,151.52,22.73,0.71,19.36
2020-05-13 09:00:00,225.98,94.58,21.62,0.74,28.62
2020-05-13 10:00:00,236.93,25.97,19.95,0.73,33.61
2020-05-13 11:00:00,223.78,52.45,19.94,0.72,40.04
2020-05-13 12:00:00,193.01,68.59,19.85,0.76,45.99
2020-05-13 13:00:00,201.48,70.79,20.34,0.68,50.49
2020-05-13 14:00:00,209.96,78.5,20.27,0.64,53.16
2020-05-13 15:00:00,209.11,77.61,19.13,0.67,58.09
2020-05-13 16:00:00,198.71,80.15,18.4,0.67,58.28
2020-05-13 17:00:00,157.62,67.43,17.03,0.69,52.8
2020-05-13 18:00:00,118.9,50.4,16.59,0.68,52.15
2020-05-13 19:00:00,184.72,58.59,17.12,0.68,45.04
2020-05-13 20:00:00,85.38,34.73,16.1,0.67,35.03
2020-05-13 21:00:00,29.31,13.04,16.19,0.66,27.74
2020-05-13 22:00:00,28.44,22.87,16.94,0.65,25.22
2020-05-13 23:00:00,35.37,25.95,17.76,0.61,21.78
2020-05-14 00:00:00,45.15,35.47,19.84,0.62,16.96
2020-05-14 01:00:00,45.22,39.24,19.21,0.62,16.17
2020-05-14 02:00:00,74.92,38.57,22.44,0.62,12.16
2020-05-14 03:00:00,75.69,43.38,22.58,0.62,9.58
2020-05-14 04:00:00,56.86,36.65,25.7,0.62,6.24
2020-05-14 05:00:00,68.3,40.14,27.1,0.62,4.92
2020-05-14 06:00:00,62.9,40.07,26.79,0.62,5.79
2020-05-14 07:00:00,80.82,45.37,33.18,0.62,6.64
2020-05-14 08:00:00,94.21,50.53,25.05,0.64,15.46
2020-05-14 09:00:00,120.51,73.35,20.42,0.64,23.81
2020-05-14 10:00:00,89.37,40.03,19.06,0.63,33.97
2020-05-14 11:00:00,142.31,61.97,17.62,0.57,47.74
2020-05-14 12:00:00,157.52,73.63,16.68,0.51,52.51
2020-05-14 13:00:00,183.16,80.32,18.16,0.48,49.41
2020-05-14 14:00:00,214.81,113.31,21.64,0.43,53.18
2020-05-14 15:00:00,223.71,112.49,39.01,0.37,46.02
2020-05-14 16:00:00,221.33,96.09,68.46,0.3,45.35
2020-05-14 17:00:00,234.57,96.68,88.98,0.08,43.46
2020-05-14 18:00:00,240.57,97.33,116.1,,45.29
2020-05-14 19:00:00,545.98,100.67,128.88,,45.82
2020-05-14 20:00:00,239.11,64.6,125.12,0.13,42.89
2020-05-14 21:00:00,86.59,32.61,110.67,0.14,39.48
2020-05-14 22:00:00,40.62,20.09,104.86,0.13,30.62
2020-05-14 23:00:00,55.67,34.26,104.95,0.17,25.65
2020-05-15 00:00:00,42.69,28.5,105.97,0.15,18.98
2020-05-15 01:00:00,55.73,26.26,106.0,0.12,23.47
2020-05-15 02:00:00,101.4,62.42,118.75,0.18,25.41
2020-05-15 03:00:00,95.65,58.51,114.81,0.28,23.5
2020-05-15 04:00:00,77.88,36.13,99.93,0.27,21.33
2020-05-15 05:00:00,91.2,43.26,86.88,0.34,16.65
2020-05-15 06:00:00,78.41,36.13,82.0,0.28,15.66
2020-05-15 07:00:00,64.74,31.4,83.6,0.25,15.5
2020-05-15 08:00:00,74.0,33.57,82.14,0.27,22.05
2020-05-15 09:00:00,90.46,31.71,87.95,0.19,28.88
2020-05-15 10:00:00,119.9,53.67,94.99,0.12,36.75
2020-05-15 11:00:00,160.26,62.09,152.61,0.04,42.43
2020-05-15 12:00:00,188.33,55.86,164.59,,43.51
2020-05-15 13:00:00,160.78,63.16,204.49,,45.36
2020-05-15 14:00:00,162.51,62.71,216.83,,50.19
2020-05-15 15:00:00,182.97,71.62,261.34,,52.65
2020-05-15 16:00:00,185.2,69.84,297.23,,51.77
2020-05-15 17:00:00,172.7,66.09,399.11,,54.92
2020-05-15 18:00:00,160.49,58.49,426.51,,51.09
2020-05-15 19:00:00,128.94,55.38,479.46,,48.16
2020-05-15 20:00:00,113.27,42.32,444.16,,39.36
2020-05-15 21:00:00,100.61,37.39,472.59,,35.77
2020-05-15 22:00:00,112.01,57.0,434.89,,31.31
2020-05-15 23:00:00,107.5,69.91,413.19,,27.12
2020-05-16 00:00:00,108.26,82.08,383.55,,23.84
2020-05-16 01:00:00,124.9,95.47,337.27,,26.44
2020-05-16 02:00:00,156.7,119.44,327.6,,23.8
