Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NOx (ppb),CO (mg/m3),Ozone ()
2020-02-14 01:00:00,121.09,82.58,9.65,1.06,53.84
2020-02-14 02:00:00,132.77,82.77,9.65,1.06,51.98
2020-02-14 03:00:00,127.34,79.83,9.67,1.06,47.49
2020-02-14 04:00:00,125.29,80.27,9.83,1.08,42.83
2020-02-14 05:00:00,126.28,88.28,9.82,1.09,40.0
2020-02-14 06:00:00,132.87,88.91,9.51,1.11,38.3
2020-02-14 07:00:00,114.02,77.2,9.49,1.12,37.51
2020-02-14 08:00:00,135.46,99.01,10.72,1.17,32.51
2020-02-14 09:00:00,126.81,86.85,10.73,1.18,36.53
2020-02-14 10:00:00,148.99,69.6,10.73,1.15,44.32
2020-02-14 11:00:00,150.86,71.72,10.49,1.15,51.31
2020-02-14 12:00:00,139.99,89.66,10.46,1.15,58.46
2020-02-14 13:00:00,154.52,77.28,9.73,1.06,67.16
2020-02-14 14:00:00,154.16,47.4,13.26,0.92,57.59
2020-02-14 15:00:00,220.26,62.61,12.4,0.82,70.69
2020-02-14 16:00:00,200.85,52.58,11.77,0.85,73.7
2020-02-14 17:00:00,137.6,33.36,8.69,0.86,80.32
2020-02-14 18:00:00,107.73,31.77,8.67,0.97,75.55
2020-02-14 19:00:00,91.27,27.09,10.1,1.12,52.04
2020-02-14 20:00:00,97.04,29.5,21.43,1.14,18.19
2020-02-14 21:00:00,105.72,27.6,26.22,1.23,10.94
2020-02-14 22:00:00,138.84,61.35,21.22,1.28,5.45
2020-02-14 23:00:00,134.74,75.46,10.24,1.24,4.6
2020-02-15 00:00:00,126.36,80.0,9.54,1.16,4.16
2020-02-15 01:00:00,103.03,59.36,8.84,1.11,4.91
2020-02-15 02:00:00,105.98,39.89,8.87,1.12,7.48
2020-02-15 03:00:00,102.86,40.61,9.36,1.15,5.34
2020-02-15 04:00:00,98.68,45.5,8.98,1.14,4.18
2020-02-15 05:00:00,82.49,32.23,8.4,1.1,4.92
2020-02-15 06:00:00,78.5,28.69,8.24,1.1,9.68
2020-02-15 07:00:00,87.74,37.96,9.72,1.14,4.25
2020-02-15 08:00:00,87.75,36.87,10.95,1.19,4.23
2020-02-15 09:00:00,90.88,30.2,11.05,1.21,4.95
2020-02-15 10:00:00,105.78,34.93,10.11,1.19,4.51
2020-02-15 11:00:00,114.51,36.21,9.81,1.2,5.51
2020-02-15 12:00:00,129.52,45.95,9.6,1.16,4.26
2020-02-15 13:00:00,134.27,45.73,9.1,1.16,6.31
2020-02-15 14:00:00,130.39,29.14,8.85,1.12,4.3
2020-02-15 15:00:00,117.32,42.22,8.79,1.16,7.01
2020-02-15 16:00:00,131.04,53.08,8.32,1.16,6.47
2020-02-15 17:00:00,125.91,50.06,8.24,1.14,6.21
2020-02-15 18:00:00,92.24,31.97,8.36,1.13,4.74
2020-02-15 19:00:00,88.26,41.06,8.99,1.19,6.8
2020-02-15 20:00:00,116.21,60.74,11.24,1.39,4.94
2020-02-15 21:00:00,124.84,74.42,11.68,1.47,4.71
2020-02-15 22:00:00,151.04,95.01,14.15,1.65,4.08
2020-02-15 23:00:00,164.34,92.11,13.0,1.56,4.18
2020-02-16 00:00:00,174.72,110.94,10.49,1.42,5.03
2020-02-16 01:00:00,183.03,119.61,10.69,1.41,4.06
2020-02-16 02:00:00,193.6,121.57,12.03,1.44,4.11
2020-02-16 03:00:00,175.8,103.21,15.05,1.58,4.11
2020-02-16 04:00:00,208.4,128.1,17.02,1.62,6.36
2020-02-16 05:00:00,206.97,119.48,17.45,1.57,4.11
2020-02-16 06:00:00,176.57,85.21,16.58,1.58,4.15
2020-02-16 07:00:00,200.82,111.07,20.36,1.67,4.18
2020-02-16 08:00:00,250.4,132.48,18.46,1.7,4.09
2020-02-16 09:00:00,247.02,129.26,17.39,1.81,4.11
2020-02-16 10:00:00,205.71,118.75,12.12,1.54,4.11
2020-02-16 11:00:00,171.21,94.58,10.88,1.49,4.11
2020-02-16 12:00:00,152.09,78.69,9.89,1.4,4.1
2020-02-16 13:00:00,155.31,65.15,9.63,1.36,4.39
2020-02-16 14:00:00,162.2,73.22,9.56,1.37,4.11
2020-02-16 15:00:00,135.7,62.57,9.29,1.36,4.0
2020-02-16 16:00:00,123.47,53.9,8.86,1.28,4.08
2020-02-16 17:00:00,109.96,62.53,9.25,1.31,4.06
2020-02-16 18:00:00,117.43,74.04,9.32,1.33,4.27
2020-02-16 19:00:00,125.17,73.28,10.29,1.42,4.47
2020-02-16 20:00:00,133.0,85.24,11.57,1.61,4.13
2020-02-16 21:00:00,253.79,133.7,12.73,2.09,4.07
2020-02-16 22:00:00,305.91,200.64,17.11,2.51,4.14
2020-02-16 23:00:00,286.36,191.7,17.9,2.94,4.15
2020-02-17 00:00:00,289.52,197.96,19.63,3.18,4.15
2020-02-17 01:00:00,326.21,166.74,19.51,2.87,4.15
2020-02-17 02:00:00,271.59,152.11,19.29,2.76,4.13
2020-02-17 03:00:00,310.64,142.26,26.14,3.08,4.12
2020-02-17 04:00:00,352.18,180.91,26.43,2.76,4.1
2020-02-17 05:00:00,348.15,176.37,18.34,2.44,4.16
2020-02-17 06:00:00,309.08,180.54,23.27,2.92,4.3
2020-02-17 07:00:00,341.67,193.33,23.11,2.77,4.41
2020-02-17 08:00:00,353.8,170.89,24.44,2.59,3.98
2020-02-17 09:00:00,385.64,159.55,27.97,2.59,4.07
2020-02-17 10:00:00,328.41,211.64,21.7,2.33,4.15
2020-02-17 11:00:00,239.14,146.09,17.3,2.14,4.14
2020-02-17 12:00:00,200.5,93.5,11.64,1.75,3.98
2020-02-17 13:00:00,159.89,69.56,10.26,1.62,4.07
2020-02-17 14:00:00,150.79,76.61,9.15,1.48,4.05
2020-02-17 15:00:00,106.59,51.83,8.25,1.3,4.2
2020-02-17 16:00:00,86.55,31.57,8.0,1.24,3.95
2020-02-17 17:00:00,96.23,42.26,8.35,1.27,4.15
2020-02-17 18:00:00,90.74,40.15,8.65,1.23,4.27
2020-02-17 19:00:00,94.59,44.36,10.06,1.38,4.3
2020-02-17 20:00:00,143.99,58.61,12.6,1.5,4.17
2020-02-17 21:00:00,171.78,65.99,12.88,1.6,4.24
2020-02-17 22:00:00,171.97,101.73,11.31,1.53,4.46
2020-02-17 23:00:00,149.56,91.42,10.83,1.44,4.33
2020-02-18 00:00:00,117.73,79.57,9.61,1.38,4.43
2020-02-18 01:00:00,126.46,72.67,9.15,1.34,4.33
2020-02-18 02:00:00,138.83,70.06,12.57,1.43,4.01
2020-02-18 03:00:00,166.66,93.78,13.71,1.37,4.0
2020-02-18 04:00:00,139.92,85.04,13.86,1.37,4.05
2020-02-18 05:00:00,135.32,69.68,12.32,1.31,4.11
2020-02-18 06:00:00,116.96,61.49,12.23,1.29,4.44
2020-02-18 07:00:00,116.98,55.17,13.39,1.27,4.15
2020-02-18 08:00:00,121.57,59.65,12.96,1.43,4.17
2020-02-18 09:00:00,127.03,76.04,13.78,1.49,4.07
2020-02-18 10:00:00,195.04,94.58,12.29,1.45,4.19
2020-02-18 11:00:00,165.41,74.57,11.55,1.39,3.81
2020-02-18 12:00:00,151.12,66.45,10.26,1.3,4.22
2020-02-18 13:00:00,148.35,61.5,9.82,1.29,4.52
2020-02-18 14:00:00,134.56,59.94,9.05,1.22,4.12
2020-02-18 15:00:00,110.82,46.87,8.58,1.16,3.91
2020-02-18 16:00:00,127.8,38.49,8.25,1.16,4.15
2020-02-18 17:00:00,101.02,35.73,8.32,1.13,4.26
2020-02-18 18:00:00,106.98,41.66,8.53,1.16,4.15
2020-02-18 19:00:00,114.12,49.1,9.17,1.22,3.94
2020-02-18 20:00:00,136.72,52.53,14.89,1.65,4.35
2020-02-18 21:00:00,503.22,115.15,22.55,2.36,3.95
2020-02-18 22:00:00,463.24,149.58,20.33,2.08,4.1
2020-02-18 23:00:00,223.23,107.75,18.12,1.87,4.03
2020-02-19 00:00:00,270.98,107.31,25.17,2.08,4.23
2020-02-19 01:00:00,350.7,104.62,19.86,1.55,4.48
2020-02-19 02:00:00,200.38,91.42,16.54,1.45,4.04
2020-02-19 03:00:00,234.27,89.77,17.17,1.48,4.35
2020-02-19 04:00:00,145.84,71.24,11.46,1.32,3.98
2020-02-19 05:00:00,110.17,51.77,11.85,1.22,5.28
2020-02-19 06:00:00,101.27,55.05,12.45,1.28,4.97
2020-02-19 07:00:00,128.17,80.86,12.28,1.32,4.0
2020-02-19 08:00:00,125.61,80.76,10.46,1.31,4.29
2020-02-19 09:00:00,178.59,102.75,11.91,1.63,3.94
2020-02-19 10:00:00,247.31,170.6,10.14,2.11,4.09
2020-02-19 11:00:00,232.72,160.21,9.49,1.68,4.36
2020-02-19 12:00:00,150.59,86.72,8.67,1.39,3.95
2020-02-19 13:00:00,106.03,49.88,8.35,1.33,4.2
2020-02-19 14:00:00,89.16,26.08,8.3,1.28,4.01
2020-02-19 15:00:00,100.7,28.86,8.45,1.29,4.08
2020-02-19 16:00:00,140.16,44.6,8.48,1.27,4.05
2020-02-19 17:00:00,152.61,71.28,8.79,1.29,4.09
2020-02-19 18:00:00,166.12,78.7,8.95,1.35,3.97
2020-02-19 19:00:00,154.66,78.12,9.2,1.36,4.35
2020-02-19 20:00:00,158.05,89.14,9.76,1.45,4.06
2020-02-19 21:00:00,145.92,80.41,9.85,1.46,4.08
2020-02-19 22:00:00,149.28,93.44,9.61,1.47,3.97
2020-02-19 23:00:00,164.42,105.33,10.53,1.5,4.11
2020-02-20 00:00:00,172.35,97.39,9.31,1.43,4.14
2020-02-20 01:00:00,148.24,86.58,8.75,1.37,4.25
2020-02-20 02:00:00,144.49,81.09,8.48,1.33,4.39
2020-02-20 03:00:00,124.67,74.13,8.78,1.3,4.3
2020-02-20 04:00:00,123.27,81.66,8.95,1.32,4.16
2020-02-20 05:00:00,153.37,98.94,9.03,1.4,4.28
2020-02-20 06:00:00,164.41,99.97,9.01,1.43,3.86
2020-02-20 07:00:00,159.29,101.99,9.25,1.5,4.06
2020-02-20 08:00:00,160.0,100.68,9.37,1.69,4.43
2020-02-20 09:00:00,197.78,109.13,9.47,1.72,4.1
2020-02-20 10:00:00,187.36,118.45,9.12,1.67,4.09
2020-02-20 11:00:00,193.06,106.59,8.99,1.6,4.06
2020-02-20 12:00:00,177.7,101.65,8.66,1.6,38.13
2020-02-20 13:00:00,204.58,93.85,8.44,1.52,88.02
2020-02-20 14:00:00,229.9,78.21,8.33,1.48,93.58
2020-02-20 15:00:00,222.75,70.47,8.16,1.51,93.19
2020-02-20 16:00:00,193.65,62.5,8.02,1.5,93.72
2020-02-20 17:00:00,174.26,61.48,8.05,1.54,91.29
2020-02-20 18:00:00,161.44,67.82,8.28,1.58,85.33
2020-02-20 19:00:00,162.99,69.15,8.67,1.64,77.63
2020-02-20 20:00:00,161.36,79.56,9.04,1.76,68.65
2020-02-20 21:00:00,185.58,91.97,9.29,1.86,68.08
2020-02-20 22:00:00,182.22,120.01,8.8,1.78,71.69
2020-02-20 23:00:00,179.4,107.06,8.82,1.8,64.59
2020-02-21 00:00:00,175.79,113.29,8.77,1.84,46.54
2020-02-21 01:00:00,116.96,87.74,9.52,1.85,42.38
2020-02-21 02:00:00,141.39,98.37,10.34,1.97,26.62
2020-02-21 03:00:00,159.72,103.57,11.92,2.1,17.19
2020-02-21 04:00:00,149.57,105.71,10.07,1.94,35.8
2020-02-21 05:00:00,140.28,106.04,8.79,1.85,41.47
2020-02-21 06:00:00,101.16,77.17,7.7,1.46,57.81
2020-02-21 07:00:00,44.12,29.1,7.58,1.38,60.36
2020-02-21 08:00:00,35.97,30.85,7.54,1.35,56.39
2020-02-21 09:00:00,28.42,19.13,7.8,1.37,54.92
2020-02-21 10:00:00,26.65,21.7,7.97,1.37,55.59
2020-02-21 11:00:00,56.59,38.41,8.16,1.43,61.97
2020-02-21 12:00:00,89.68,53.43,7.98,1.44,62.84
2020-02-21 13:00:00,80.02,52.05,7.85,1.43,61.96
2020-02-21 14:00:00,55.9,52.76,8.07,1.45,53.6
2020-02-21 15:00:00,46.12,38.75,8.38,1.45,46.7
2020-02-21 16:00:00,24.48,11.12,8.45,1.42,51.88
2020-02-21 17:00:00,35.7,13.84,8.65,1.42,58.14
2020-02-21 18:00:00,39.21,22.22,9.62,1.51,50.96
2020-02-21 19:00:00,47.04,25.98,10.18,1.56,46.29
2020-02-21 20:00:00,56.05,30.08,11.64,1.78,31.05
2020-02-21 21:00:00,91.81,53.53,13.17,2.08,14.49
2020-02-21 22:00:00,86.46,57.78,11.56,1.88,19.81
2020-02-21 23:00:00,72.48,46.61,11.0,1.73,13.65
2020-02-22 00:00:00,85.88,54.38,15.01,2.06,5.01
2020-02-22 01:00:00,102.16,58.52,15.3,2.03,4.41
2020-02-22 02:00:00,116.21,68.76,15.57,2.02,4.39
2020-02-22 03:00:00,105.38,66.24,15.23,1.94,4.39
2020-02-22 04:00:00,87.8,54.68,14.98,1.74,4.23
2020-02-22 05:00:00,83.1,48.55,15.11,1.63,4.67
2020-02-22 06:00:00,81.96,45.87,14.92,1.67,4.17
2020-02-22 07:00:00,89.7,53.83,13.95,1.74,4.85
2020-02-22 08:00:00,92.48,52.34,13.8,1.67,4.97
2020-02-22 09:00:00,92.15,53.39,10.84,1.56,14.98
2020-02-22 10:00:00,57.76,38.12,9.18,1.41,35.42
2020-02-22 11:00:00,72.71,44.13,9.0,1.4,46.63
2020-02-22 12:00:00,78.88,46.31,8.59,1.35,55.35
2020-02-22 13:00:00,88.35,54.72,8.2,1.33,63.75
2020-02-22 14:00:00,70.61,52.04,8.17,1.31,68.04
2020-02-22 15:00:00,98.25,47.62,8.22,1.35,73.87
2020-02-22 16:00:00,97.98,57.31,8.05,1.35,74.02
2020-02-22 17:00:00,82.42,48.18,8.02,1.33,71.25
2020-02-22 18:00:00,86.34,55.95,9.05,1.37,63.06
2020-02-22 19:00:00,92.32,58.62,9.42,1.41,47.9
2020-02-22 20:00:00,108.73,78.42,10.15,1.59,24.82
2020-02-22 21:00:00,138.48,98.32,10.06,1.57,15.54
2020-02-22 22:00:00,140.96,108.7,10.75,1.89,7.68
2020-02-22 23:00:00,163.57,121.29,14.47,2.1,4.19
2020-02-23 00:00:00,201.24,118.08,17.31,2.41,4.49
2020-02-23 01:00:00,220.19,115.18,18.19,2.87,4.23
2020-02-23 02:00:00,257.79,134.91,21.45,3.41,4.16
2020-02-23 03:00:00,263.04,133.48,28.17,4.5,4.78
2020-02-23 04:00:00,237.06,127.95,29.52,4.09,5.72
2020-02-23 05:00:00,203.89,115.72,29.49,3.57,3.89
2020-02-23 06:00:00,211.2,111.43,26.64,2.83,5.04
2020-02-23 07:00:00,189.71,114.34,19.12,2.18,4.57
2020-02-23 08:00:00,171.51,108.52,17.74,2.11,4.57
2020-02-23 09:00:00,185.45,105.87,22.39,2.15,5.4
2020-02-23 10:00:00,199.7,141.13,20.43,2.09,10.63
2020-02-23 11:00:00,140.44,93.53,13.67,1.49,33.52
2020-02-23 12:00:00,114.34,66.0,10.61,1.29,56.65
2020-02-23 13:00:00,104.14,54.5,9.29,1.22,71.93
2020-02-23 14:00:00,99.8,57.53,9.37,1.26,82.21
2020-02-23 15:00:00,151.42,83.97,10.63,1.5,98.04
2020-02-23 16:00:00,157.7,86.58,9.53,1.41,106.64
2020-02-23 17:00:00,136.35,81.03,8.68,1.27,90.64
2020-02-23 18:00:00,113.34,64.04,8.35,1.22,76.7
2020-02-23 19:00:00,98.22,69.53,8.54,1.26,61.19
2020-02-23 20:00:00,121.68,79.53,10.22,1.44,39.03
2020-02-23 21:00:00,152.06,101.58,11.06,1.64,28.82
2020-02-23 22:00:00,169.73,113.04,11.69,1.76,20.72
2020-02-23 23:00:00,110.54,67.49,8.52,1.2,40.31
2020-02-24 00:00:00,59.04,31.47,8.41,1.06,30.25
2020-02-24 01:00:00,49.07,28.58,8.82,1.11,14.15
2020-02-24 02:00:00,97.02,33.88,9.72,1.11,12.13
2020-02-24 03:00:00,74.2,32.27,9.51,1.08,12.39
2020-02-24 04:00:00,81.87,34.56,9.98,1.07,12.87
2020-02-24 05:00:00,81.1,36.43,13.0,1.32,3.82
2020-02-24 06:00:00,144.16,74.72,15.24,1.52,3.97
2020-02-24 07:00:00,147.96,78.04,18.17,1.65,4.19
2020-02-24 08:00:00,139.47,73.67,18.97,1.64,5.12
2020-02-24 09:00:00,167.87,84.72,22.55,1.8,6.94
2020-02-24 10:00:00,177.44,98.24,17.08,1.52,18.21
2020-02-24 11:00:00,139.58,59.84,11.87,1.22,47.79
2020-02-24 12:00:00,110.6,49.67,13.1,1.29,54.98
2020-02-24 13:00:00,139.78,56.64,11.77,1.37,79.44
2020-02-24 14:00:00,140.39,57.86,9.95,1.28,98.77
2020-02-24 15:00:00,127.11,69.59,9.13,1.18,99.32
2020-02-24 16:00:00,122.59,74.51,8.88,1.16,95.01
2020-02-24 17:00:00,115.58,73.2,8.78,1.12,85.96
2020-02-24 18:00:00,107.46,67.86,8.73,1.16,75.75
2020-02-24 19:00:00,110.67,72.91,9.17,1.29,68.41
2020-02-24 20:00:00,150.68,89.77,10.33,1.49,44.98
2020-02-24 21:00:00,161.45,94.2,12.36,1.67,25.11
2020-02-24 22:00:00,182.62,112.57,13.37,1.92,13.13
2020-02-24 23:00:00,211.6,119.18,16.33,2.25,5.85
2020-02-25 00:00:00,232.33,139.59,14.99,2.17,7.98
2020-02-25 01:00:00,223.5,123.69,12.64,1.95,11.37
2020-02-25 02:00:00,211.9,99.41,11.72,1.78,9.54
2020-02-25 03:00:00,208.41,96.44,14.63,1.64,5.28
2020-02-25 04:00:00,211.08,91.3,16.8,1.67,3.94
2020-02-25 05:00:00,280.27,124.97,13.52,1.78,7.72
2020-02-25 06:00:00,339.61,124.75,12.66,1.62,5.46
2020-02-25 07:00:00,269.28,124.52,13.83,1.6,4.23
2020-02-25 08:00:00,244.56,115.42,15.54,1.76,4.73
2020-02-25 09:00:00,226.21,112.51,15.78,2.03,11.83
2020-02-25 10:00:00,175.49,99.72,13.77,1.95,25.75
2020-02-25 11:00:00,207.89,107.49,12.87,1.77,51.52
2020-02-25 12:00:00,198.94,82.64,12.85,1.65,62.21
2020-02-25 13:00:00,167.35,87.62,11.24,1.57,78.44
2020-02-25 14:00:00,160.15,85.04,10.53,1.38,86.79
2020-02-25 15:00:00,139.71,81.16,11.18,1.23,82.05
2020-02-25 16:00:00,128.16,70.07,8.57,1.15,91.85
2020-02-25 17:00:00,99.23,59.21,8.4,1.12,85.46
2020-02-25 18:00:00,95.84,47.6,12.53,1.14,61.06
2020-02-25 19:00:00,114.48,63.99,9.46,1.36,69.06
2020-02-25 20:00:00,156.81,93.63,13.02,1.59,41.94
2020-02-25 21:00:00,181.55,109.43,12.71,1.9,29.17
2020-02-25 22:00:00,220.63,127.38,16.17,2.27,13.01
2020-02-25 23:00:00,452.67,138.29,20.58,2.26,5.74
2020-02-26 00:00:00,380.93,149.68,21.89,2.55,5.9
2020-02-26 01:00:00,380.83,132.88,20.15,2.42,3.86
2020-02-26 02:00:00,295.09,125.86,17.38,2.12,5.09
2020-02-26 03:00:00,241.39,120.29,16.8,2.13,3.94
2020-02-26 04:00:00,270.47,119.71,26.11,2.3,4.3
2020-02-26 05:00:00,263.09,108.36,20.22,1.94,8.66
2020-02-26 06:00:00,302.45,108.75,20.88,2.1,6.62
2020-02-26 07:00:00,279.21,149.39,14.17,1.98,4.52
2020-02-26 08:00:00,248.14,134.36,12.57,2.01,4.48
2020-02-26 09:00:00,319.85,140.91,19.65,2.28,7.07
2020-02-26 10:00:00,401.99,175.52,15.13,1.93,24.9
2020-02-26 11:00:00,269.13,153.44,10.62,1.38,59.16
2020-02-26 12:00:00,163.42,89.04,9.03,1.11,82.66
2020-02-26 13:00:00,155.5,61.49,8.95,1.09,91.28
2020-02-26 14:00:00,163.46,86.99,9.1,1.06,108.47
2020-02-26 15:00:00,137.33,62.78,8.07,0.92,90.86
2020-02-26 16:00:00,121.17,49.76,7.81,0.88,81.55
2020-02-26 17:00:00,95.95,41.12,7.89,0.87,82.83
2020-02-26 18:00:00,105.52,45.56,8.02,0.89,76.87
2020-02-26 19:00:00,99.48,45.96,8.25,0.9,60.46
2020-02-26 20:00:00,118.75,55.27,9.45,1.1,43.72
2020-02-26 21:00:00,158.5,80.37,11.51,1.32,30.09
2020-02-26 22:00:00,247.43,154.48,11.91,1.7,26.56
2020-02-26 23:00:00,344.65,216.84,11.69,1.85,24.68
2020-02-27 00:00:00,261.95,163.69,11.3,1.55,16.7
2020-02-27 01:00:00,194.99,111.75,10.54,1.45,7.93
2020-02-27 02:00:00,205.73,86.07,11.44,1.37,5.98
2020-02-27 03:00:00,167.35,79.83,10.24,1.3,4.26
2020-02-27 04:00:00,140.28,71.61,9.8,1.32,4.6
2020-02-27 05:00:00,129.08,73.81,9.68,1.24,4.83
2020-02-27 06:00:00,130.38,63.67,9.01,1.2,6.64
2020-02-27 07:00:00,153.38,90.92,9.02,1.39,9.37
2020-02-27 08:00:00,186.73,123.94,9.07,1.7,7.93
2020-02-27 09:00:00,196.55,97.38,10.19,1.77,19.92
2020-02-27 10:00:00,166.62,95.99,9.59,1.52,42.64
2020-02-27 11:00:00,143.82,108.1,9.01,1.29,56.01
2020-02-27 12:00:00,127.84,83.27,8.0,1.29,65.3
2020-02-27 13:00:00,126.35,86.89,,1.34,68.0
2020-02-27 14:00:00,119.38,87.12,,1.33,77.53
2020-02-27 15:00:00,130.21,81.58,30.33,1.29,83.35
2020-02-27 16:00:00,143.09,94.24,17.23,1.32,86.18
2020-02-27 17:00:00,149.12,91.84,16.88,1.33,85.75
2020-02-27 18:00:00,130.25,95.11,17.81,1.34,87.61
2020-02-27 19:00:00,124.23,87.52,18.4,1.35,73.45
2020-02-27 20:00:00,136.36,89.07,26.49,1.54,47.14
2020-02-27 21:00:00,199.63,96.49,34.89,1.64,30.01
2020-02-27 22:00:00,181.79,100.38,30.87,1.64,36.26
2020-02-27 23:00:00,169.07,108.39,30.69,1.61,37.47
2020-02-28 00:00:00,167.65,108.09,23.87,1.64,42.87
2020-02-28 01:00:00,150.78,99.47,21.52,1.74,43.29
2020-02-28 02:00:00,150.06,92.87,20.42,1.67,46.36
2020-02-28 03:00:00,143.07,78.8,19.19,1.62,46.53
2020-02-28 04:00:00,142.48,84.22,19.73,1.65,40.4
2020-02-28 05:00:00,126.28,89.84,18.46,1.61,42.89
2020-02-28 06:00:00,113.36,76.77,18.06,1.61,46.43
2020-02-28 07:00:00,102.9,78.45,18.33,1.6,37.46
2020-02-28 08:00:00,108.43,78.03,18.53,1.6,36.77
2020-02-28 09:00:00,104.43,88.26,19.6,1.65,39.7
2020-02-28 10:00:00,111.16,101.33,19.62,1.59,45.75
2020-02-28 11:00:00,135.29,87.74,19.27,1.52,57.53
2020-02-28 12:00:00,128.09,74.2,17.95,1.42,66.33
2020-02-28 13:00:00,124.2,80.5,17.32,1.48,74.49
2020-02-28 14:00:00,131.08,77.57,17.12,1.43,81.38
2020-02-28 15:00:00,145.35,79.01,16.75,1.41,80.15
2020-02-28 16:00:00,134.01,70.08,16.76,1.41,80.1
2020-02-28 17:00:00,146.99,76.99,17.18,1.41,78.19
2020-02-28 18:00:00,137.07,74.45,17.84,1.58,75.37
2020-02-28 19:00:00,150.43,72.59,19.19,1.63,69.99
2020-02-28 20:00:00,132.68,71.9,19.6,1.69,57.8
2020-02-28 21:00:00,123.97,69.4,19.9,1.66,56.81
2020-02-28 22:00:00,113.89,73.34,20.52,1.69,51.13
2020-02-28 23:00:00,105.83,74.58,20.77,1.65,41.28
2020-02-29 00:00:00,105.03,69.37,19.21,1.41,45.74
2020-02-29 01:00:00,90.08,59.92,18.45,1.4,47.43
2020-02-29 02:00:00,104.66,64.64,18.6,1.4,45.74
2020-02-29 03:00:00,101.04,70.97,18.98,1.4,44.56
2020-02-29 04:00:00,117.28,70.86,20.7,1.43,39.85
2020-02-29 05:00:00,109.89,67.19,20.22,1.42,36.97
2020-02-29 06:00:00,102.43,64.35,19.4,1.37,42.16
2020-02-29 07:00:00,102.97,62.92,19.3,1.43,39.66
2020-02-29 08:00:00,101.75,75.63,19.15,1.48,36.85
2020-02-29 09:00:00,99.17,75.4,19.08,1.47,42.82
2020-02-29 10:00:00,99.26,71.18,18.28,1.42,47.68
2020-02-29 11:00:00,95.6,67.3,17.8,1.43,54.22
2020-02-29 12:00:00,97.18,63.11,17.57,1.41,61.93
2020-02-29 13:00:00,115.51,72.79,16.62,1.39,68.43
2020-02-29 14:00:00,116.38,65.91,15.78,1.35,74.62
2020-02-29 15:00:00,114.75,69.5,17.11,1.38,76.68
2020-02-29 16:00:00,129.18,67.1,16.44,1.33,73.48
2020-02-29 17:00:00,126.46,66.87,16.78,1.38,73.31
2020-02-29 18:00:00,132.61,75.71,17.15,1.41,63.29
2020-02-29 19:00:00,117.16,69.79,23.41,1.43,43.34
2020-02-29 20:00:00,98.64,62.1,23.83,1.3,39.57
2020-02-29 21:00:00,56.31,36.85,21.3,1.08,40.93
2020-02-29 22:00:00,68.68,42.57,20.21,0.95,45.24
2020-02-29 23:00:00,64.34,29.27,20.06,0.96,42.97
2020-03-01 00:00:00,51.02,26.13,162.28,1.03,26.71
2020-03-01 01:00:00,,,21.21,0.94,40.69
2020-03-01 02:00:00,,,17.01,0.89,43.76
2020-03-01 03:00:00,,,17.8,0.86,42.99
2020-03-01 04:00:00,,,18.14,0.85,40.85
2020-03-01 05:00:00,,,16.33,0.86,43.83
2020-03-01 06:00:00,,4.35,18.24,0.86,44.16
2020-03-01 07:00:00,14.34,4.68,20.88,0.85,32.3
2020-03-01 08:00:00,14.39,15.51,20.51,0.91,24.72
2020-03-01 09:00:00,46.07,17.95,25.01,1.09,29.88
2020-03-01 10:00:00,52.19,44.17,23.12,1.13,40.63
2020-03-01 11:00:00,56.76,28.65,19.03,1.03,45.22
2020-03-01 12:00:00,92.44,17.87,16.34,0.95,57.55
2020-03-01 13:00:00,13.18,21.76,15.45,0.96,63.83
2020-03-01 14:00:00,6.14,12.62,15.3,0.97,66.01
2020-03-01 15:00:00,20.77,15.34,15.76,0.97,72.99
2020-03-01 16:00:00,44.97,24.41,17.08,1.01,76.44
2020-03-01 17:00:00,48.27,26.35,18.85,1.1,82.34
2020-03-01 18:00:00,65.67,38.32,17.22,1.15,78.65
2020-03-01 19:00:00,71.69,42.96,18.92,1.18,60.61
2020-03-01 20:00:00,58.53,38.25,21.35,1.19,29.28
2020-03-01 21:00:00,58.63,44.13,23.23,1.21,14.85
2020-03-01 22:00:00,69.08,59.32,28.61,1.42,8.39
2020-03-01 23:00:00,116.4,54.23,46.96,1.63,5.45
2020-03-02 00:00:00,109.61,57.66,31.72,1.46,6.93
2020-03-02 01:00:00,65.1,40.05,31.6,1.54,6.57
2020-03-02 02:00:00,79.5,46.68,39.11,1.66,8.48
2020-03-02 03:00:00,110.39,63.18,57.61,1.88,6.18
2020-03-02 04:00:00,125.42,74.18,55.4,1.87,4.93
2020-03-02 05:00:00,171.66,70.95,90.49,1.84,4.85
2020-03-02 06:00:00,154.11,74.83,71.39,1.81,4.83
2020-03-02 07:00:00,136.1,67.71,70.05,2.16,6.99
2020-03-02 08:00:00,127.76,76.47,67.56,2.16,6.96
2020-03-02 09:00:00,150.56,91.65,81.48,2.39,9.1
2020-03-02 10:00:00,166.18,82.47,40.0,1.58,28.92
2020-03-02 11:00:00,99.64,53.44,29.2,1.41,52.76
2020-03-02 12:00:00,112.24,57.09,27.89,1.49,70.37
2020-03-02 13:00:00,114.81,50.91,24.09,1.52,89.87
2020-03-02 14:00:00,132.45,67.74,23.08,1.53,107.47
2020-03-02 15:00:00,154.5,88.94,25.72,1.67,125.65
